,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
101,Thomas Delaney,dk DEN,MF,Dortmund,29,1991,1,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,fe641c1a
102,Kerem Demirbay,de GER,MF,Leverkusen,28,1993,29,23,2049,22.8,1,4,0,1,2,10,0,0.04,0.18,0.22,0.00,0.18,3.8,2.2,5.1,7.3,0.17,0.22,0.39,0.10,0.32,Matches,54b4dc4e
103,Ermedin Demirović,ba BIH,FW,Freiburg,23,1998,31,9,871,9.7,2,3,2,0,0,4,0,0.21,0.31,0.52,0.21,0.52,3.3,3.3,1.7,5.0,0.34,0.17,0.52,0.34,0.52,Matches,ed79b7d3
104,Mike van der Hoorn,nl NED,DF,Arminia,28,1992,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,25f50295
105,Moussa Diaby,fr FRA,FWMF,Leverkusen,22,1999,32,32,2760,30.7,13,12,13,0,1,10,1,0.42,0.39,0.82,0.42,0.82,8.4,7.7,9.9,17.6,0.28,0.32,0.60,0.25,0.57,Matches,aeed5c06
106,Daniel Didavi,de GER,MFFW,Stuttgart,31,1990,10,2,277,3.1,0,1,0,0,0,1,0,0.00,0.32,0.32,0.00,0.32,0.9,0.9,0.7,1.7,0.31,0.23,0.54,0.31,0.54,Matches,d3096421
107,Javairô Dilrosun,nl NED,FW,Hertha BSC,23,1998,2,1,138,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches,34a0f5ff
108,Lee Dongjun,kr KOR,MFFW,Hertha BSC,24,1997,4,1,118,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.24,0.00,0.24,0.24,0.24,Matches,96d0b6f0
109,Niklas Dorsch,de GER,MF,Augsburg,23,1998,30,27,2324,25.8,1,0,1,0,0,8,0,0.04,0.00,0.04,0.04,0.04,0.3,0.3,0.7,1.0,0.01,0.03,0.04,0.01,0.04,Matches,7f73bdf4
110,Ondrej Duda,sk SVK,MFFW,Köln,26,1994,31,20,1611,17.9,2,0,2,0,0,5,0,0.11,0.00,0.11,0.11,0.11,4.7,4.7,2.6,7.3,0.26,0.15,0.41,0.26,0.41,Matches,79ca3e23
111,Jeremy Dudziak,tn TUN,MFFW,Greuther Fürth,25,1995,22,15,1134,12.6,2,0,2,0,0,1,0,0.16,0.00,0.16,0.16,0.16,2.5,2.5,1.4,3.9,0.20,0.11,0.31,0.20,0.31,Matches,5a8d6540
112,Erik Durm,de GER,DF,Eint Frankfurt,29,1992,7,7,474,5.3,0,1,0,0,0,1,0,0.00,0.19,0.19,0.00,0.19,0.0,0.0,0.4,0.4,0.00,0.07,0.08,0.00,0.08,Matches,cf623c78
113,Maximilian Eggestein,de GER,MF,Freiburg,24,1996,31,26,2194,24.4,1,2,1,0,0,2,0,0.04,0.08,0.12,0.04,0.12,1.4,1.4,1.4,2.8,0.06,0.06,0.11,0.06,0.11,Matches,beb882a8
114,Lilian Egloff,de GER,MFDF,Stuttgart,18,2002,4,0,31,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.42,0.42,0.00,0.42,Matches,2f7fec15
115,Kingsley Ehizibue,nl NED,DF,Köln,26,1995,16,6,681,7.6,0,1,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,0.3,0.3,0.9,1.2,0.03,0.13,0.16,0.03,0.16,Matches,76b2817e
116,Julian Eitschberger,de GER,DF,Hertha BSC,17,2004,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,943b9602
117,Jurgen Ekkelenkamp,nl NED,MFFW,Hertha BSC,21,2000,21,6,718,8.0,3,0,3,0,0,1,0,0.38,0.00,0.38,0.38,0.38,1.7,1.7,0.6,2.3,0.21,0.08,0.29,0.21,0.29,Matches,73d6a176
118,Nico Elvedi,ch SUI,DF,M'Gladbach,24,1996,28,28,2430,27.0,1,0,1,0,0,3,1,0.04,0.00,0.04,0.04,0.04,1.4,1.4,0.1,1.6,0.05,0.00,0.06,0.05,0.06,Matches,48035304
119,Breel Embolo,ch SUI,FWMF,M'Gladbach,24,1997,29,24,2166,24.1,9,3,9,0,0,3,0,0.37,0.12,0.50,0.37,0.50,8.7,8.7,5.5,14.1,0.36,0.23,0.59,0.36,0.59,Matches,0b4f388a
120,Keita Endo,jp JPN,MF,Union Berlin,23,1997,4,0,55,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.20,0.05,0.25,0.20,0.25,Matches,1a83027b
121,Wataru Endo,jp JPN,MF,Stuttgart,28,1993,33,33,2899,32.2,4,2,4,0,0,4,0,0.12,0.06,0.19,0.12,0.19,5.8,5.5,1.8,7.3,0.18,0.06,0.23,0.17,0.23,Matches,c149016b
122,Michael Esser,de GER,GK,Bochum,33,1987,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,83e0eeb4
123,Wahidullah Faghir,dk DEN,FW,Stuttgart,18,2003,6,0,123,1.4,1,0,1,0,0,0,0,0.73,0.00,0.73,0.73,0.73,0.5,0.5,0.0,0.5,0.33,0.00,0.33,0.33,0.33,Matches,93c9e7d9
124,Ömer Faruk Beyaz,tr TUR,DFMF,Stuttgart,17,2003,4,0,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.38,0.00,0.38,0.38,0.38,Matches,8307b663
125,Adrian Fein,de GER,MF,Greuther Fürth,22,1999,3,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.11,0.20,0.31,0.11,0.31,Matches,60097ff6
126,Ohis Felix Uduokhai,de GER,DF,Augsburg,23,1997,13,8,787,8.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.02,0.00,0.02,0.02,0.02,Matches,677da306
127,Edimilson Fernandes,ch SUI,MFFW,Arminia,25,1996,7,2,283,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.7,0.12,0.09,0.21,0.12,0.21,Matches,3bb625ac
128,Alfreð Finnbogason,is ISL,FW,Augsburg,32,1989,10,3,292,3.2,2,1,2,0,0,0,0,0.62,0.31,0.92,0.62,0.92,1.1,1.1,0.8,1.8,0.33,0.23,0.57,0.33,0.57,Matches,f9e7c4ac
129,Mark Flekken,nl NED,GK,Freiburg,28,1993,32,32,2880,32.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches,a92ab7be
130,Emil Forsberg,se SWE,MF,RB Leipzig,29,1991,31,20,1706,19.0,6,2,2,4,4,2,0,0.32,0.11,0.42,0.11,0.21,8.6,5.5,4.0,9.5,0.45,0.21,0.67,0.29,0.50,Matches,9a2e0ccc
131,Philipp Förster,de GER,MFFW,Stuttgart,26,1995,20,11,967,10.7,2,1,2,0,0,4,0,0.19,0.09,0.28,0.19,0.28,3.0,3.0,1.2,4.2,0.27,0.11,0.39,0.27,0.39,Matches,76fa965f
132,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,23,1998,6,0,145,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.6,0.00,0.38,0.38,0.00,0.38,Matches,a9142dc3
133,Raphael Framberger,de GER,DF,Augsburg,25,1995,23,9,848,9.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.7,0.01,0.06,0.07,0.01,0.07,Matches,626fab5f
134,Marvin Friedrich,de GER,DF,M'Gladbach,25,1995,8,7,600,6.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.06,0.00,0.06,0.06,0.06,Matches,b77f44a4
135,Marvin Friedrich,de GER,DF,Union Berlin,25,1995,13,13,1169,13.0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,1.5,1.5,0.9,2.4,0.12,0.07,0.19,0.12,0.19,Matches,b77f44a4
136,Jeremie Frimpong,nl NED,DF,Leverkusen,20,2000,25,25,2052,22.8,1,6,1,0,0,6,0,0.04,0.26,0.31,0.04,0.31,1.0,1.0,4.5,5.5,0.04,0.20,0.24,0.04,0.24,Matches,74f2e748
137,Christian Früchtl,de GER,GK,Bayern Munich,21,2000,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,1940be91
138,Chris Führich,de GER,FWMF,Stuttgart,23,1998,25,21,1714,19.0,3,2,3,0,0,3,0,0.16,0.11,0.26,0.16,0.26,3.6,3.6,4.4,7.9,0.19,0.23,0.42,0.19,0.42,Matches,0cf778df
139,Marius Funk,de GER,GK,Greuther Fürth,25,1996,8,8,720,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.02,0.02,0.00,0.02,Matches,86314793
140,Stephan Fürstner,de GER,MF,Mainz 05,33,1987,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,18c2e247
141,Mijat Gaćinović,rs SRB,FWMF,Hoffenheim,26,1995,4,1,110,1.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.08,0.00,0.08,0.08,0.08,Matches,16daec92
142,Cristian Gamboa,cr CRC,DF,Bochum,31,1989,23,20,1722,19.1,1,0,1,0,0,6,0,0.05,0.00,0.05,0.05,0.05,0.1,0.1,1.2,1.3,0.01,0.06,0.07,0.01,0.07,Matches,f27680d9
143,Silvère Ganvoula M'Boussy,cg CGO,FW,Bochum,25,1996,9,0,153,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.7,0.40,0.00,0.40,0.40,0.40,Matches,6c731625
144,Linus Gechter,de GER,DF,Hertha BSC,17,2004,13,6,716,8.0,1,0,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13,0.6,0.6,0.4,1.0,0.07,0.05,0.12,0.07,0.12,Matches,ad2b068c
145,Dennis Geiger,de GER,MF,Hoffenheim,23,1998,20,17,1377,15.3,2,2,2,0,0,6,0,0.13,0.13,0.26,0.13,0.26,1.2,1.2,2.4,3.6,0.08,0.16,0.24,0.08,0.24,Matches,37f606f0
146,Yannick Gerhardt,de GER,MFDF,Wolfsburg,27,1994,27,17,1574,17.5,1,3,1,0,0,2,0,0.06,0.17,0.23,0.06,0.23,2.1,2.1,1.6,3.7,0.12,0.09,0.21,0.12,0.21,Matches,62ab9184
147,Hamadi Al Ghaddioui,ma MAR,FW,Stuttgart,30,1990,10,7,498,5.5,2,2,2,0,0,2,0,0.36,0.36,0.72,0.36,0.72,1.8,1.8,0.9,2.7,0.33,0.17,0.49,0.33,0.49,Matches,5723931e
148,Niko Gießelmann,de GER,DFFW,Union Berlin,29,1991,28,25,2083,23.1,3,6,3,0,0,3,0,0.13,0.26,0.39,0.13,0.39,3.8,3.8,2.3,6.1,0.16,0.10,0.26,0.16,0.26,Matches,7242b495
149,Rafał Gikiewicz,pl POL,GK,Augsburg,33,1987,34,34,3060,34.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,Matches,17376543
150,Daniel Ginczek,de GER,MFFW,Wolfsburg,30,1991,2,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,1.02,0.00,1.02,1.02,1.02,Matches,e5f63987
151,Matthias Ginter,de GER,DF,M'Gladbach,27,1994,28,27,2355,26.2,1,0,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04,2.6,2.6,2.2,4.8,0.10,0.09,0.19,0.10,0.19,Matches,f521b80a
152,Serge Gnabry,de GER,FWDF,Bayern Munich,26,1995,34,25,2185,24.3,14,5,14,0,0,0,0,0.58,0.21,0.78,0.58,0.78,9.2,9.2,8.1,17.3,0.38,0.33,0.71,0.38,0.71,Matches,88e357ef
153,Leon Goretzka,de GER,MF,Bayern Munich,26,1995,19,19,1396,15.5,3,3,3,0,0,0,0,0.19,0.19,0.39,0.19,0.39,5.0,5.0,2.6,7.6,0.32,0.17,0.49,0.32,0.49,Matches,cc86b9a3
154,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,30,1991,29,29,2576,28.6,2,0,1,1,1,9,0,0.07,0.00,0.07,0.03,0.03,1.9,1.2,1.1,2.3,0.07,0.04,0.11,0.04,0.08,Matches,1025db8e
155,Jens Grahl,de GER,GK,Eint Frankfurt,32,1988,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,f26dee6b
156,Julian Green,us USA,MF,Greuther Fürth,26,1995,24,12,1054,11.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.8,1.5,0.06,0.06,0.13,0.06,0.13,Matches,ad1d6fa4
157,Michael Gregoritsch,at AUT,FWMF,Augsburg,27,1994,25,15,1392,15.5,9,0,8,1,1,3,0,0.58,0.00,0.58,0.52,0.52,5.6,4.8,1.2,6.1,0.36,0.08,0.44,0.31,0.39,Matches,8e235926
158,Sebastian Griesbeck,de GER,DFMF,Greuther Fürth,30,1990,29,28,2439,27.1,1,0,1,0,0,7,0,0.04,0.00,0.04,0.04,0.04,0.8,0.8,0.1,0.9,0.03,0.01,0.03,0.03,0.03,Matches,a8db7ebb
159,Sebastian Griesbeck,de GER,MF,Union Berlin,30,1990,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,a8db7ebb
160,Vincenzo Grifo,it ITA,MFFW,Freiburg,28,1993,34,33,2775,30.8,9,7,4,5,6,0,0,0.29,0.23,0.52,0.13,0.36,10.2,5.4,8.1,13.6,0.33,0.26,0.59,0.18,0.44,Matches,54e4866f
161,Lennart Grill,de GER,GK,Leverkusen,22,1999,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,37998008
162,Florian Grillitsch,at AUT,DFMF,Hoffenheim,25,1995,18,16,1496,16.6,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.7,1.4,0.04,0.04,0.08,0.04,0.08,Matches,ffbbc83b
163,Carlos Gruezo,ec ECU,MF,Augsburg,26,1995,17,9,970,10.8,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.05,0.02,0.07,0.05,0.07,Matches,f2dd9a21
164,Raphaël Guerreiro,pt POR,DF,Dortmund,27,1993,23,21,1795,19.9,4,2,3,1,1,1,0,0.20,0.10,0.30,0.15,0.25,3.1,2.3,2.3,4.6,0.16,0.12,0.27,0.12,0.23,Matches,048a1cbc
165,Josuha Guilavogui,fr FRA,MFDF,Wolfsburg,30,1990,15,10,942,10.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.2,0.9,0.08,0.01,0.09,0.08,0.09,Matches,e6c43eec
166,Péter Gulácsi,hu HUN,GK,RB Leipzig,31,1990,33,33,2967,33.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,bcb2ccd8
167,Manuel Gulde,de GER,DF,Freiburg,30,1991,20,14,1225,13.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,25ab9c9c
168,Robert Gumny,pl POL,DF,Augsburg,23,1998,28,27,2272,25.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.5,0.8,0.01,0.02,0.03,0.01,0.03,Matches,1df0c0b9
169,Christian Günter,de GER,DFMF,Freiburg,28,1993,34,34,3060,34.0,2,9,2,0,0,2,0,0.06,0.26,0.32,0.06,0.32,1.0,1.0,7.4,8.4,0.03,0.22,0.25,0.03,0.25,Matches,8593f88c
170,Lasse Günther,de GER,DF,Augsburg,18,2003,5,1,161,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.02,0.07,0.05,0.07,Matches,00672803
171,Joško Gvardiol,hr CRO,DF,RB Leipzig,19,2002,29,28,2409,26.8,2,2,2,0,0,7,0,0.07,0.07,0.15,0.07,0.15,2.7,2.7,2.2,4.9,0.10,0.08,0.18,0.10,0.18,Matches,5ad50391
172,Erling Haaland,no NOR,FW,Dortmund,21,2000,24,21,1911,21.2,22,8,16,6,6,3,0,1.04,0.38,1.41,0.75,1.13,18.4,13.7,6.0,19.7,0.87,0.28,1.15,0.65,0.93,Matches,1f44ac21
173,Janik Haberer,de GER,MF,Freiburg,27,1994,26,7,818,9.1,3,0,3,0,0,1,0,0.33,0.00,0.33,0.33,0.33,1.4,1.4,0.1,1.5,0.16,0.01,0.17,0.16,0.17,Matches,70dcf94d
174,Alexander Hack,de GER,DF,Mainz 05,27,1993,28,24,2074,23.0,3,1,3,0,0,6,1,0.13,0.04,0.17,0.13,0.17,2.8,2.8,1.6,4.5,0.12,0.07,0.19,0.12,0.19,Matches,a5ec3ede
175,Robin Hack,de GER,FWMF,Arminia,22,1998,30,13,1364,15.2,0,3,0,0,0,2,0,0.00,0.20,0.20,0.00,0.20,2.6,2.6,1.7,4.4,0.17,0.12,0.29,0.17,0.29,Matches,0174ba21
176,André Hahn,de GER,MFFW,Augsburg,30,1990,32,25,2101,23.3,5,2,5,0,0,5,0,0.21,0.09,0.30,0.21,0.30,3.7,3.7,1.9,5.6,0.16,0.08,0.24,0.16,0.24,Matches,cd82452e
177,Amadou Haidara,ml MLI,MF,RB Leipzig,23,1998,20,15,1326,14.7,3,1,3,0,0,2,0,0.20,0.07,0.27,0.20,0.27,1.1,1.1,0.9,2.0,0.07,0.06,0.13,0.07,0.13,Matches,92432bc6
178,Marcel Halstenberg,de GER,DF,RB Leipzig,29,1991,8,5,507,5.6,1,0,1,0,0,0,0,0.18,0.00,0.18,0.18,0.18,0.5,0.5,0.5,1.0,0.09,0.08,0.17,0.09,0.17,Matches,8ff2354e
179,Genki Haraguchi,jp JPN,MF,Union Berlin,30,1991,30,23,1755,19.5,2,6,2,0,0,2,0,0.10,0.31,0.41,0.10,0.41,3.0,3.0,2.0,5.1,0.16,0.10,0.26,0.16,0.26,Matches,f24ea523
180,Luis Hartwig,de GER,FW,Bochum,18,2002,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,a3f30508
181,Makoto Hasebe,jp JPN,DF,Eint Frankfurt,37,1984,18,12,1187,13.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.5,0.00,0.03,0.03,0.00,0.03,Matches,9ab16552
182,Thorgan Hazard,be BEL,FWDF,Dortmund,28,1993,23,14,1337,14.9,4,1,4,0,0,2,0,0.27,0.07,0.34,0.27,0.34,2.5,2.5,2.4,4.9,0.17,0.16,0.33,0.17,0.33,Matches,50871bcc
183,Jonas Hector,de GER,DF,Köln,31,1990,30,30,2553,28.4,0,6,0,0,0,3,0,0.00,0.21,0.21,0.00,0.21,1.6,1.6,4.8,6.4,0.06,0.17,0.23,0.06,0.23,Matches,c2009df3
184,Hwang Hee-chan,kr KOR,FW,RB Leipzig,25,1996,2,0,49,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.33,0.00,0.33,0.33,0.33,Matches,169fd162
185,Dominique Heintz,de GER,DF,Union Berlin,27,1993,7,7,467,5.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.06,0.00,0.06,0.06,0.06,Matches,699fb8db
186,Dominique Heintz,de GER,DF,Freiburg,27,1993,1,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,699fb8db
187,Benjamin Henrichs,de GER,DF,RB Leipzig,24,1997,22,12,1143,12.7,3,3,3,0,0,3,0,0.24,0.24,0.47,0.24,0.47,1.8,1.8,2.6,4.4,0.14,0.20,0.35,0.14,0.35,Matches,0a89e877
188,Lucas Hernández,fr FRA,DF,Bayern Munich,25,1996,25,25,2030,22.6,0,1,0,0,0,7,0,0.00,0.04,0.04,0.00,0.04,0.6,0.6,0.6,1.2,0.03,0.03,0.06,0.03,0.06,Matches,c3ee18ef
189,Patrick Herrmann,de GER,DFFW,M'Gladbach,30,1991,23,5,754,8.4,0,4,0,0,0,1,0,0.00,0.48,0.48,0.00,0.48,1.7,1.7,1.7,3.4,0.20,0.21,0.40,0.20,0.40,Matches,dfb6490a
190,Piero Hincapié,ec ECU,DF,Leverkusen,19,2002,27,20,1754,19.5,1,2,1,0,0,5,0,0.05,0.10,0.15,0.05,0.15,0.8,0.8,1.1,1.9,0.04,0.06,0.10,0.04,0.10,Matches,0c7a48f8
191,Martin Hinteregger,at AUT,DF,Eint Frankfurt,28,1992,27,25,2222,24.7,1,0,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04,1.6,1.6,1.0,2.6,0.06,0.04,0.10,0.06,0.10,Matches,080440a4
192,Marwin Hitz,ch SUI,GK,Dortmund,33,1987,5,4,405,4.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2e7ff968
193,Nicolas Höfler,de GER,MF,Freiburg,31,1990,30,30,2600,28.9,2,4,2,0,0,5,0,0.07,0.14,0.21,0.07,0.21,2.4,2.4,1.9,4.3,0.08,0.07,0.15,0.08,0.15,Matches,5d8e331f
194,Jonas Hofmann,de GER,MFFW,M'Gladbach,29,1992,26,24,2078,23.1,12,5,12,0,0,1,0,0.52,0.22,0.74,0.52,0.74,8.5,8.5,7.7,16.2,0.37,0.33,0.70,0.37,0.70,Matches,2903a856
195,Lucas Höler,de GER,FW,Freiburg,27,1994,34,30,2583,28.7,7,2,7,0,0,2,0,0.24,0.07,0.31,0.24,0.31,9.1,9.1,4.1,13.2,0.32,0.14,0.46,0.32,0.46,Matches,ca618d23
196,Gerrit Holtmann,ph PHI,FWMF,Bochum,26,1995,29,23,1840,20.4,5,4,5,0,0,0,0,0.24,0.20,0.44,0.24,0.44,4.8,4.8,5.2,10.0,0.24,0.26,0.49,0.24,0.49,Matches,2979c05a
197,Justin Hoogma,nl NED,DF,Greuther Fürth,23,1998,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.01,0.03,0.01,0.03,Matches,816192f0
198,Jannes Horn,de GER,DF,Köln,24,1997,11,3,478,5.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.6,0.02,0.08,0.10,0.02,0.10,Matches,2b83fa49
199,Timo Horn,de GER,GK,Köln,28,1993,13,13,1170,13.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,3cd9e95a
200,Lukáš Hrádecký,fi FIN,GK,Leverkusen,31,1989,32,32,2880,32.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,ad3389d5
201,Branimir Hrgota,se SWE,FW,Greuther Fürth,28,1993,34,33,2777,30.9,9,5,4,5,5,4,0,0.29,0.16,0.45,0.13,0.29,9.6,5.6,4.4,10.1,0.31,0.14,0.45,0.18,0.33,Matches,710fbdd1
202,Ajdin Hrustic,au AUS,MF,Eint Frankfurt,25,1996,23,9,964,10.7,2,0,2,0,0,2,0,0.19,0.00,0.19,0.19,0.19,1.8,1.8,0.9,2.6,0.16,0.08,0.25,0.16,0.25,Matches,1f2d714c
203,Timo Hübers,de GER,DF,Köln,25,1996,20,20,1740,19.3,1,0,1,0,0,7,0,0.05,0.00,0.05,0.05,0.05,1.7,1.7,0.0,1.7,0.09,0.00,0.09,0.09,0.09,Matches,94302c52
204,Benjamin Hübner,de GER,DF,Hoffenheim,32,1989,5,5,375,4.2,1,0,1,0,0,2,0,0.24,0.00,0.24,0.24,0.24,1.1,1.1,0.0,1.1,0.27,0.00,0.27,0.27,0.27,Matches,99de6b6f
205,Mats Hummels,de GER,DF,Dortmund,32,1988,23,20,1765,19.6,1,2,1,0,0,4,0,0.05,0.10,0.15,0.05,0.15,1.4,1.4,0.8,2.1,0.07,0.04,0.11,0.07,0.11,Matches,05d548d8
206,Iago,br BRA,DF,Augsburg,24,1997,28,26,2174,24.2,2,5,2,0,0,3,0,0.08,0.21,0.29,0.08,0.29,1.1,1.1,3.4,4.5,0.04,0.14,0.19,0.04,0.19,Matches,054849d2
207,Stefan Ilsanker,at AUT,DFMF,Eint Frankfurt,32,1989,12,3,266,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.13,0.00,0.13,0.13,0.13,Matches,8494acc4
208,Burak İnce,tr TUR,FW,Arminia,17,2004,5,1,139,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.36,0.03,0.39,0.36,0.39,Matches,683dec01
209,Marcus Ingvartsen,dk DEN,MF,Union Berlin,25,1996,2,2,122,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.08,0.00,0.08,0.08,0.08,Matches,271b8617
210,Marcus Ingvartsen,dk DEN,FWMF,Mainz 05,25,1996,26,6,680,7.6,6,0,5,1,1,2,0,0.79,0.00,0.79,0.66,0.66,4.0,3.2,0.4,3.7,0.53,0.06,0.59,0.42,0.48,Matches,271b8617
211,Hiroki Ito,jp JPN,DF,Stuttgart,22,1999,29,26,2348,26.1,1,1,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08,0.8,0.8,1.2,2.0,0.03,0.05,0.08,0.03,0.08,Matches,204dded0
