,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
434,Lion Semić,de GER,DF,Dortmund,17,2003,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,87ebd8c9
435,Suat Serdar,de GER,MFFW,Hertha BSC,24,1997,30,27,2218,24.6,3,0,3,0,0,6,0,0.12,0.00,0.12,0.12,0.12,2.5,2.5,2.0,4.5,0.10,0.08,0.18,0.10,0.18,Matches,b3325a30
436,Janni Serra,de GER,FW,Arminia,23,1998,26,15,1117,12.4,3,2,3,0,0,1,0,0.24,0.16,0.40,0.24,0.40,3.9,3.9,1.3,5.2,0.32,0.10,0.42,0.32,0.42,Matches,40b58bfc
437,Zidan Sertdemir,dk DEN,MFFW,Leverkusen,16,2005,3,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.26,0.26,0.00,0.26,Matches,eec1f7f4
438,Nils Seufert,de GER,MF,Greuther Fürth,24,1997,4,1,99,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0da32a38
439,Kiliann Sildillia,fr FRA,DFMF,Freiburg,19,2002,7,1,169,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.17,0.17,0.00,0.17,Matches,313254a3
440,André Silva,pt POR,FW,RB Leipzig,25,1995,33,24,2076,23.1,11,3,8,3,3,1,0,0.48,0.13,0.61,0.35,0.48,13.0,11.1,3.5,14.6,0.56,0.15,0.72,0.48,0.64,Matches,3effaa34
441,Mohamed Simakan,fr FRA,DF,RB Leipzig,21,2000,28,23,2009,22.3,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,1.0,1.0,0.8,1.8,0.04,0.04,0.08,0.04,0.08,Matches,fcb27134
442,Daley Sinkgraven,nl NED,DF,Leverkusen,26,1995,12,3,351,3.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.6,0.06,0.10,0.17,0.06,0.17,Matches,73000a79
443,Tobias Sippel,de GER,GK,M'Gladbach,33,1988,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0d8a37c2
444,Hugo Siquet,be BEL,DF,Freiburg,19,2002,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,c6cf860f
445,Ellyes Skhiri,tn TUN,MF,Köln,26,1995,22,20,1820,20.2,4,1,4,0,0,3,0,0.20,0.05,0.25,0.20,0.25,3.4,3.4,1.3,4.7,0.17,0.06,0.23,0.17,0.23,Matches,c2211709
446,Robert Skov,dk DEN,FWDF,Hoffenheim,25,1996,12,3,368,4.1,0,1,0,0,0,1,0,0.00,0.24,0.24,0.00,0.24,0.8,0.8,1.5,2.3,0.21,0.36,0.57,0.21,0.57,Matches,ff98492b
447,Danilo Soares,br BRA,DF,Bochum,29,1991,30,30,2564,28.5,0,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,0.5,0.5,1.5,2.0,0.02,0.05,0.07,0.02,0.07,Matches,c05f2f8c
448,Yann Sommer,ch SUI,GK,M'Gladbach,32,1988,33,33,2970,33.0,0,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.9,0.9,0.00,0.03,0.03,0.00,0.03,Matches,420c18a1
449,Borna Sosa,hr CRO,DFFW,Stuttgart,23,1998,28,28,2498,27.8,1,8,1,0,0,4,0,0.04,0.29,0.32,0.04,0.32,1.3,1.3,7.2,8.5,0.05,0.26,0.31,0.05,0.31,Matches,af0d79a9
450,Djibril Sow,ch SUI,MF,Eint Frankfurt,24,1997,31,28,2415,26.8,2,3,2,0,0,5,0,0.07,0.11,0.19,0.07,0.19,0.9,0.9,2.0,2.8,0.03,0.07,0.10,0.03,0.10,Matches,4c6facae
451,Jerry St. Juste,nl NED,DF,Mainz 05,24,1996,8,7,604,6.7,1,0,1,0,0,0,0,0.15,0.00,0.15,0.15,0.15,0.9,0.9,0.2,1.1,0.14,0.02,0.17,0.14,0.17,Matches,90339309
452,Anton Stach,de GER,MF,Mainz 05,22,1998,29,20,1861,20.7,1,6,1,0,0,6,0,0.05,0.29,0.34,0.05,0.34,2.6,2.6,4.7,7.3,0.12,0.23,0.35,0.12,0.35,Matches,0f59a7bf
453,Kostas Stafylidis,gr GRE,DFMF,Bochum,27,1993,24,15,1388,15.4,0,1,0,0,0,3,1,0.00,0.06,0.06,0.00,0.06,0.7,0.7,1.1,1.8,0.04,0.07,0.12,0.04,0.12,Matches,861e0116
454,Josip Stanišić,hr CRO,DF,Bayern Munich,21,2000,13,6,644,7.2,1,0,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,0.5,0.5,0.2,0.7,0.07,0.02,0.09,0.07,0.09,Matches,7ed08d5c
455,Niklas Stark,de GER,DF,Hertha BSC,26,1995,26,22,2031,22.6,1,0,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,1.0,1.0,0.4,1.4,0.04,0.02,0.06,0.04,0.06,Matches,aad48be9
456,Renato Steffen,ch SUI,FWMF,Wolfsburg,29,1991,20,13,967,10.7,0,1,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09,1.5,1.5,1.4,2.9,0.14,0.13,0.27,0.14,0.27,Matches,dd669209
457,Pascal Stenzel,de GER,DF,Stuttgart,25,1996,16,9,899,10.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.03,0.02,0.05,0.03,0.05,Matches,99f7e9aa
458,Angelo Stiller,de GER,MF,Hoffenheim,20,2001,26,18,1693,18.8,2,1,2,0,0,1,0,0.11,0.05,0.16,0.11,0.16,1.4,1.4,1.5,2.9,0.07,0.08,0.15,0.07,0.15,Matches,3b1ed320
459,Lars Stindl,de GER,MFFW,M'Gladbach,32,1988,26,20,1629,18.1,4,5,4,0,2,10,0,0.22,0.28,0.50,0.22,0.50,6.9,5.3,4.1,9.3,0.38,0.22,0.60,0.29,0.52,Matches,7cd6badb
460,Kevin Stöger,at AUT,MF,Mainz 05,27,1993,23,1,419,4.7,1,1,1,0,0,3,0,0.21,0.21,0.43,0.21,0.43,1.3,1.3,1.5,2.8,0.28,0.31,0.59,0.28,0.59,Matches,e5649a78
461,Tobias Strobl,de GER,MFDF,Augsburg,31,1990,5,4,323,3.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.01,0.02,0.04,0.01,0.04,Matches,17780d2b
462,Niklas Süle,de GER,DF,Bayern Munich,25,1995,28,19,1837,20.4,1,2,1,0,0,2,0,0.05,0.10,0.15,0.05,0.15,1.8,1.8,1.1,2.8,0.09,0.05,0.14,0.09,0.14,Matches,e33c06cf
463,Ádám Szalai,hu HUN,FW,Mainz 05,33,1987,12,2,260,2.9,1,0,1,0,0,1,0,0.35,0.00,0.35,0.35,0.35,1.1,1.1,0.6,1.8,0.39,0.22,0.61,0.39,0.61,Matches,53e07d0b
464,Dominik Szoboszlai,hu HUN,MFFW,RB Leipzig,20,2000,31,15,1543,17.1,6,8,6,0,1,2,0,0.35,0.47,0.82,0.35,0.82,5.0,4.2,5.4,9.6,0.29,0.32,0.61,0.25,0.56,Matches,934e1968
465,Jonathan Tah,de GER,DF,Leverkusen,25,1996,33,33,2878,32.0,2,2,2,0,0,4,0,0.06,0.06,0.13,0.06,0.13,1.5,1.5,1.8,3.3,0.05,0.06,0.10,0.05,0.10,Matches,bd142efb
466,Edmond Tapsoba,bf BFA,DF,Leverkusen,22,1999,22,19,1814,20.2,1,0,1,0,0,1,0,0.05,0.00,0.05,0.05,0.05,0.6,0.6,0.0,0.6,0.03,0.00,0.03,0.03,0.03,Matches,a73c8f95
467,Niklas Tauer,de GER,DFMF,Mainz 05,20,2001,11,6,487,5.4,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.05,0.00,0.05,0.05,0.05,Matches,27270af4
468,Robert Tesche,de GER,MF,Bochum,34,1987,11,5,349,3.9,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches,037130ca
469,Cedric Teuchert,de GER,MFFW,Union Berlin,24,1997,6,0,105,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.5,0.27,0.12,0.40,0.27,0.40,Matches,f956479d
470,Jan Thielmann,de GER,MFFW,Köln,19,2002,29,10,1192,13.2,3,3,3,0,0,6,0,0.23,0.23,0.45,0.23,0.45,1.3,1.3,2.7,4.0,0.10,0.20,0.30,0.10,0.30,Matches,fd53759d
471,Erik Thommy,de GER,FWMF,Stuttgart,26,1994,11,1,274,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.7,1.2,0.16,0.23,0.40,0.16,0.40,Matches,df8e7b62
472,Marcus Thuram,fr FRA,FW,M'Gladbach,23,1997,21,9,979,10.9,3,0,3,0,0,2,0,0.28,0.00,0.28,0.28,0.28,5.5,5.5,1.5,7.0,0.51,0.14,0.65,0.51,0.65,Matches,6f8cd6d0
473,Alexis Tibidi,fr FRA,MFFW,Stuttgart,17,2003,13,2,385,4.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.4,0.9,0.12,0.10,0.22,0.12,0.22,Matches,ca6f4846
474,Steffen Tigges,de GER,FWMF,Dortmund,23,1998,9,0,112,1.2,3,0,3,0,0,0,0,2.41,0.00,2.41,2.41,2.41,1.2,1.2,0.4,1.6,0.96,0.30,1.26,0.96,1.26,Matches,6b8887c2
475,Malik Tillman,us USA,FWMF,Bayern Munich,19,2002,4,1,104,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.10,0.34,0.45,0.10,0.45,Matches,a5420709
476,Timothy Tillman,de GER,MF,Greuther Fürth,22,1999,29,23,2004,22.3,1,2,1,0,0,3,0,0.04,0.09,0.13,0.04,0.13,1.9,1.9,3.3,5.2,0.09,0.15,0.23,0.09,0.23,Matches,a5bea1fb
477,Umut Tohumcu,de GER,MF,Hoffenheim,16,2004,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,e547d3cf
478,Corentin Tolisso,fr FRA,MF,Bayern Munich,26,1994,15,8,703,7.8,2,1,2,0,0,0,0,0.26,0.13,0.38,0.26,0.38,1.7,1.7,1.8,3.5,0.22,0.23,0.45,0.22,0.45,Matches,652d4c37
479,Tiago Tomás,pt POR,FW,Stuttgart,19,2002,14,13,1075,11.9,4,0,4,0,0,2,0,0.33,0.00,0.33,0.33,0.33,4.1,4.1,1.5,5.6,0.35,0.13,0.47,0.35,0.47,Matches,b492126a
480,Jordan Torunarigha,de GER,DF,Hertha BSC,23,1997,7,6,483,5.4,0,1,0,0,0,1,0,0.00,0.19,0.19,0.00,0.19,0.3,0.3,0.1,0.4,0.06,0.02,0.08,0.06,0.08,Matches,f86cabbd
481,Almamy Touré,ml MLI,DFMF,Eint Frankfurt,25,1996,10,5,506,5.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.7,0.13,0.00,0.13,0.13,0.13,Matches,c8c60119
482,Lucas Tousart,fr FRA,MF,Hertha BSC,24,1997,30,22,1962,21.8,2,0,2,0,0,3,0,0.09,0.00,0.09,0.09,0.09,2.0,2.0,0.9,2.9,0.09,0.04,0.13,0.09,0.13,Matches,71ec39ef
483,Kevin Trapp,de GER,GK,Eint Frankfurt,31,1990,32,32,2880,32.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,ce17b5eb
484,Christopher Trimmel,at AUT,DFFW,Union Berlin,34,1987,25,23,1990,22.1,2,0,2,0,0,5,0,0.09,0.00,0.09,0.09,0.09,1.7,1.7,3.0,4.6,0.08,0.13,0.21,0.08,0.21,Matches,056d2d95
485,Philipp Tschauner,de GER,GK,RB Leipzig,35,1985,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,73e2f6eb
486,Tuta,br BRA,DF,Eint Frankfurt,22,1999,26,26,2183,24.3,4,0,4,0,0,4,1,0.16,0.00,0.16,0.16,0.16,2.6,2.6,0.1,2.7,0.11,0.01,0.11,0.11,0.11,Matches,35d64857
487,Anthony Ujah,ng NGA,FWMF,Union Berlin,30,1990,3,0,35,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.3,0.70,0.17,0.87,0.70,0.87,Matches,99be8fb5
488,Sven Ulreich,de GER,GK,Bayern Munich,32,1988,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,7d3e7da6
489,Dayot Upamecano,fr FRA,DF,Bayern Munich,22,1998,28,25,2211,24.6,1,6,1,0,0,4,0,0.04,0.24,0.28,0.04,0.28,0.8,0.8,2.1,2.9,0.03,0.09,0.12,0.03,0.12,Matches,d248cd8f
490,Benjamin Uphoff,de GER,GK,Freiburg,27,1993,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,a9a6fc08
491,Mark Uth,de GER,MFFW,Köln,29,1991,30,24,2025,22.5,5,8,5,0,0,3,0,0.22,0.36,0.58,0.22,0.58,6.1,6.1,8.1,14.1,0.27,0.36,0.63,0.27,0.63,Matches,a3ddb1b9
492,Ruben Vargas,ch SUI,MFFW,Augsburg,22,1998,29,26,1984,22.0,1,3,1,0,0,4,0,0.05,0.14,0.18,0.05,0.18,4.8,4.8,3.0,7.8,0.22,0.14,0.35,0.22,0.35,Matches,6ecbddf6
493,Sebastian Vasiliadis,gr GRE,MF,Arminia,23,1997,19,16,1193,13.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.03,0.02,0.05,0.03,0.05,Matches,d3112d86
494,Mickey van de Ven,nl NED,DF,Wolfsburg,20,2001,5,2,189,2.1,0,1,0,0,0,0,0,0.00,0.48,0.48,0.00,0.48,0.0,0.0,0.7,0.7,0.00,0.32,0.32,0.00,0.32,Matches,8fe2a392
495,Vincent Vermeij,nl NED,MF,Freiburg,26,1994,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,7e629adc
496,Gabriel Vidovic,hr CRO,FWMF,Bayern Munich,17,2003,3,0,36,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.24,0.24,0.00,0.24,Matches,5360a956
497,Nick Viergever,nl NED,DF,Greuther Fürth,31,1989,24,24,2133,23.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,1.0,0.02,0.02,0.04,0.02,0.04,Matches,e38f1636
498,Andreas Voglsammer,de GER,FWMF,Union Berlin,29,1992,32,5,882,9.8,2,1,2,0,0,1,0,0.20,0.10,0.31,0.20,0.31,3.2,3.2,1.6,4.8,0.33,0.17,0.49,0.33,0.49,Matches,daa78200
499,Kevin Vogt,de GER,DF,Hoffenheim,29,1991,30,29,2569,28.5,0,2,0,0,0,7,0,0.00,0.07,0.07,0.00,0.07,0.1,0.1,0.5,0.5,0.00,0.02,0.02,0.00,0.02,Matches,1d8e9add
500,Aster Vranckx,be BEL,MF,Wolfsburg,18,2002,24,12,1141,12.7,2,0,2,0,0,2,0,0.16,0.00,0.16,0.16,0.16,2.9,2.9,1.3,4.2,0.23,0.10,0.33,0.23,0.33,Matches,f86cd5df
501,Luca Waldschmidt,de GER,MFFW,Wolfsburg,25,1996,14,9,717,8.0,1,0,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,2.0,2.0,0.5,2.5,0.25,0.06,0.32,0.25,0.32,Matches,e5a35ae9
502,Paul Wanner,de GER,FWMF,Bayern Munich,15,2005,4,0,39,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.09,0.09,0.00,0.09,Matches,cb64672e
503,Wout Weghorst,nl NED,FW,Wolfsburg,28,1992,18,17,1553,17.3,6,1,5,1,2,2,0,0.35,0.06,0.41,0.29,0.35,7.7,5.9,2.1,8.1,0.44,0.12,0.57,0.34,0.47,Matches,c4e87b8b
504,Noah Weißhaupt,de GER,MFFW,Freiburg,19,2001,10,0,97,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.5,0.00,0.46,0.46,0.00,0.46,Matches,dd676a97
505,Silvan Widmer,ch SUI,DF,Mainz 05,28,1993,33,33,2920,32.4,4,5,4,0,0,1,0,0.12,0.15,0.28,0.12,0.28,2.7,2.7,2.7,5.5,0.08,0.08,0.17,0.08,0.17,Matches,f68b64fc
506,Jetro Willems,nl NED,DF,Greuther Fürth,27,1994,24,20,1598,17.8,1,0,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,0.7,0.7,1.6,2.4,0.04,0.09,0.13,0.04,0.13,Matches,9050ddc4
507,Patrick Wimmer,at AUT,FWMF,Arminia,20,2001,31,27,2052,22.8,3,6,3,0,0,7,0,0.13,0.26,0.39,0.13,0.39,4.1,4.1,4.5,8.7,0.18,0.20,0.38,0.18,0.38,Matches,cb11b429
508,Jonas Wind,dk DEN,FWMF,Wolfsburg,22,1999,14,14,1180,13.1,5,1,5,0,0,0,0,0.38,0.08,0.46,0.38,0.46,5.1,5.1,2.8,7.9,0.39,0.21,0.60,0.39,0.60,Matches,2077ae86
509,Marten Winkler,de GER,MF,Hertha BSC,18,2002,1,0,26,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,e0d515ef
510,Frederik Winther,dk DEN,DF,Augsburg,20,2001,4,3,328,3.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,a1257b5e
511,Florian Wirtz,de GER,MFFW,Leverkusen,18,2003,24,22,1851,20.6,7,10,7,0,0,2,0,0.34,0.49,0.83,0.34,0.83,6.2,6.2,8.3,14.5,0.30,0.41,0.70,0.30,0.70,Matches,e7fcf289
512,Axel Witsel,be BEL,MFDF,Dortmund,32,1989,29,22,1941,21.6,2,0,2,0,0,4,0,0.09,0.00,0.09,0.09,0.09,0.8,0.8,0.7,1.4,0.04,0.03,0.07,0.04,0.07,Matches,5dfc6ad5
513,Hannes Wolf,at AUT,FWMF,M'Gladbach,22,1999,7,2,307,3.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.09,0.08,0.18,0.09,0.18,Matches,be42a291
514,Marius Wolf,de GER,DFFW,Dortmund,26,1995,27,15,1321,14.7,3,1,3,0,0,4,0,0.20,0.07,0.27,0.20,0.27,2.4,2.4,1.2,3.7,0.16,0.08,0.25,0.16,0.25,Matches,fa661778
515,Luca Wollschläger,de GER,FWMF,Hertha BSC,18,2003,2,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.34,0.41,0.75,0.34,0.75,Matches,24b8e7bd
516,Jeong Woo-yeong,kr KOR,FWMF,Freiburg,21,1999,32,23,1782,19.8,5,2,5,0,0,1,0,0.25,0.10,0.35,0.25,0.35,6.0,6.0,2.0,8.0,0.30,0.10,0.40,0.30,0.40,Matches,6190474d
517,Joscha Wosz,de GER,DF,RB Leipzig,19,2002,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,80c9e555
518,Dan-Axel Zagadou,fr FRA,DF,Dortmund,22,1999,15,10,952,10.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.03,0.00,0.03,0.03,0.03,Matches,a4effc55
519,Denis Zakaria,ch SUI,MFDF,M'Gladbach,24,1996,16,15,1395,15.5,2,1,2,0,0,4,0,0.13,0.06,0.19,0.13,0.19,1.2,1.2,1.0,2.2,0.08,0.07,0.14,0.08,0.14,Matches,384d58d9
520,Deyovaisio Zeefuik,nl NED,DF,Hertha BSC,23,1998,11,6,565,6.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.06,0.06,0.00,0.06,Matches,58a2e9f6
521,Robin Zentner,de GER,GK,Mainz 05,26,1994,32,32,2880,32.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,5c4bf6ba
522,Andi Zeqiri,ch SUI,FWMF,Augsburg,22,1999,22,11,1016,11.3,2,1,2,0,0,2,0,0.18,0.09,0.27,0.18,0.27,3.0,3.0,0.9,4.0,0.27,0.08,0.35,0.27,0.35,Matches,d01231f0
523,Simon Zoller,de GER,FW,Bochum,30,1991,10,6,596,6.6,3,2,3,0,0,3,0,0.45,0.30,0.76,0.45,0.76,1.6,1.6,0.9,2.6,0.25,0.14,0.39,0.25,0.39,Matches,29f7cfd9
