,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches,-9999
329,Rey Manaj,al ALB,FW,Spezia,24,1997,19.6,48,2.44,25,0,7,6,9,1,5,0.25,0,0,0,3,2,0,Matches,7703afb6
330,Gianluca Mancini,it ITA,DF,Roma,25,1996,32.0,41,1.28,32,1,0,5,2,1,5,0.16,3,0,0,1,0,1,Matches,5aa53281
331,Leonardo Mancuso,it ITA,FW,Empoli,29,1992,4.7,9,1.90,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,311027cb
332,Rolando Mandragora,it ITA,MF,Torino,24,1997,14.7,50,3.41,29,18,1,1,1,0,4,0.27,3,1,0,0,0,0,Matches,c7259b83
333,Kostas Manolas,gr GRE,DF,Napoli,30,1991,3.5,1,0.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c707411f
334,Riccardo Marchizza,it ITA,DF,Empoli,23,1998,15.0,22,1.47,16,3,2,1,0,0,4,0.27,1,2,1,0,0,0,Matches,91d0fabf
335,Gian Marco Ferrari,it ITA,DF,Sassuolo,29,1992,34.7,30,0.86,25,0,0,2,1,2,0,0.00,0,0,0,0,0,0,Matches,8650af85
336,Davide Marfella,it ITA,GK,Napoli,21,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,880fcdbb
337,Pablo Marí,es ESP,DF,Udinese,27,1993,14.9,11,0.74,4,6,1,0,0,0,1,0.07,0,0,1,0,0,0,Matches,aa54ec6f
338,Răzvan Marin,ro ROU,MF,Cagliari,25,1996,31.3,120,3.84,69,36,4,4,3,4,11,0.35,8,1,0,0,0,2,Matches,7fac99d4
339,Lautaro Martínez,ar ARG,FW,Inter,23,1997,25.4,72,2.84,44,0,1,19,7,1,10,0.39,3,0,1,5,1,0,Matches,f7036e1c
340,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,25,1996,15.9,17,1.07,12,0,1,1,0,3,1,0.06,0,0,0,0,0,1,Matches,3ec3c1c9
341,Adam Marušić,me MNE,DF,Lazio,28,1992,30.2,27,0.89,22,2,1,0,1,1,5,0.17,3,0,1,0,0,1,Matches,d4535821
342,Andrea Masiello,it ITA,DF,Genoa,35,1986,5.7,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e0314d87
343,Aleš Matějů,cz CZE,DF,Venezia,25,1996,8.1,15,1.86,14,0,1,0,0,0,2,0.25,2,0,0,0,0,0,Matches,deb748c9
344,Borja Mayoral,es ESP,FWDF,Roma,24,1997,1.1,1,0.93,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,64e8ed6d
345,Pasquale Mazzocchi,it ITA,DF,Venezia,26,1995,13.8,11,0.80,10,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,eb0ec070
346,Pasquale Mazzocchi,it ITA,DF,Salernitana,26,1995,14.1,35,2.48,21,8,0,1,4,1,4,0.28,3,1,0,0,0,0,Matches,eb0ec070
347,Ibrahima Mbaye,sn SEN,DF,Bologna,26,1994,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,cfbf9881
348,Weston McKennie,us USA,MF,Juventus,22,1998,15.2,39,2.56,32,2,4,1,0,0,0,0.00,0,0,0,0,0,0,Matches,01c3aff5
349,Gary Medel,cl CHI,DF,Bologna,33,1987,31.4,19,0.61,14,2,1,0,0,2,3,0.10,2,1,0,0,0,0,Matches,563a68ad
350,Filippo Melegoni,it ITA,MFFW,Genoa,22,1999,10.9,30,2.76,21,4,3,0,1,1,2,0.18,2,0,0,0,0,0,Matches,6604165d
351,Arthur Melo,br BRA,MF,Juventus,24,1996,10.7,17,1.59,14,0,2,0,1,0,1,0.09,1,0,0,0,0,0,Matches,48b3dd60
352,Alex Meret,it ITA,GK,Napoli,24,1997,6.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9413b19f
353,Yıldırım Mert Çetin,tr TUR,MF,Hellas Verona,24,1997,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c730da00
354,Dries Mertens,be BEL,FWMF,Napoli,34,1987,15.4,69,4.48,52,3,4,5,4,1,11,0.71,6,0,1,2,1,1,Matches,89b2c8a9
355,Junior Messias,br BRA,FWMF,Milan,30,1991,15.9,54,3.41,33,2,5,8,4,2,4,0.25,2,0,0,1,0,1,Matches,f49c4ae9
356,Kingsley Michael,ng NGA,MF,Bologna,21,1999,0.8,1,1.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e63e122d
357,Valentin Mihaila,ro ROU,MFFW,Atalanta,21,2000,0.8,1,1.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,81a4c239
358,Mikael,br BRA,FWMF,Salernitana,22,1999,1.0,1,1.07,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,33502726
359,Hilmir Mikaelsson,is ISL,FW,Venezia,17,2004,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5add9b29
360,Nikola Milenković,rs SRB,DF,Fiorentina,23,1997,32.5,19,0.58,13,0,0,3,0,3,1,0.03,1,0,0,0,0,0,Matches,bee704fc
361,Sergej Milinković-Savić,rs SRB,MF,Lazio,26,1995,34.4,119,3.45,92,0,6,11,6,4,15,0.44,13,0,0,1,0,1,Matches,4e6dbac4
362,Vanja Milinković-Savić,rs SRB,GK,Torino,24,1997,27.0,7,0.26,4,3,0,0,0,0,2,0.07,2,0,0,0,0,0,Matches,9fa26bc2
363,Aleksei Miranchuk,ru RUS,MFFW,Atalanta,25,1995,8.6,42,4.88,29,3,5,2,2,1,8,0.93,6,0,2,0,0,0,Matches,a9aa0d1d
364,Fabio Miretti,it ITA,MF,Juventus,17,2003,3.6,11,3.09,6,5,0,0,0,0,1,0.28,0,1,0,0,0,0,Matches,34693494
365,Henrikh Mkhitaryan,am ARM,MFFW,Roma,32,1989,27.7,95,3.43,69,1,5,9,7,4,13,0.47,10,0,1,1,1,0,Matches,dd0daf32
366,Marco Modolo,it ITA,DF,Venezia,32,1989,4.4,1,0.23,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,fdcdb521
367,Nahuel Molina,ar ARG,DF,Udinese,23,1998,29.3,89,3.04,68,10,4,4,3,0,8,0.27,6,1,0,1,0,0,Matches,23610943
368,Cristian Molinaro,it ITA,DF,Venezia,38,1983,6.1,14,2.30,12,0,1,0,1,0,1,0.16,1,0,0,0,0,0,Matches,1c8c5aed
369,Lorenzo Montipò,it ITA,GK,Hellas Verona,25,1996,34.0,2,0.06,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c1d95617
370,Álvaro Morata,es ESP,FW,Juventus,28,1992,25.6,81,3.17,59,0,3,5,12,2,13,0.51,9,0,1,2,1,0,Matches,129af0db
371,Raúl Moro,es ESP,FW,Lazio,18,2002,2.2,10,4.50,7,1,2,0,0,0,1,0.45,1,0,0,0,0,0,Matches,919dd4b1
372,Andrei Motoc,ro ROU,DF,Salernitana,19,2002,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b64073a0
373,Lys Mousset,fr FRA,MFFW,Salernitana,25,1996,1.8,5,2.80,5,0,0,0,0,0,1,0.56,1,0,0,0,0,0,Matches,d9cfca3d
374,Samuel Mráz,sk SVK,FW,Spezia,24,1997,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,be6c1ccc
375,Mert Müldür,tr TUR,DF,Sassuolo,22,1999,22.7,35,1.54,29,1,3,1,0,1,4,0.18,4,0,0,0,0,0,Matches,1295552e
376,Luis Muriel,co COL,FWMF,Atalanta,30,1991,17.1,117,6.86,64,26,13,8,6,0,14,0.82,10,1,3,0,0,0,Matches,eb2fe5b6
377,Vedat Muriqi,xk KVX,FW,Lazio,27,1994,2.4,5,2.10,2,0,0,0,2,1,2,0.84,0,0,0,0,1,1,Matches,0cadc46d
378,Nicola Murru,it ITA,DF,Sampdoria,26,1994,10.9,13,1.19,9,3,0,0,0,1,1,0.09,1,0,0,0,0,0,Matches,d183e9d6
379,Juan Musso,ar ARG,GK,Atalanta,27,1994,32.6,3,0.09,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a111cf41
380,Joakim Mæhle,dk DEN,DFMF,Atalanta,24,1997,16.3,47,2.88,41,0,0,4,2,0,3,0.18,2,0,0,1,0,0,Matches,c459a650
381,Nahitan Nández,uy URU,MFDF,Cagliari,25,1995,16.9,54,3.19,41,3,4,1,4,1,6,0.35,4,0,1,0,1,0,Matches,95facda1
382,Nani,pt POR,MFFW,Venezia,34,1986,3.2,10,3.14,8,2,0,0,0,0,1,0.31,1,0,0,0,0,0,Matches,15e9c7e6
383,Matija Nastasić,rs SRB,DF,Fiorentina,28,1993,2.4,1,0.41,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f35430a4
384,Ilija Nestorovski,mk MKD,FW,Udinese,31,1990,2.1,4,1.91,4,0,0,0,0,0,1,0.48,1,0,0,0,0,0,Matches,b1236c63
385,Aurélien Nguiamba,fr FRA,MF,Spezia,22,1999,0.6,2,3.46,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,de135234
386,Dimitris Nikolaou,gr GRE,DF,Spezia,22,1998,36.0,17,0.47,13,1,0,0,1,2,1,0.03,0,0,0,0,0,1,Matches,cf961d8d
387,Jean-Pierre Nsame,cm CMR,FW,Venezia,28,1993,2.7,7,2.58,6,0,0,0,1,0,1,0.37,1,0,0,0,0,0,Matches,12e6d21a
388,Bram Nuytinck,nl NED,DF,Udinese,31,1990,22.6,10,0.44,7,0,0,3,0,0,2,0.09,1,0,0,1,0,0,Matches,e33f36d5
389,Simeon Nwankwo,ng NGA,FW,Salernitana,29,1992,9.4,18,1.92,12,0,1,3,2,0,1,0.11,0,0,1,0,0,0,Matches,80dbbd10
390,M'Bala Nzola,ao ANG,FW,Spezia,24,1996,11.9,22,1.85,16,1,3,2,0,0,2,0.17,2,0,0,0,0,0,Matches,a4948e67
391,Adam Obert,sk SVK,DFMF,Cagliari,18,2002,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,aa25ce92
392,Joel Obi,ng NGA,MFDF,Salernitana,30,1991,12.7,21,1.65,15,5,0,1,0,0,2,0.16,2,0,0,0,0,0,Matches,614c38fb
393,Brain Oddei,it ITA,FW,Sassuolo,18,2002,0.1,1,11.25,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,97e8ea97
394,Álvaro Odriozola,es ESP,DF,Fiorentina,25,1995,19.3,56,2.91,46,4,3,0,1,2,5,0.26,3,0,1,0,0,1,Matches,1d1691ad
395,Stefano Okaka,it ITA,FW,Udinese,31,1989,0.2,2,8.57,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,601ef102
396,David Okereke,ng NGA,FWMF,Venezia,23,1997,22.8,43,1.88,29,0,6,2,4,2,7,0.31,4,0,1,0,2,0,Matches,d125f22f
397,Christian Oliva,uy URU,MF,Cagliari,25,1996,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d3b888e3
398,Sérgio Oliveira,pt POR,MF,Roma,29,1992,9.9,31,3.13,16,7,1,3,3,1,4,0.40,0,0,1,2,1,0,Matches,947e036f
399,Riccardo Orsolini,it ITA,FWMF,Bologna,24,1997,19.8,57,2.87,26,15,4,5,7,0,6,0.30,3,2,0,1,0,0,Matches,e14ec482
400,Victor Osimhen,ng NGA,FW,Napoli,22,1998,22.0,61,2.77,39,0,8,4,8,2,8,0.36,4,0,0,0,3,1,Matches,8c90fd7a
401,David Ospina,co COL,GK,Napoli,32,1988,31.0,6,0.19,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,82b1198a
402,Adam Ounas,dz ALG,MFFW,Napoli,24,1996,3.6,29,8.06,19,3,7,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ed90babd
403,Daniele Padelli,it ITA,GK,Udinese,35,1985,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,cf1c23d8
404,Simone Pafundi,it ITA,FW,Udinese,15,2006,0.3,1,3.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8daee720
405,Martin Palumbo,no NOR,FW,Juventus,19,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f8d41a8c
406,Goran Pandev,mk MKD,FWMF,Genoa,38,1983,9.4,20,2.14,14,0,1,1,4,0,2,0.21,2,0,0,0,0,0,Matches,d711d04f
407,Ivor Pandur,hr CRO,GK,Hellas Verona,21,2000,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,457cb02f
408,Fabiano Parisi,it ITA,DF,Empoli,20,2000,16.4,32,1.95,22,2,6,1,0,1,5,0.30,3,0,2,0,0,0,Matches,0967845b
409,Mario Pašalić,hr CRO,MFFW,Atalanta,26,1995,22.2,70,3.15,58,0,3,6,0,3,12,0.54,12,0,0,0,0,0,Matches,e599253a
410,Patric,es ESP,DF,Lazio,28,1993,18.3,14,0.76,11,0,0,1,0,2,3,0.16,1,0,0,1,0,1,Matches,f7223718
411,Rui Patrício,pt POR,GK,Roma,33,1988,38.0,3,0.08,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,79b0d6a0
412,Leonardo Pavoletti,it ITA,FW,Cagliari,32,1988,16.9,28,1.66,21,0,2,3,2,0,3,0.18,2,0,0,0,1,0,Matches,d37b0350
413,Pedro,es ESP,FW,Lazio,34,1987,22.6,63,2.79,52,0,4,3,2,2,9,0.40,8,0,1,0,0,0,Matches,3ca7254a
414,João Pedro,it ITA,FW,Cagliari,29,1992,36.9,90,2.44,59,0,4,16,9,2,7,0.19,5,0,1,0,1,0,Matches,81255c03
415,Gianluca Pegolo,it ITA,GK,Sassuolo,40,1981,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f058ed1f
416,Pietro Pellegri,it ITA,FW,Torino,20,2001,2.4,2,0.83,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a44d3a3c
417,Pietro Pellegri,it ITA,FW,Milan,20,2001,1.5,5,3.41,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,a44d3a3c
418,Lorenzo Pellegrini,it ITA,MF,Roma,25,1996,25.4,141,5.54,61,42,11,14,7,6,11,0.43,6,2,0,3,0,0,Matches,4a5a45c7
419,Luca Pellegrini,it ITA,DF,Juventus,22,1999,12.3,28,2.27,18,5,1,0,3,1,3,0.24,3,0,0,0,0,0,Matches,3b61c9ec
420,Federico Peluso,it ITA,DF,Sassuolo,37,1984,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4f2908e5
421,Gastón Pereiro,uy URU,FWMF,Cagliari,26,1995,10.8,43,3.97,25,9,4,3,1,1,3,0.28,2,1,0,0,0,0,Matches,7ec7738e
422,Dor Peretz,il ISR,MF,Venezia,26,1995,6.5,7,1.08,5,0,0,0,2,0,1,0.15,1,0,0,0,0,0,Matches,e2a302a8
423,Roberto Pereyra,ar ARG,MFFW,Udinese,30,1991,19.9,57,2.86,48,0,4,4,1,0,8,0.40,5,0,2,1,0,0,Matches,75f2c59f
424,Carles Pérez,es ESP,MFFW,Roma,23,1998,6.2,37,6.01,18,5,3,7,3,1,2,0.32,2,0,0,0,0,0,Matches,a8f21b9f
425,Nehuén Pérez,ar ARG,DF,Udinese,21,2000,18.8,17,0.90,12,4,1,0,0,0,3,0.16,2,1,0,0,0,0,Matches,f7c491f1
426,Mattia Perin,it ITA,GK,Juventus,28,1992,4.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4c62d0c8
427,Ivan Perišić,hr CRO,DF,Inter,32,1989,31.3,118,3.76,98,5,6,4,0,5,13,0.41,11,0,1,1,0,0,Matches,6fe90922
428,Diego Perotti,ar ARG,MFFW,Salernitana,33,1988,3.2,8,2.53,8,0,0,0,0,0,2,0.63,2,0,0,0,0,0,Matches,a40d5a0c
429,Mario Perrone,it ITA,DF,Salernitana,18,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6cd33e2a
430,Matteo Pessina,it ITA,MFFW,Atalanta,24,1997,16.0,46,2.88,42,0,2,2,0,0,5,0.31,5,0,0,0,0,0,Matches,780e3631
431,Andrea Petagna,it ITA,FW,Napoli,26,1995,6.5,14,2.16,10,0,0,1,1,2,1,0.15,1,0,0,0,0,0,Matches,03f946ed
432,Giuseppe Pezzella,it ITA,DFMF,Atalanta,23,1997,11.9,12,1.01,9,2,0,1,0,0,2,0.17,1,0,0,1,0,0,Matches,149c5f5d
433,Krzysztof Piątek,pl POL,FW,Fiorentina,26,1995,8.1,13,1.59,9,0,1,3,0,0,1,0.12,0,0,0,1,0,0,Matches,17f3620a
434,Roberto Piccoli,it ITA,FW,Genoa,20,2001,2.4,4,1.66,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1cadaf34
435,Roberto Piccoli,it ITA,FW,Atalanta,20,2001,2.2,5,2.31,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1cadaf34
436,Andrea Pinamonti,it ITA,FW,Empoli,22,1999,31.9,72,2.26,43,0,6,11,12,0,7,0.22,4,0,0,2,1,0,Matches,08aa9cd1
437,Carlo Pinsoglio,it ITA,GK,Juventus,31,1990,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f6a06749
438,Riccardo Pinzi,it ITA,FW,Udinese,17,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5dafcdce
439,Marko Pjaca,hr CRO,MF,Torino,26,1995,12.8,43,3.38,30,1,6,3,3,0,1,0.08,1,0,0,0,0,0,Matches,2c38b327
440,Tommaso Pobega,it ITA,MF,Torino,22,1999,24.9,62,2.49,51,0,0,4,6,1,4,0.16,2,0,0,1,1,0,Matches,55a1cac2
441,Suf Podgoreanu,il ISR,FW,Spezia,19,2002,1.3,4,3.21,3,0,1,0,0,0,2,1.61,1,0,1,0,0,0,Matches,d697a2d0
442,Matteo Politano,it ITA,FW,Napoli,27,1993,18.3,73,3.98,40,13,7,5,7,1,8,0.44,7,0,1,0,0,0,Matches,5e861944
443,Manolo Portanova,it ITA,FWMF,Genoa,21,2000,14.7,29,1.97,12,7,3,4,1,2,0,0.00,0,0,0,0,0,0,Matches,c8c0dccd
444,Dennis Praet,be BEL,MF,Torino,27,1994,17.1,50,2.92,42,1,3,2,2,0,4,0.23,3,0,0,1,0,0,Matches,86695068
445,Mateusz Praszelik,pl POL,MF,Hellas Verona,20,2000,0.3,1,3.60,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ec6773f5
446,Ivan Provedel,it ITA,GK,Spezia,27,1994,30.7,2,0.07,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches,277da414
447,Erick Pulgar,cl CHI,MF,Fiorentina,27,1994,3.8,11,2.90,8,3,0,0,0,0,2,0.53,2,0,0,0,0,0,Matches,4611e028
448,Ignacio Pussetto,ar ARG,FWMF,Udinese,25,1995,13.4,37,2.76,22,0,4,4,5,2,7,0.52,4,0,1,0,1,1,Matches,62437b4f
449,Niklas Pyyhtiä,fi FIN,MF,Bologna,17,2003,0.2,1,4.74,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,88f53b75
450,Fabio Quagliarella,it ITA,FW,Sampdoria,38,1983,18.5,49,2.65,35,0,5,6,2,1,8,0.43,7,0,1,0,0,0,Matches,ee4f2f3b
451,Adrien Rabiot,fr FRA,MF,Juventus,26,1995,25.4,46,1.81,34,0,5,3,2,2,3,0.12,3,0,0,0,0,0,Matches,8794e251
452,Ivan Radovanović,rs SRB,DFMF,Salernitana,32,1988,11.7,14,1.20,12,0,0,2,0,0,1,0.09,0,0,0,1,0,0,Matches,023937a9
453,Ionuț Radu,ro ROU,GK,Inter,24,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,67f649be
454,Ștefan Radu,ro ROU,DF,Lazio,34,1986,6.2,2,0.32,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,53de807a
455,Boris Radunović,rs SRB,GK,Cagliari,25,1996,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0dfce079
456,Antonio Raimondo,it ITA,FW,Bologna,17,2004,0.8,1,1.22,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ce1a6c7e
457,Aaron Ramsey,wls WAL,MF,Juventus,30,1990,1.1,2,1.84,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ef619b0b
458,Luca Ranieri,it ITA,DF,Salernitana,22,1999,23.4,23,0.98,20,2,0,1,0,0,1,0.04,1,0,0,0,0,0,Matches,8c63fae5
459,Andrea Ranocchia,it ITA,DF,Inter,33,1988,3.8,4,1.06,4,0,0,0,0,0,1,0.26,1,0,0,0,0,0,Matches,539230cf
460,Giacomo Raspadori,it ITA,MFFW,Sassuolo,21,2000,30.4,104,3.41,75,7,10,5,6,1,14,0.46,8,0,5,0,1,0,Matches,6e058f06
461,Nicola Ravaglia,it ITA,GK,Sampdoria,32,1988,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d7a35008
462,Ante Rebić,hr CRO,FW,Milan,27,1993,9.9,51,5.16,36,0,4,7,3,1,2,0.20,2,0,0,0,0,0,Matches,536cebe5
463,Arkadiusz Reca,pl POL,DF,Spezia,26,1995,19.7,29,1.47,22,3,2,0,1,1,3,0.15,2,1,0,0,0,0,Matches,6213fd82
464,Pepe Reina,es ESP,GK,Lazio,38,1982,15.0,2,0.13,2,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches,e358587b
465,Panagiotis Retsos,gr GRE,DF,Hellas Verona,22,1998,0.6,1,1.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4bd00a50
466,Bryan Reynolds,us USA,DF,Roma,20,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2306bf5c
467,Franck Ribéry,fr FRA,MFFW,Salernitana,38,1983,15.8,62,3.92,46,5,3,2,5,1,5,0.32,3,1,0,0,1,0,Matches,f61c7c4e
468,Samuele Ricci,it ITA,MF,Torino,19,2001,8.0,14,1.74,12,1,0,1,0,0,1,0.12,0,0,0,1,0,0,Matches,9823be92
469,Samuele Ricci,it ITA,MF,Empoli,19,2001,17.0,28,1.65,21,1,0,1,3,2,4,0.24,4,0,0,0,0,0,Matches,9823be92
470,Tomás Rincón,ve VEN,MF,Torino,33,1988,1.8,3,1.68,1,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,f1cfc209
471,Tomás Rincón,ve VEN,MF,Sampdoria,33,1988,13.0,13,1.00,12,0,0,0,1,0,1,0.08,1,0,0,0,0,0,Matches,f1cfc209
472,Ricardo Rodríguez,ch SUI,DF,Torino,28,1992,27.5,43,1.57,21,18,0,3,0,1,3,0.11,1,1,0,1,0,0,Matches,7f78ad23
473,Marko Rog,hr CRO,MF,Cagliari,26,1995,3.5,18,5.23,14,0,1,1,2,0,2,0.58,1,0,0,0,1,0,Matches,b6b2b820
474,Rogério,br BRA,DF,Sassuolo,23,1998,19.2,51,2.65,39,6,3,0,1,2,3,0.16,2,0,0,0,0,1,Matches,10e7f486
475,Alessio Romagnoli,it ITA,DF,Milan,26,1995,15.7,12,0.77,11,0,0,1,0,0,2,0.13,2,0,0,0,0,0,Matches,3ead85f9
476,Simone Romagnoli,it ITA,DF,Empoli,31,1990,16.6,12,0.72,9,2,0,0,0,1,1,0.06,1,0,0,0,0,0,Matches,09899de8
477,Luka Romero,ar ARG,FW,Lazio,16,2004,0.9,2,2.14,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ca6edaa0
478,Sergio Romero,ar ARG,GK,Venezia,34,1987,16.0,5,0.31,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1e26e376
479,Cristiano Ronaldo,pt POR,FW,Juventus,36,1985,0.3,2,5.81,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,dea698d9
480,Marten de Roon,nl NED,MFDF,Atalanta,30,1991,28.3,43,1.52,37,1,1,1,0,3,3,0.11,3,0,0,0,0,0,Matches,2a1beb34
481,Francesco Rossi,it ITA,GK,Atalanta,30,1991,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7b5f516f
482,Nicolò Rovella,it ITA,MF,Genoa,19,2001,16.3,61,3.74,28,25,1,2,4,1,6,0.37,2,4,0,0,0,0,Matches,e58cbfd5
483,Amir Rrahmani,xk KVX,DF,Napoli,27,1994,32.5,23,0.71,18,0,0,2,0,3,5,0.15,4,0,0,0,0,1,Matches,4b3e1a38
484,Ruan,br BRA,DF,Sassuolo,22,1999,2.4,5,2.10,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a378a02a
485,Daniele Rugani,it ITA,DF,Juventus,27,1994,9.8,1,0.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,14b8fcdf
486,Matteo Ruggeri,it ITA,DF,Salernitana,19,2002,7.5,9,1.19,7,1,0,0,0,1,1,0.13,1,0,0,0,0,0,Matches,ae9898c5
487,Mário Rui,pt POR,DF,Napoli,30,1991,33.2,84,2.53,65,5,3,3,6,2,10,0.30,5,2,0,1,2,0,Matches,0b5a292a
488,Fabián Ruiz Peña,es ESP,MF,Napoli,25,1996,26.5,84,3.17,76,1,0,3,2,2,11,0.42,11,0,0,0,0,0,Matches,c0c7ff58
489,Alessandro Russo,it ITA,MF,Salernitana,17,2003,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7152082d
490,Stefano Sabelli,it ITA,DF,Genoa,28,1993,3.9,6,1.55,4,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,0ccac09c
491,Abdelhamid Sabiri,ma MAR,MFFW,Sampdoria,24,1996,9.9,29,2.92,18,2,4,0,2,3,5,0.50,2,0,1,0,1,1,Matches,4830e0af
492,Alexis Saelemaekers,be BEL,FW,Milan,22,1999,20.7,84,4.06,61,3,8,5,4,3,8,0.39,5,0,1,0,2,0,Matches,ee251371
493,Jacopo Sala,it ITA,MF,Spezia,29,1991,9.8,20,2.04,14,0,0,0,3,3,1,0.10,0,0,0,0,0,1,Matches,da5a981b
494,Eddie Salcedo,it ITA,MFFW,Spezia,19,2001,4.8,16,3.35,11,1,0,3,1,0,1,0.21,1,0,0,0,0,0,Matches,0489bb30
495,Lazar Samardzic,de GER,MFFW,Udinese,19,2002,5.4,40,7.35,20,12,4,1,2,1,5,0.92,0,3,2,0,0,0,Matches,217c93a1
496,Luigi Samele,it ITA,FW,Sassuolo,19,2002,0.1,1,18.00,1,0,0,0,0,0,1,18.00,1,0,0,0,0,0,Matches,548fea2f
497,Antonio Sanabria,py PAR,FW,Torino,25,1996,20.0,34,1.70,24,0,1,6,3,0,5,0.25,1,0,1,1,2,0,Matches,0a447501
498,Alexis Sánchez,cl CHI,FW,Inter,32,1988,9.8,53,5.44,38,6,2,3,2,2,6,0.62,5,1,0,0,0,0,Matches,2c0f8e9e
