,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches,-9999
499,Alex Sandro,br BRA,DF,Juventus,30,1991,19.8,43,2.18,35,1,1,0,3,3,8,0.40,6,0,0,0,1,1,Matches,0d82903c
500,Nicola Sansone,it ITA,FWMF,Bologna,29,1991,10.0,37,3.72,18,10,1,5,3,0,6,0.60,2,1,0,1,2,0,Matches,7eb97a8e
501,Federico Santander,py PAR,FWDF,Bologna,30,1991,0.7,3,4.03,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,df85d472
502,Samir Santos,br BRA,DF,Udinese,26,1994,15.8,14,0.89,7,1,0,2,0,4,2,0.13,1,0,0,1,0,0,Matches,92b4758e
503,Riccardo Saponara,it ITA,FW,Fiorentina,29,1991,14.3,62,4.34,46,0,5,5,6,0,8,0.56,6,0,0,1,1,0,Matches,3bb7af3b
504,Giacomo Satalino,it ITA,GK,Sassuolo,22,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b1f0b916
505,Martin Satriano,uy URU,FWMF,Inter,20,2001,0.4,1,2.37,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,86383d0e
506,Giorgio Scalvini,it ITA,DFMF,Atalanta,17,2003,8.5,18,2.13,11,0,1,2,0,4,1,0.12,1,0,0,0,0,0,Matches,1e9aa637
507,Gianluca Scamacca,it ITA,FW,Sassuolo,22,1999,23.8,56,2.35,46,0,3,5,2,0,6,0.25,4,0,1,1,0,0,Matches,8790f988
508,Andrea Schiavone,it ITA,MF,Salernitana,28,1993,6.3,17,2.66,5,10,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches,4b55eb4d
509,David Schnegg,at AUT,DF,Venezia,22,1998,1.6,3,1.91,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1c341b14
510,Jerdy Schouten,nl NED,MF,Bologna,24,1997,15.5,36,2.33,33,0,1,0,2,0,3,0.19,3,0,0,0,0,0,Matches,2cfae697
511,Demba Seck,sn SEN,MFFW,Torino,20,2001,1.6,5,3.08,2,0,1,1,0,1,0,0.00,0,0,0,0,0,0,Matches,16463a79
512,Adrian Šemper,hr CRO,GK,Genoa,23,1998,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f02dde20
513,Stefano Sensi,it ITA,MFFW,Sampdoria,25,1995,8.4,15,1.79,12,0,0,2,0,1,2,0.24,1,0,0,1,0,0,Matches,b70bde8f
514,Stefano Sensi,it ITA,MFFW,Inter,25,1995,1.9,9,4.97,6,1,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches,b70bde8f
515,Luigi Sepe,it ITA,GK,Salernitana,30,1991,15.5,7,0.45,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,343f753a
516,Laurens Serpe,it ITA,DF,Genoa,20,2001,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,79d60e74
517,Stephan El Shaarawy,it ITA,FWDF,Roma,28,1992,11.7,49,4.18,41,0,4,3,1,0,0,0.00,0,0,0,0,0,0,Matches,d3aaad90
518,Aimar Sher,se SWE,MF,Spezia,18,2002,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ef301f96
519,Eldor Shomurodov,uz UZB,FWMF,Roma,26,1995,8.7,29,3.33,28,0,1,0,0,0,5,0.57,4,0,1,0,0,0,Matches,57469b2d
520,Alassane Sidibe,ci CIV,MF,Atalanta,19,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f944979d
521,Arnór Sigurðsson,is ISL,FWMF,Venezia,22,1999,2.0,4,1.98,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f209b81e
522,Adrien Silva,pt POR,MF,Sampdoria,32,1989,12.0,24,1.99,20,1,0,2,0,1,3,0.25,2,0,0,1,0,0,Matches,d6f88a1d
523,Marco Silvestri,it ITA,GK,Udinese,30,1991,35.0,2,0.06,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0d422df7
524,Giovanni Simeone,ar ARG,FW,Hellas Verona,26,1995,29.5,58,1.97,41,0,3,7,5,2,9,0.31,7,0,0,1,1,0,Matches,343c0d52
525,Giovanni Simeone,ar ARG,FW,Cagliari,26,1995,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,343c0d52
526,Wilfried Singo,ci CIV,DF,Torino,20,2000,29.0,59,2.03,43,2,2,6,4,2,6,0.21,6,0,0,0,0,0,Matches,8b609c34
527,Salvatore Sirigu,it ITA,GK,Genoa,34,1987,37.0,3,0.08,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,10dc46f0
528,Leo Skiri Østigård,no NOR,DF,Genoa,21,1999,13.0,14,1.08,10,0,0,2,0,2,0,0.00,0,0,0,0,0,0,Matches,b35a7399
529,Łukasz Skorupski,pl POL,GK,Bologna,30,1991,36.0,1,0.03,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ab4449d6
530,Andreas Skov Olsen,dk DEN,FWDF,Bologna,21,1999,8.3,24,2.89,17,3,1,1,1,1,6,0.72,3,1,1,0,1,0,Matches,c50cee19
531,Milan Škriniar,sk SVK,DF,Inter,26,1995,35.0,37,1.06,29,0,0,5,2,1,2,0.06,2,0,0,0,0,0,Matches,30f5ffa9
532,Chris Smalling,eng ENG,DF,Roma,31,1989,23.2,10,0.43,6,0,0,2,0,2,1,0.04,1,0,0,0,0,0,Matches,b6964eb6
533,Brandon Soppy,fr FRA,DFMF,Udinese,19,2002,8.6,15,1.74,7,0,1,1,5,1,2,0.23,0,0,0,1,1,0,Matches,28f66c2e
534,Roberto Soriano,it ITA,MF,Bologna,30,1991,29.1,101,3.47,89,1,0,4,4,3,10,0.34,10,0,0,0,0,0,Matches,9d4c45d6
535,Riccardo Sottil,it ITA,FW,Fiorentina,22,1999,13.8,33,2.40,21,0,4,3,4,1,3,0.22,2,0,0,0,0,1,Matches,94816803
536,Matìas Soulé,ar ARG,FW,Juventus,18,2003,0.1,2,36.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c13ddd3e
537,Adama Soumaoro,fr FRA,DF,Bologna,29,1992,25.2,11,0.44,10,0,0,1,0,0,1,0.04,1,0,0,0,0,0,Matches,7b075c75
538,Leonardo Spinazzola,it ITA,DF,Roma,28,1993,1.4,5,3.54,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3626daea
539,Marco Sportiello,it ITA,GK,Atalanta,29,1992,5.0,1,0.20,1,0,0,0,0,0,1,0.20,1,0,0,0,0,0,Matches,ac4003af
540,Luca Stanga,it ITA,DF,Milan,19,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2967bcd0
541,Riccardo Stivanello,it ITA,DF,Bologna,17,2004,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,90e1d9dc
542,Petar Stojanović,si SVN,DF,Empoli,25,1995,30.4,79,2.60,66,4,6,1,2,0,4,0.13,3,0,1,0,0,0,Matches,13b44b02
543,Thomas Strakosha,al ALB,GK,Lazio,26,1995,23.0,3,0.13,2,1,0,0,0,0,1,0.04,0,1,0,0,0,0,Matches,339fe0e8
544,Stefan Strandberg,no NOR,DF,Salernitana,31,1990,10.4,11,1.06,8,2,0,1,0,0,1,0.10,1,0,0,0,0,0,Matches,6d5e62b0
545,Dávid Strelec,sk SVK,FWMF,Spezia,20,2001,5.6,14,2.50,13,0,1,0,0,0,1,0.18,1,0,0,0,0,0,Matches,2cb9486d
546,Kevin Strootman,nl NED,MF,Cagliari,31,1990,7.1,6,0.84,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ef2e5e1a
547,Jens Stryger Larsen,dk DEN,DF,Udinese,30,1991,7.6,16,2.11,11,3,1,1,0,0,1,0.13,1,0,0,0,0,0,Matches,f91e81c9
548,Leo Štulac,si SVN,MF,Empoli,26,1994,9.3,21,2.28,15,5,0,0,0,1,4,0.43,4,0,0,0,0,0,Matches,92948398
549,Stefano Sturaro,it ITA,MF,Genoa,28,1993,19.6,29,1.48,20,0,0,1,6,2,0,0.00,0,0,0,0,0,0,Matches,2334478a
550,Isaac Success,ng NGA,FWMF,Udinese,25,1996,10.1,42,4.15,28,0,6,3,4,1,8,0.79,8,0,0,0,0,0,Matches,f573a8bf
551,Vladyslav Supriaha,ua UKR,FW,Sampdoria,21,2000,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,73affbb6
552,Bosko Sutalo,hr CRO,DF,Hellas Verona,21,2000,10.2,6,0.59,6,0,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches,1d0bb7e4
553,Mattias Svanberg,se SWE,MF,Bologna,22,1999,28.5,62,2.18,45,10,3,1,2,1,6,0.21,5,1,0,0,0,0,Matches,92d83c27
554,Michael Svoboda,at AUT,DF,Venezia,22,1998,13.7,6,0.44,5,0,0,0,0,1,1,0.07,1,0,0,0,0,0,Matches,8abd174d
555,Wojciech Szczęsny,pl POL,GK,Juventus,31,1990,33.0,7,0.21,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,01b8a2b2
556,Adrien Tameze,cm CMR,MFDF,Hellas Verona,27,1994,28.6,62,2.16,51,1,4,1,1,4,6,0.21,5,0,1,0,0,0,Matches,8da74c05
557,Ciprian Tătărușanu,ro ROU,GK,Milan,35,1986,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b056e3da
558,Filippo Terracciano,it ITA,DF,Hellas Verona,18,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5cbb5ad6
559,Pietro Terracciano,it ITA,GK,Fiorentina,31,1990,31.8,3,0.09,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e1b0a70d
560,Aleksa Terzić,rs SRB,DF,Fiorentina,21,1999,3.0,8,2.65,6,2,0,0,0,0,1,0.33,1,0,0,0,0,0,Matches,3ef0a2d7
561,Tanner Tessmann,us USA,MF,Venezia,19,2001,7.6,11,1.46,7,0,3,0,0,1,1,0.13,1,0,0,0,0,0,Matches,ac277993
562,Arthur Theate,be BEL,DF,Bologna,21,2000,26.9,23,0.85,22,0,0,1,0,0,4,0.15,4,0,0,0,0,0,Matches,df8d6029
563,Morten Thorsby,no NOR,MF,Sampdoria,25,1996,32.7,41,1.25,36,0,1,2,2,0,2,0.06,2,0,0,0,0,0,Matches,d1b49282
564,Jeremy Toljan,de GER,DF,Sassuolo,26,1994,15.5,36,2.32,33,1,0,0,1,1,5,0.32,4,1,0,0,0,0,Matches,a96e5dc0
565,Rafael Tolói,it ITA,DF,Atalanta,30,1990,16.0,27,1.69,23,0,1,2,0,1,3,0.19,3,0,0,0,0,0,Matches,c56dc39e
566,Takehiro Tomiyasu,jp JPN,DF,Bologna,22,1998,0.1,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b3af9be1
567,Fikayo Tomori,eng ENG,DF,Milan,23,1997,30.2,21,0.70,19,0,0,0,0,2,3,0.10,3,0,0,0,0,0,Matches,7edfbb8a
568,Sandro Tonali,it ITA,MF,Milan,21,2000,28.9,82,2.84,49,22,2,6,3,0,5,0.17,4,1,0,0,0,0,Matches,0db169ae
569,Lorenzo Tonelli,it ITA,DF,Empoli,31,1990,9.7,13,1.34,10,0,0,1,1,1,1,0.10,1,0,0,0,0,0,Matches,8cc29864
570,Ernesto Torregrossa,it ITA,FW,Sampdoria,29,1992,1.3,6,4.70,4,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches,bf39bdec
571,Lucas Torreira,uy URU,MF,Fiorentina,25,1996,24.4,60,2.46,51,1,0,2,4,2,6,0.25,3,0,0,1,1,1,Matches,52611641
572,Abdoulaye Touré,fr FRA,MF,Genoa,27,1994,4.8,4,0.84,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ef7cd87a
573,Simone Trimboli,it ITA,MF,Sampdoria,19,2002,0.7,2,2.77,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f5f21026
574,Axel Tuanzebe,eng ENG,DF,Napoli,23,1997,0.1,1,8.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2baec6ce
575,Iyenoma Udogie,it ITA,DF,Udinese,18,2002,27.5,74,2.69,52,2,6,6,4,4,8,0.29,5,0,1,1,1,0,Matches,7cd520e8
576,Maximilian Ullmann,at AUT,DF,Venezia,25,1996,2.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,caaf2ed1
577,Kacper Urbanski,pl POL,MF,Bologna,16,2004,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2d9d9e42
578,Antonio Vacca,it ITA,MF,Venezia,31,1990,11.8,15,1.27,11,1,1,0,0,2,0,0.00,0,0,0,0,0,0,Matches,444c89d9
579,Zinho Vanheusden,be BEL,DF,Genoa,22,1999,11.0,8,0.73,6,0,0,0,0,2,2,0.18,1,0,0,0,0,1,Matches,afbf187b
580,Johan Vásquez,mx MEX,DF,Genoa,22,1998,25.3,17,0.67,8,3,1,0,3,2,1,0.04,0,0,0,0,0,1,Matches,5eaed77a
581,Denis Vavro,sk SVK,DF,Lazio,25,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,08990838
582,Matías Vecino,uy URU,MF,Inter,29,1991,4.2,15,3.61,14,0,0,1,0,0,4,0.96,4,0,0,0,0,0,Matches,44ac04e9
583,Miguel Veloso,pt POR,MF,Hellas Verona,35,1986,14.9,51,3.42,34,16,1,0,0,0,7,0.47,6,1,0,0,0,0,Matches,ab1ca213
584,Lorenzo Venuti,it ITA,DF,Fiorentina,26,1995,17.5,21,1.20,16,0,0,1,1,3,1,0.06,1,0,0,0,0,0,Matches,983ff2c7
585,Daniele Verde,it ITA,FWMF,Spezia,25,1996,21.7,76,3.50,45,20,4,6,1,0,10,0.46,6,2,0,2,0,0,Matches,d3298c99
586,Simone Verdi,it ITA,MFFW,Torino,29,1992,0.5,1,1.96,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0375723e
587,Simone Verdi,it ITA,FWMF,Salernitana,29,1992,9.2,46,4.99,23,12,9,2,0,0,3,0.33,2,0,0,1,0,0,Matches,0375723e
588,Jordan Veretout,fr FRA,MF,Roma,28,1993,25.8,110,4.27,64,34,1,6,2,3,11,0.43,4,6,0,1,0,0,Matches,4a56052c
589,Edoardo Vergani,it ITA,FWMF,Salernitana,20,2001,1.1,1,0.88,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2873973b
590,Valerio Verre,it ITA,MFFW,Sampdoria,27,1994,4.7,21,4.50,16,3,0,1,1,0,1,0.21,1,0,0,0,0,0,Matches,33ecf462
591,Valerio Verre,it ITA,MF,Empoli,27,1994,3.4,15,4.37,12,0,1,1,1,0,2,0.58,2,0,0,0,0,0,Matches,33ecf462
592,Freddie Veseli,al ALB,DF,Salernitana,28,1992,6.6,7,1.06,3,2,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches,d541e703
593,Guglielmo Vicario,it ITA,GK,Empoli,24,1996,38.0,7,0.18,6,1,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches,77d6fd4d
594,Arturo Vidal,cl CHI,MF,Inter,34,1987,8.2,34,4.15,27,0,2,3,1,1,5,0.61,5,0,0,0,0,0,Matches,67cdbc0e
595,Ronaldo Vieira,gw GNB,MF,Sampdoria,23,1998,5.5,,,,,,,,,,,,,,,,,Matches,75e60d75
596,Luca Vignali,it ITA,DFMF,Spezia,25,1996,0.9,1,1.06,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c1e8e74e
597,Emanuel Vignato,it ITA,MFDF,Bologna,20,2000,6.6,28,4.23,23,2,2,1,0,0,2,0.30,2,0,0,0,0,0,Matches,ec5dae45
598,Matías Viña,uy URU,DFFW,Roma,23,1997,17.4,37,2.13,26,3,4,1,2,1,2,0.12,1,1,0,0,0,0,Matches,08eb3b58
599,Nicolas Viola,it ITA,MF,Bologna,31,1989,1.1,1,0.88,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,45392b06
600,Mattia Viti,it ITA,DF,Empoli,19,2002,16.6,11,0.66,6,1,0,0,0,4,2,0.12,1,0,0,0,0,1,Matches,75438a9a
601,Dušan Vlahović,rs SRB,FW,Fiorentina,21,2000,20.6,54,2.62,33,0,6,8,7,0,11,0.53,5,0,1,5,0,0,Matches,79443529
602,Dušan Vlahović,rs SRB,FW,Juventus,21,2000,12.0,29,2.43,24,0,1,3,1,0,2,0.17,2,0,0,0,0,0,Matches,79443529
603,Mërgim Vojvoda,xk KVX,DF,Torino,26,1995,22.0,44,2.00,40,2,1,0,0,1,5,0.23,4,0,1,0,0,0,Matches,be2706c0
604,Cristian Volpato,it ITA,FWMF,Roma,17,2003,0.4,3,7.11,3,0,0,0,0,0,1,2.37,1,0,0,0,0,0,Matches,72f87f25
605,Stefan de Vrij,nl NED,DF,Inter,29,1992,26.8,13,0.49,9,0,0,4,0,0,3,0.11,2,0,0,1,0,0,Matches,d0d8dd44
606,Walace,br BRA,MF,Udinese,26,1995,33.0,72,2.18,57,0,1,10,2,2,3,0.09,2,0,0,1,0,0,Matches,26db8853
607,Sebastian Walukiewicz,pl POL,DF,Cagliari,21,2000,3.4,3,0.89,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,217875a4
608,Magnus Warming,dk DEN,MFFW,Torino,21,2000,0.6,1,1.58,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,55e098cd
609,Kelvin Yeboah,it ITA,FWMF,Genoa,21,2000,9.4,34,3.60,21,0,3,2,7,1,3,0.32,2,0,0,0,1,0,Matches,ea0893d6
610,Gerard Yepes,es ESP,MFDF,Sampdoria,18,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ee9040b4
611,Maya Yoshida,jp JPN,DF,Sampdoria,32,1988,20.3,17,0.84,15,1,0,0,0,1,3,0.15,3,0,0,0,0,0,Matches,caffaf5a
612,Mattia Zaccagni,it ITA,MF,Hellas Verona,26,1995,2.0,13,6.50,4,6,1,0,2,0,2,1.00,0,0,1,0,1,0,Matches,d85c238b
613,Mattia Zaccagni,it ITA,FW,Lazio,26,1995,20.8,62,2.97,46,1,3,4,7,1,13,0.62,7,0,1,1,4,0,Matches,d85c238b
614,Denis Zakaria,ch SUI,MF,Juventus,24,1996,6.6,9,1.36,5,0,1,2,1,0,1,0.15,1,0,0,0,0,0,Matches,384d58d9
615,Nicola Zalewski,pl POL,DF,Roma,19,2002,8.8,25,2.83,17,3,1,2,2,0,1,0.11,1,0,0,0,0,0,Matches,45191c29
616,Andre-Frank Zambo Anguissa,cm CMR,MF,Napoli,25,1995,21.4,64,2.99,51,1,4,1,2,5,7,0.33,6,0,0,0,0,1,Matches,6bb2c084
617,Nicolò Zaniolo,it ITA,FWMF,Roma,22,1999,21.9,84,3.83,43,4,12,12,11,2,10,0.46,3,0,2,1,4,0,Matches,9907b1c8
618,Alessandro Zanoli,it ITA,DF,Napoli,20,2000,5.1,6,1.18,5,0,0,0,0,1,1,0.20,1,0,0,0,0,0,Matches,3b12b11f
619,Mattia Zanotti,it ITA,DF,Inter,18,2003,0.1,1,10.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,875d65d1
620,Duván Zapata,co COL,FW,Atalanta,30,1991,19.1,86,4.49,57,1,12,13,2,1,8,0.42,6,0,1,1,0,0,Matches,d3de9af0
621,Gabriele Zappa,it ITA,DF,Cagliari,21,1999,12.7,18,1.41,16,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,ca3db240
622,Davide Zappacosta,it ITA,DF,Atalanta,29,1992,26.1,71,2.72,51,2,4,8,3,3,8,0.31,6,0,0,1,1,0,Matches,7fe90ccd
623,Simone Zaza,it ITA,FWDF,Torino,30,1991,1.4,2,1.41,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,9592289a
624,Marvin Zeegelaar,nl NED,DF,Udinese,30,1990,7.1,1,0.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8abd0c03
625,Piotr Zieliński,pl POL,MF,Napoli,27,1994,23.2,90,3.88,71,7,2,4,3,3,13,0.56,10,2,0,1,0,0,Matches,a5296e55
626,David Zima,cz CZE,DF,Torino,20,2000,14.6,8,0.55,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,acf7e795
627,Jeroen Zoet,nl NED,GK,Spezia,30,1991,7.0,2,0.29,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,cc1a0c57
628,Nadir Zortea,it ITA,DFMF,Salernitana,22,1999,15.7,37,2.36,25,3,3,1,3,2,3,0.19,3,0,0,0,0,0,Matches,82598b71
629,Petar Zovko,ba BIH,GK,Spezia,19,2002,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,54f6afe3
630,Szymon Żurkowski,pl POL,MF,Empoli,23,1997,25.6,77,3.00,56,0,4,8,8,1,5,0.19,3,0,0,2,0,0,Matches,4e1d5e59
631,Milan Đurić,ba BIH,FW,Salernitana,31,1990,24.1,57,2.37,43,0,1,9,4,0,8,0.33,5,0,0,2,1,0,Matches,405f6586
632,Filip Đuričić,rs SRB,MFFW,Sassuolo,29,1992,7.5,27,3.61,19,0,5,1,0,2,2,0.27,2,0,0,0,0,0,Matches,eccbe56a
