,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches,-9999
458,Oliver Skipp,eng ENG,MF,Tottenham,20,2000,15.0,24,1.60,22,0,1,1,0,0,3,0.20,3,0,0,0,0,0,Matches,6250083a
459,William Smallbone,ie IRL,MFFW,Southampton,21,2000,1.5,2,1.35,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5e105217
460,Emile Smith Rowe,eng ENG,MFFW,Arsenal,21,2000,21.3,67,3.14,52,4,5,4,2,0,6,0.28,5,1,0,0,0,0,Matches,17695062
461,Cédric Soares,pt POR,DF,Arsenal,29,1991,16.5,36,2.18,26,9,0,1,0,0,3,0.18,2,1,0,0,0,0,Matches,839c14e1
462,Tomáš Souček,cz CZE,MF,West Ham,26,1995,34.0,41,1.21,35,0,0,3,2,1,4,0.12,4,0,0,0,0,0,Matches,6613c819
463,Boubakary Soumaré,fr FRA,MF,Leicester City,22,1999,12.2,18,1.47,14,0,2,0,1,1,2,0.16,2,0,0,0,0,0,Matches,ae59b359
464,Çağlar Söyüncü,tr TUR,DF,Leicester City,25,1996,27.7,17,0.61,13,0,0,1,0,3,1,0.04,0,0,0,0,0,1,Matches,21166ff4
465,Tony Springett,eng ENG,MFFW,Norwich City,18,2002,1.6,3,1.91,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,35be8087
466,Jason Steele,eng ENG,GK,Brighton,30,1990,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,28300a16
467,Jed Steer,eng ENG,GK,Aston Villa,28,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a8a3d139
468,Zack Steffen,us USA,GK,Manchester City,26,1995,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,42130443
469,Dale Stephens,eng ENG,MF,Burnley,32,1989,1.4,1,0.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,653ee42d
470,Jack Stephens,eng ENG,DF,Southampton,27,1994,9.0,6,0.67,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6adbc307
471,Raheem Sterling,eng ENG,FW,Manchester City,26,1994,23.6,93,3.93,72,1,11,4,4,1,10,0.42,5,0,0,2,3,0,Matches,b400bde0
472,Finley Stevens,wls WAL,DF,Brentford,18,2003,0.2,1,6.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7e003182
473,John Stones,eng ENG,DF,Manchester City,27,1994,12.4,13,1.05,12,0,0,1,0,0,1,0.08,0,0,0,1,0,0,Matches,5eecec3d
474,Pascal Struijk,nl NED,DFMF,Leeds United,21,1999,22.8,22,0.96,18,0,0,2,0,2,1,0.04,0,0,0,1,0,0,Matches,f4d296e4
475,Crysencio Summerville,nl NED,MFFW,Leeds United,19,2001,1.4,3,2.08,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,df04eb4b
476,Jakob Sørensen,dk DEN,MFDF,Norwich City,23,1998,6.7,4,0.60,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,953c30b0
477,Japhet Tanganga,eng ENG,DF,Tottenham,22,1999,8.2,3,0.37,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,e9971f2d
478,Matt Targett,eng ENG,DF,Aston Villa,25,1995,15.9,34,2.14,27,5,0,1,0,1,2,0.13,2,0,0,0,0,0,Matches,e514ab62
479,Matt Targett,eng ENG,DF,Newcastle Utd,25,1995,16.0,44,2.75,20,15,2,1,5,1,2,0.12,1,1,0,0,0,0,Matches,e514ab62
480,James Tarkowski,eng ENG,DF,Burnley,28,1992,34.5,28,0.81,23,1,0,2,0,2,2,0.06,2,0,0,0,0,0,Matches,15ea812b
481,Nuno Tavares,pt POR,DF,Arsenal,21,2000,13.1,27,2.07,19,0,4,1,2,1,3,0.23,2,0,0,1,0,0,Matches,a65c844b
482,Charlie Taylor,eng ENG,DF,Burnley,27,1993,30.3,56,1.85,39,4,2,0,7,4,8,0.26,5,1,1,0,1,0,Matches,cc2d7ad5
483,Nathan Tella,eng ENG,MFFW,Southampton,22,1999,8.9,23,2.57,13,0,2,2,6,0,4,0.45,3,0,0,0,1,0,Matches,f1e94cd6
484,Alex Telles,br BRA,DF,Manchester Utd,28,1992,18.4,51,2.77,27,18,1,2,2,1,5,0.27,0,4,0,0,1,0,Matches,e73c9bb2
485,Luke Thomas,eng ENG,DF,Leicester City,20,2001,21.2,25,1.18,16,6,2,1,0,0,1,0.05,1,0,0,0,0,0,Matches,fc027d02
486,Dominic Thompson,eng ENG,DF,Brentford,21,2000,1.6,1,0.62,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,235a62f8
487,Youri Tielemans,be BEL,MF,Leicester City,24,1997,29.2,101,3.45,78,5,6,6,1,5,15,0.51,14,0,0,1,0,0,Matches,56f7a928
488,Kieran Tierney,sct SCO,DF,Arsenal,24,1997,21.3,43,2.02,36,4,1,1,1,0,2,0.09,2,0,0,0,0,0,Matches,fce2302c
489,Takehiro Tomiyasu,jp JPN,DF,Arsenal,22,1998,18.7,34,1.82,31,0,1,0,0,2,4,0.21,4,0,0,0,0,0,Matches,b3af9be1
490,James Tomkins,eng ENG,DF,Crystal Palace,32,1989,6.1,3,0.49,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e7ca0439
491,Ivan Toney,eng ENG,FW,Brentford,25,1996,32.3,93,2.88,56,1,2,18,14,2,10,0.31,5,0,1,0,4,0,Matches,e09f279b
492,Ferrán Torres,es ESP,FW,Manchester City,21,2000,3.4,5,1.49,4,0,0,1,0,0,2,0.59,2,0,0,0,0,0,Matches,9e1035f8
493,Cenk Tosun,tr TUR,MF,Everton,30,1991,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9a104dee
494,Andros Townsend,eng ENG,MFFW,Everton,30,1991,16.2,54,3.34,39,8,1,2,4,0,4,0.25,4,0,0,0,0,0,Matches,b28bbd58
495,Adama Traoré,es ESP,FWMF,Wolves,25,1996,11.9,60,5.06,32,0,19,2,4,3,2,0.17,1,0,0,0,1,0,Matches,9a28eba4
496,Bertrand Traoré,bf BFA,MFFW,Aston Villa,25,1995,2.4,11,4.50,6,0,3,1,1,0,2,0.82,0,0,1,0,1,0,Matches,c47541e0
497,Trézéguet,eg EGY,FW,Aston Villa,26,1994,0.1,1,8.18,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,3ae14ed1
498,Francisco Trincão,pt POR,FWMF,Wolves,21,1999,14.8,43,2.90,27,4,9,0,2,1,2,0.13,2,0,0,0,0,0,Matches,77e39b04
499,Kieran Trippier,eng ENG,DF,Newcastle Utd,30,1990,4.8,11,2.31,2,9,0,0,0,0,1,0.21,1,0,0,0,0,0,Matches,21512407
500,William Troost-Ekong,ng NGA,DF,Watford,27,1993,15.4,7,0.45,4,0,0,0,0,3,2,0.13,0,0,0,0,0,2,Matches,7ed4921e
501,Leandro Trossard,be BEL,FWMF,Brighton,26,1994,31.2,110,3.53,80,4,16,6,3,1,12,0.39,8,1,2,0,1,0,Matches,38ceb24a
502,Kostas Tsimikas,gr GRE,DF,Liverpool,25,1996,9.7,42,4.31,25,13,1,2,0,1,3,0.31,2,1,0,0,0,0,Matches,f315ca93
503,Axel Tuanzebe,eng ENG,DF,Aston Villa,23,1997,5.6,2,0.35,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2baec6ce
504,Ozan Tufan,tr TUR,MF,Watford,26,1995,3.7,6,1.62,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,17d45fb2
505,Christos Tzolis,gr GRE,FWMF,Norwich City,19,2002,3.7,12,3.22,12,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9f333379
506,Yan Valery,tn TUN,DF,Southampton,22,1999,4.1,1,0.24,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,531a4aa8
507,Virgil van Dijk,nl NED,DF,Liverpool,30,1991,34.0,31,0.91,21,1,0,6,0,3,6,0.18,4,0,0,2,0,0,Matches,e06683ca
508,Raphaël Varane,fr FRA,DF,Manchester Utd,28,1993,20.3,11,0.54,9,0,0,0,0,2,2,0.10,2,0,0,0,0,0,Matches,9f8e9423
509,Jamie Vardy,eng ENG,FW,Leicester City,34,1987,20.1,38,1.89,29,0,3,3,2,1,6,0.30,2,0,2,1,1,0,Matches,45963054
510,Joël Veltman,nl NED,DF,Brighton,29,1992,31.9,45,1.41,32,6,1,1,2,3,2,0.06,2,0,0,0,0,0,Matches,dad4b285
511,Jannik Vestergaard,dk DEN,DF,Leicester City,28,1992,6.3,3,0.48,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1900032e
512,Nikola Vlašić,hr CRO,FWMF,West Ham,23,1997,6.2,22,3.54,17,0,2,1,2,0,0,0.00,0,0,0,0,0,0,Matches,aa8e289e
513,Matěj Vydra,cz CZE,FW,Burnley,29,1992,7.5,14,1.86,13,0,0,0,1,0,3,0.40,3,0,0,0,0,0,Matches,0d4ceb32
514,Theo Walcott,eng ENG,MFFW,Southampton,32,1989,4.2,5,1.19,5,0,0,0,0,0,1,0.24,1,0,0,0,0,0,Matches,1ecb65be
515,Kyle Walker,eng ENG,DF,Manchester City,31,1990,19.5,45,2.31,39,0,0,2,3,1,4,0.21,3,0,0,0,1,0,Matches,86dd77d1
516,Kyle Walker-Peters,eng ENG,DF,Southampton,24,1997,29.3,73,2.50,50,0,9,3,7,4,9,0.31,5,0,1,0,2,1,Matches,984a5a64
517,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,23,1997,19.9,36,1.81,29,0,3,1,1,2,1,0.05,1,0,0,0,0,0,Matches,9e525177
518,Danny Ward,wls WAL,GK,Leicester City,28,1993,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d3ce0e89
519,Joel Ward,eng ENG,DF,Crystal Palace,31,1989,27.6,18,0.65,15,2,0,0,0,1,1,0.04,1,0,0,0,0,0,Matches,8a7ff278
520,James Ward-Prowse,eng ENG,MF,Southampton,26,1994,35.7,133,3.72,70,53,0,5,0,5,7,0.20,3,4,0,0,0,0,Matches,3515d404
521,Ollie Watkins,eng ENG,FW,Aston Villa,25,1995,32.8,81,2.47,56,0,9,8,6,2,9,0.27,4,0,2,2,1,0,Matches,aed3a70f
522,Adam Webster,eng ENG,DF,Brighton,26,1995,15.9,20,1.26,17,0,0,1,0,2,4,0.25,2,0,0,1,0,1,Matches,c40b6180
523,Wout Weghorst,nl NED,FW,Burnley,28,1992,16.1,40,2.48,24,0,4,7,4,1,4,0.25,3,0,1,0,0,0,Matches,c4e87b8b
524,Danny Welbeck,eng ENG,FWMF,Brighton,30,1990,16.4,39,2.38,30,0,0,4,5,0,4,0.24,2,0,0,1,1,0,Matches,ce5143da
525,Timo Werner,de GER,FWMF,Chelsea,25,1996,14.3,28,1.96,21,0,2,5,0,0,4,0.28,3,0,0,1,0,0,Matches,49fe9070
526,Ashley Westwood,eng ENG,MF,Burnley,31,1990,25.4,63,2.48,40,18,0,3,1,1,8,0.31,6,2,0,0,0,0,Matches,495945ef
527,Ben White,eng ENG,DF,Arsenal,23,1997,32.0,35,1.09,25,0,1,4,1,4,3,0.09,2,0,1,0,0,0,Matches,35e413f1
528,Brandon Williams,eng ENG,DF,Norwich City,20,2000,23.6,43,1.83,33,1,1,0,5,3,2,0.08,1,0,0,0,0,1,Matches,5e74d6c8
529,Neco Williams,wls WAL,DF,Liverpool,20,2001,0.1,2,22.50,1,0,1,0,0,0,2,22.50,1,0,1,0,0,0,Matches,dd323728
530,Joe Willock,eng ENG,MF,Newcastle Utd,21,1999,22.6,50,2.21,32,0,9,1,6,2,4,0.18,1,0,1,0,2,0,Matches,a3b03921
531,Callum Wilson,eng ENG,FW,Newcastle Utd,29,1992,15.4,25,1.62,17,1,1,1,3,2,0,0.00,0,0,0,0,0,0,Matches,c596fcb0
532,Harry Winks,eng ENG,MF,Tottenham,25,1996,10.1,29,2.86,22,3,1,1,2,0,4,0.39,4,0,0,0,0,0,Matches,2f7acede
533,Yoane Wissa,cd COD,FW,Brentford,24,1996,14.3,27,1.89,16,0,2,4,4,1,4,0.28,3,0,0,1,0,0,Matches,2500cef9
534,Chris Wood,nz NZL,FW,Burnley,29,1991,15.2,21,1.38,17,0,0,2,2,0,2,0.13,2,0,0,0,0,0,Matches,4e9a0555
535,Chris Wood,nz NZL,FW,Newcastle Utd,29,1991,14.7,23,1.56,17,0,2,2,2,0,2,0.14,1,0,0,0,1,0,Matches,4e9a0555
536,Freddie Woodman,eng ENG,GK,Newcastle Utd,24,1997,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,19e50035
537,Granit Xhaka,ch SUI,MFDF,Arsenal,28,1992,25.9,87,3.36,78,2,1,2,1,3,5,0.19,5,0,0,0,0,0,Matches,e61b8aee
538,Andriy Yarmolenko,ua UKR,FWMF,West Ham,31,1989,3.5,9,2.56,6,0,2,1,0,0,0,0.00,0,0,0,0,0,0,Matches,849c826a
539,Ashley Young,eng ENG,DFFW,Aston Villa,36,1985,13.9,31,2.24,20,6,2,1,2,0,4,0.29,2,1,1,0,0,0,Matches,be927d03
540,Nathan Young-Coombes,eng ENG,MF,Brentford,18,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f9682888
541,Wilfried Zaha,ci CIV,FW,Crystal Palace,28,1992,30.7,112,3.65,76,1,15,10,7,3,12,0.39,5,0,3,2,2,0,Matches,b2bc3b1f
542,Christoph Zimmermann,de GER,DF,Norwich City,28,1993,1.7,2,1.15,0,0,1,0,0,1,1,0.57,0,0,0,0,0,1,Matches,2d5f03bf
543,Oleksandr Zinchenko,ua UKR,DF,Manchester City,24,1996,11.6,45,3.87,37,3,3,1,0,1,11,0.95,8,0,1,1,0,1,Matches,51cf8561
544,Hakim Ziyech,ma MAR,MFFW,Chelsea,28,1993,14.7,67,4.57,48,5,6,4,4,0,6,0.41,6,0,0,0,0,0,Matches,6622454d
545,Kurt Zouma,fr FRA,DF,West Ham,26,1994,23.1,10,0.43,6,2,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches,ce4246f5
546,Martin Ødegaard,no NOR,MFFW,Arsenal,22,1998,30.9,156,5.04,126,12,6,9,2,1,14,0.45,14,0,0,0,0,0,Matches,79300479
