,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
330,Mickael Malsa,mq MTQ,MF,Levante,25,1995,26,11,1143,12.7,1,2,1,0,0,7,0,0.08,0.16,0.24,0.08,0.24,1.0,1.0,2.5,3.5,0.08,0.19,0.27,0.08,0.27,Matches,bbc19252
331,Giorgi Mamardashvili,ge GEO,GK,Valencia,20,2000,18,18,1620,18.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,d4b73232
332,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,27,1994,17,15,1298,14.4,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.5,0.03,0.01,0.04,0.03,0.04,Matches,c20bdcd7
333,Aïssa Mandi,dz ALG,DF,Villarreal,29,1991,17,14,1375,15.3,1,0,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,1.6,1.6,0.1,1.7,0.10,0.00,0.11,0.10,0.11,Matches,fbd6378b
334,Maranhão,br BRA,FWMF,Valencia,24,1996,29,8,973,10.8,1,3,1,0,0,3,0,0.09,0.28,0.37,0.09,0.37,3.7,3.7,2.4,6.2,0.35,0.23,0.57,0.35,0.57,Matches,ae86d473
335,Nikola Maraš,rs SRB,DF,Rayo Vallecano,25,1995,16,11,1044,11.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches,b9d0446f
336,Marcelo,br BRA,DF,Real Madrid,33,1988,12,5,525,5.8,0,2,0,0,0,0,0,0.00,0.34,0.34,0.00,0.34,0.4,0.4,0.8,1.2,0.06,0.14,0.20,0.06,0.20,Matches,603116a7
337,Iván Marcone,ar ARG,MF,Elche,31,1990,20,10,809,9.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.02,0.00,0.02,0.02,0.02,Matches,b14f755d
338,Óscar de Marcos,es ESP,DF,Athletic Club,32,1989,22,19,1679,18.7,1,2,1,0,0,5,0,0.05,0.11,0.16,0.05,0.16,0.3,0.3,2.2,2.6,0.02,0.12,0.14,0.02,0.14,Matches,9f323c71
339,José Mari,es ESP,MF,Cádiz,33,1987,11,4,386,4.3,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.10,0.00,0.10,0.10,0.10,Matches,6f4c734d
340,José María Giménez,uy URU,DF,Atlético Madrid,26,1995,24,24,2042,22.7,1,1,1,0,0,7,0,0.04,0.04,0.09,0.04,0.09,2.0,2.0,0.9,2.9,0.09,0.04,0.13,0.09,0.13,Matches,f0da930c
341,Mariano,do DOM,FW,Real Madrid,27,1993,9,3,342,3.8,1,1,1,0,0,2,0,0.26,0.26,0.53,0.26,0.53,2.3,2.3,0.7,3.0,0.61,0.18,0.80,0.61,0.80,Matches,5c4dc0ff
342,Mika Màrmol,es ESP,DF,Barcelona,20,2001,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,e7630876
343,Roger Martí,es ESP,FW,Levante,30,1991,29,25,2115,23.5,7,3,6,1,3,8,0,0.30,0.13,0.43,0.26,0.38,9.0,6.6,3.0,9.7,0.38,0.13,0.51,0.28,0.41,Matches,0ae4e09a
344,Anthony Martial,fr FRA,FWMF,Sevilla,25,1995,9,7,490,5.4,0,1,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,0.6,0.6,0.1,0.8,0.12,0.03,0.14,0.12,0.14,Matches,8b788c01
345,Martín,es ESP,MF,Cádiz,22,1999,6,1,115,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.06,0.01,0.08,0.06,0.08,Matches,cbec0059
346,Ander Martin,es ESP,FWMF,Real Sociedad,20,2000,5,1,88,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.15,0.09,0.23,0.15,0.23,Matches,e1e75690
347,Andrés Martín,es ESP,FWMF,Rayo Vallecano,22,1999,7,1,186,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.7,0.33,0.00,0.33,0.33,0.33,Matches,2ae30661
348,Carlos Martín,es ESP,DF,Atlético Madrid,19,2002,1,0,6,0.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,64035864
349,Iván Martín,es ESP,MFFW,Alavés,22,1999,6,2,166,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.06,0.00,0.06,0.06,0.06,Matches,ae48c5cb
350,Iñigo Martínez,es ESP,DF,Athletic Club,30,1991,27,26,2341,26.0,3,0,3,0,0,9,2,0.12,0.00,0.12,0.12,0.12,2.2,2.2,0.6,2.8,0.08,0.02,0.11,0.08,0.11,Matches,3fc45c73
351,Javi Martínez,es ESP,MFFW,Osasuna,21,1999,26,9,879,9.8,1,1,1,0,0,1,0,0.10,0.10,0.20,0.10,0.20,0.7,0.7,0.9,1.6,0.07,0.09,0.17,0.07,0.17,Matches,3672b352
352,Pablo Martínez,es ESP,MF,Levante,23,1998,13,7,656,7.3,0,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,0.7,0.7,1.0,1.6,0.09,0.13,0.22,0.09,0.22,Matches,ecc77652
353,Omar Mascarell,es ESP,MF,Elche,28,1993,32,30,2493,27.7,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,0.9,0.02,0.01,0.03,0.02,0.03,Matches,11fd2b75
354,Jaime Mata,es ESP,FW,Getafe,32,1988,22,4,672,7.5,1,0,1,0,0,7,0,0.13,0.00,0.13,0.13,0.13,1.2,1.2,0.9,2.1,0.15,0.12,0.28,0.15,0.28,Matches,02319ad7
355,Luís Maximiano,pt POR,GK,Granada,22,1999,35,35,3136,34.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,3318286e
356,Borja Mayoral,es ESP,FW,Getafe,24,1997,18,11,1044,11.6,6,1,5,1,1,3,0,0.52,0.09,0.60,0.43,0.52,2.9,2.2,1.5,3.6,0.25,0.13,0.38,0.19,0.31,Matches,64e8ed6d
357,Jordi Mboula,es ESP,FW,Mallorca,22,1999,11,5,434,4.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.8,0.14,0.03,0.17,0.14,0.17,Matches,4887118d
358,Óscar Melendo,es ESP,MFFW,Espanyol,23,1997,21,14,990,11.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.7,2.3,0.05,0.16,0.21,0.05,0.21,Matches,379652be
359,Gonzalo Melero,es ESP,MF,Levante,27,1994,29,20,1692,18.8,7,2,5,2,2,5,0,0.37,0.11,0.48,0.27,0.37,4.2,2.6,1.1,3.7,0.22,0.06,0.28,0.14,0.20,Matches,3902e91b
360,Tomás Mendes,es ESP,MF,Alavés,16,2004,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,45f771db
361,Brais Méndez,es ESP,MF,Celta Vigo,24,1997,37,36,3021,33.6,4,5,4,0,0,8,0,0.12,0.15,0.27,0.12,0.27,5.2,5.2,3.6,8.8,0.16,0.11,0.26,0.16,0.26,Matches,c9e39d91
362,Édgar Méndez,es ESP,FWMF,Alavés,31,1990,32,17,1614,17.9,1,1,1,0,0,6,0,0.06,0.06,0.11,0.06,0.11,1.9,1.9,2.5,4.4,0.11,0.14,0.25,0.11,0.25,Matches,aed746df
363,Ferland Mendy,fr FRA,DF,Real Madrid,26,1995,22,20,1734,19.3,2,1,2,0,0,4,0,0.10,0.05,0.16,0.10,0.16,1.1,1.1,1.7,2.8,0.06,0.09,0.14,0.06,0.14,Matches,3cefcaef
364,Fran Mérida,es ESP,MF,Espanyol,31,1990,10,3,266,3.0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.06,0.06,0.12,0.06,0.12,Matches,0e50f929
365,Mikel Merino,es ESP,MF,Real Sociedad,25,1996,34,33,2890,32.1,3,2,3,0,0,8,0,0.09,0.06,0.16,0.09,0.16,4.5,4.5,4.0,8.5,0.14,0.12,0.27,0.14,0.27,Matches,d080ed5e
366,Martín Merquelanz,es ESP,FWMF,Rayo Vallecano,26,1995,4,3,173,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.0,1.2,0.08,0.53,0.61,0.08,0.61,Matches,ddd5348b
367,Matt Miazga,us USA,DF,Alavés,26,1995,11,9,833,9.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.8,0.06,0.02,0.08,0.06,0.08,Matches,9fc0f253
368,Miguel,es ESP,FWMF,Alavés,21,1999,22,10,829,9.2,1,1,1,0,0,2,0,0.11,0.11,0.22,0.11,0.22,2.5,2.5,0.2,2.7,0.27,0.02,0.29,0.27,0.29,Matches,6763373d
369,Éder Militão,br BRA,DF,Real Madrid,23,1998,34,34,3031,33.7,1,2,1,0,0,5,0,0.03,0.06,0.09,0.03,0.09,3.0,3.0,1.3,4.3,0.09,0.04,0.13,0.09,0.13,Matches,2784f898
370,Luis Milla,es ESP,MF,Granada,26,1994,34,33,2773,30.8,3,3,0,3,3,4,0,0.10,0.10,0.19,0.00,0.10,3.9,1.5,4.3,5.8,0.13,0.14,0.27,0.05,0.19,Matches,19c36442
371,Pere Milla,es ESP,MFFW,Elche,28,1992,32,17,1644,18.3,8,3,8,0,0,4,0,0.44,0.16,0.60,0.44,0.60,4.6,4.6,1.5,6.1,0.25,0.08,0.34,0.25,0.34,Matches,335039a2
372,Santi Mina,es ESP,FW,Celta Vigo,25,1995,33,30,2367,26.3,7,3,7,0,1,4,0,0.27,0.11,0.38,0.27,0.38,8.4,7.6,2.9,10.5,0.32,0.11,0.43,0.29,0.40,Matches,0b90bb97
373,Óscar Mingueza,es ESP,DF,Barcelona,22,1999,19,9,894,9.9,0,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.3,0.3,0.8,1.1,0.03,0.08,0.11,0.03,0.11,Matches,056269d7
374,Rafa Mir,es ESP,FW,Sevilla,24,1997,34,18,1808,20.1,10,0,10,0,0,6,0,0.50,0.00,0.50,0.50,0.50,8.7,8.7,0.4,9.1,0.44,0.02,0.45,0.44,0.45,Matches,bbf5c11b
375,Jorge Miramón,es ESP,DF,Levante,32,1989,29,22,1977,22.0,1,0,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,0.5,0.5,1.3,1.7,0.02,0.06,0.08,0.02,0.08,Matches,7f4c7c9f
376,Juan Miranda,es ESP,DF,Betis,21,2000,13,9,783,8.7,0,2,0,0,0,3,0,0.00,0.23,0.23,0.00,0.23,0.2,0.2,1.5,1.7,0.03,0.17,0.20,0.03,0.20,Matches,ead61f73
377,Stefan Mitrović,rs SRB,DF,Getafe,31,1990,32,31,2667,29.6,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.01,0.00,0.01,0.01,0.01,Matches,e6777e6b
378,Luka Modrić,hr CRO,MF,Real Madrid,35,1985,28,25,2032,22.6,2,8,1,1,1,4,0,0.09,0.35,0.44,0.04,0.40,2.5,1.7,5.2,6.9,0.11,0.23,0.34,0.08,0.31,Matches,6025fab1
379,Johan Mojica,co COL,DF,Elche,28,1992,33,32,2855,31.7,2,5,2,0,0,4,1,0.06,0.16,0.22,0.06,0.22,0.9,0.9,4.3,5.3,0.03,0.14,0.17,0.03,0.17,Matches,608f2092
380,Jorge Molina,es ESP,FW,Granada,39,1982,35,19,1966,21.8,10,5,10,0,1,2,0,0.46,0.23,0.69,0.46,0.69,7.0,6.2,4.0,10.2,0.32,0.18,0.50,0.29,0.47,Matches,43f71e77
381,Jon Moncayola,es ESP,MF,Osasuna,23,1998,36,33,2915,32.4,2,3,2,0,0,2,0,0.06,0.09,0.15,0.06,0.15,2.6,2.6,1.8,4.4,0.08,0.06,0.14,0.08,0.14,Matches,9939e168
382,Monchu,es ESP,MF,Granada,21,1999,14,7,668,7.4,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.7,1.3,0.07,0.10,0.17,0.07,0.17,Matches,8ac501f5
383,Gonzalo Montiel,ar ARG,DF,Sevilla,24,1997,18,15,1066,11.8,1,2,1,0,0,7,0,0.08,0.17,0.25,0.08,0.25,0.4,0.4,1.6,2.0,0.03,0.14,0.17,0.03,0.17,Matches,374d5158
384,Ángel Montoro,es ESP,MF,Granada,33,1988,24,13,1331,14.8,1,1,1,0,0,5,0,0.07,0.07,0.14,0.07,0.14,2.3,2.3,1.9,4.2,0.15,0.13,0.28,0.15,0.28,Matches,719384c1
385,Martín Montoya,es ESP,DF,Betis,30,1991,6,6,518,5.8,0,1,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,0.4,0.4,1.1,1.5,0.06,0.19,0.26,0.06,0.26,Matches,5cec2487
386,Jon Morcillo,es ESP,MFFW,Athletic Club,22,1998,7,0,54,0.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.45,0.00,0.45,0.45,0.45,Matches,b7d7f3bf
387,Alberto Moreno,es ESP,MFDF,Villarreal,29,1992,24,13,1223,13.6,3,2,3,0,0,3,0,0.22,0.15,0.37,0.22,0.37,3.3,3.3,1.9,5.3,0.25,0.14,0.39,0.25,0.39,Matches,11b9265b
388,Álex Moreno,es ESP,DF,Betis,28,1993,30,28,2404,26.7,5,3,5,0,0,3,1,0.19,0.11,0.30,0.19,0.30,3.5,3.5,2.1,5.6,0.13,0.08,0.21,0.13,0.21,Matches,16e9d0ea
389,Gerard Moreno,es ESP,FW,Villarreal,29,1992,17,14,1191,13.2,9,3,8,1,2,2,0,0.68,0.23,0.91,0.60,0.83,7.9,6.3,5.5,11.8,0.59,0.42,1.01,0.47,0.89,Matches,81f0781e
390,Tete Morente,es ESP,MF,Elche,24,1996,32,18,1632,18.1,3,3,3,0,0,4,0,0.17,0.17,0.33,0.17,0.33,3.9,3.9,2.1,5.9,0.21,0.11,0.33,0.21,0.33,Matches,004d185e
391,Ilaix Moriba,gn GUI,MF,Valencia,18,2003,14,9,818,9.1,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.3,1.2,0.11,0.03,0.14,0.11,0.14,Matches,f4c69aa6
392,Manu Morlanes,es ESP,MF,Espanyol,22,1999,27,11,1144,12.7,2,0,2,0,0,6,1,0.16,0.00,0.16,0.16,0.16,0.8,0.8,0.4,1.2,0.06,0.03,0.10,0.06,0.10,Matches,a0255c67
393,Loren Morón,es ESP,FWMF,Espanyol,27,1993,21,4,563,6.3,1,0,1,0,0,0,0,0.16,0.00,0.16,0.16,0.16,0.7,0.7,0.6,1.2,0.11,0.09,0.20,0.11,0.20,Matches,3aa4a3be
394,Loren Morón,es ESP,FW,Betis,27,1993,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,3aa4a3be
395,Cristhian Mosquera,co COL,DF,Valencia,17,2004,6,3,212,2.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.10,0.00,0.10,0.10,0.10,Matches,dc1ce4f5
396,Toni Moya,es ESP,MF,Alavés,23,1998,28,17,1386,15.4,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,1.3,1.3,2.1,3.4,0.08,0.14,0.22,0.08,0.22,Matches,9e098912
397,Iker Muniain,es ESP,MF,Athletic Club,28,1992,35,34,2785,30.9,4,10,3,1,3,3,0,0.13,0.32,0.45,0.10,0.42,6.9,4.4,10.5,14.9,0.22,0.34,0.56,0.14,0.48,Matches,c05dfb74
398,Aihen Muñoz,es ESP,DF,Real Sociedad,23,1997,20,15,1342,14.9,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.6,0.02,0.03,0.05,0.01,0.04,Matches,228b0d9d
399,Jeison Murillo,co COL,DF,Celta Vigo,29,1992,19,12,1117,12.4,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.05,0.00,0.05,0.05,0.05,Matches,b233e8e4
400,Vedat Muriqi,xk KVX,FW,Mallorca,27,1994,16,16,1438,16.0,5,3,3,2,2,6,0,0.31,0.19,0.50,0.19,0.38,6.0,4.4,1.7,6.1,0.38,0.10,0.48,0.28,0.38,Matches,0cadc46d
401,Yunus Musah,us USA,MFFW,Valencia,18,2002,29,13,1259,14.0,1,0,1,0,0,5,0,0.07,0.00,0.07,0.07,0.07,0.7,0.7,1.3,2.0,0.05,0.10,0.15,0.05,0.15,Matches,b51b1b9c
402,Shkodran Mustafi,de GER,DF,Levante,29,1992,11,8,658,7.3,1,0,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,0.2,0.2,0.0,0.2,0.03,0.00,0.03,0.03,0.03,Matches,3f2d59fe
403,Nacho,es ESP,DF,Real Madrid,31,1990,28,17,1555,17.3,3,0,3,0,0,7,0,0.17,0.00,0.17,0.17,0.17,1.6,1.6,0.6,2.1,0.09,0.03,0.12,0.09,0.12,Matches,2946f9a1
404,Roberto Navarro,es ESP,MFFW,Real Sociedad,19,2002,6,3,199,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.6,0.26,0.03,0.29,0.26,0.29,Matches,c997b942
405,Ximo Navarro,es ESP,DF,Alavés,31,1990,18,16,1347,15.0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.6,1.4,0.05,0.04,0.09,0.05,0.09,Matches,8db394aa
406,Jesús Navas,es ESP,DF,Sevilla,35,1985,25,19,1786,19.8,0,3,0,0,0,4,0,0.00,0.15,0.15,0.00,0.15,0.5,0.5,4.4,5.0,0.03,0.22,0.25,0.03,0.25,Matches,3f10bd22
407,Loum Ndiaye,sn SEN,MF,Alavés,24,1996,32,26,2312,25.7,2,0,2,0,0,10,0,0.08,0.00,0.08,0.08,0.08,3.1,3.1,0.7,3.8,0.12,0.03,0.15,0.12,0.15,Matches,bcfc4473
408,Álvaro Negredo,es ESP,FW,Cádiz,35,1985,34,24,2157,24.0,7,2,5,2,3,3,0,0.29,0.08,0.38,0.21,0.29,8.5,6.1,2.8,8.9,0.35,0.12,0.47,0.26,0.37,Matches,63b0ca6b
409,Neto,br BRA,GK,Barcelona,32,1989,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03,Matches,a9dc785c
410,Carlos Neva,es ESP,DF,Granada,25,1996,26,24,2108,23.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,1.1,1.9,0.03,0.05,0.08,0.03,0.08,Matches,8d47bb39
411,Saúl Ñíguez,es ESP,FWMF,Atlético Madrid,26,1994,3,2,201,2.2,0,1,0,0,0,0,0,0.00,0.45,0.45,0.00,0.45,0.2,0.2,0.2,0.4,0.10,0.08,0.19,0.10,0.19,Matches,c14bc029
412,Fernando Niño,es ESP,FW,Mallorca,20,2000,23,9,884,9.8,2,0,2,0,0,2,0,0.20,0.00,0.20,0.20,0.20,3.9,3.9,0.6,4.5,0.40,0.06,0.46,0.40,0.46,Matches,81d5c497
413,Peru Nolaskoain,es ESP,DF,Athletic Club,22,1998,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,857cb4f3
414,Nolito,es ESP,MF,Celta Vigo,34,1986,32,15,1384,15.4,2,0,2,0,0,2,0,0.13,0.00,0.13,0.13,0.13,3.1,3.1,2.1,5.2,0.20,0.14,0.34,0.20,0.34,Matches,b2d0ec1b
415,Randy Ntekja,fr FRA,FWMF,Rayo Vallecano,23,1997,34,16,1462,16.2,3,0,3,0,0,2,0,0.18,0.00,0.18,0.18,0.18,3.7,3.7,1.7,5.4,0.23,0.11,0.33,0.23,0.33,Matches,a6103274
416,Unai Núñez,es ESP,DF,Athletic Club,24,1997,9,7,622,6.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.2,1.0,0.12,0.03,0.15,0.12,0.15,Matches,be170419
417,Allan Nyom,cm CMR,DF,Getafe,33,1988,5,3,244,2.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.05,0.05,0.00,0.05,Matches,97572117
418,Jan Oblak,si SVN,GK,Atlético Madrid,28,1993,38,38,3420,38.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,ee8508c0
419,Lucas Ocampos,ar ARG,FW,Sevilla,27,1994,30,23,2125,23.6,6,4,6,0,0,7,0,0.25,0.17,0.42,0.25,0.42,6.4,6.4,2.2,8.6,0.27,0.09,0.36,0.27,0.36,Matches,a08b974a
420,Lucas Olaza,uy URU,DF,Elche,27,1994,5,3,295,3.3,1,0,1,0,0,1,0,0.31,0.00,0.31,0.31,0.31,0.8,0.8,0.4,1.2,0.25,0.11,0.36,0.25,0.36,Matches,4cee5954
421,Oier Olazábal,es ESP,GK,Espanyol,31,1989,2,1,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,b5bdf144
422,Brian Oliván,es ESP,DF,Mallorca,27,1994,28,24,2189,24.3,1,0,1,0,1,7,0,0.04,0.00,0.04,0.04,0.04,2.0,1.2,2.7,4.0,0.08,0.11,0.20,0.05,0.16,Matches,a3e4bf46
423,Mathías Olivera,uy URU,DF,Getafe,23,1997,32,32,2803,31.1,1,3,1,0,0,10,0,0.03,0.10,0.13,0.03,0.13,2.3,2.0,2.7,4.7,0.08,0.09,0.16,0.06,0.15,Matches,41c12f75
424,Javier Ontiveros,es ESP,FWMF,Osasuna,23,1997,3,0,39,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.22,0.00,0.22,0.22,0.22,Matches,a83d8b0c
425,Pedro Ortiz,es ESP,MF,Sevilla,20,2000,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.6,1.87,5.34,7.21,1.87,7.21,Matches,f9358b61
426,Milutin Osmajić,me MNE,FWMF,Cádiz,22,1999,10,2,257,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.17,0.00,0.17,0.17,0.17,Matches,375ed9d7
427,Jesús Owono,gq EQG,GK,Alavés,20,2001,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,d6e3d7fb
428,Mikel Oyarzabal,es ESP,FWMF,Real Sociedad,24,1997,22,19,1671,18.6,9,3,5,4,5,0,1,0.48,0.16,0.65,0.27,0.43,9.8,5.9,4.2,10.1,0.53,0.23,0.76,0.32,0.54,Matches,8c3c640c
429,Fernando Pacheco,es ESP,GK,Alavés,29,1992,34,34,3053,33.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.5,0.00,0.01,0.01,0.00,0.01,Matches,97852360
430,Jon Pacheco,es ESP,DF,Real Sociedad,20,2001,10,4,381,4.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,44150beb
431,Helibelton Palacios,co COL,DF,Elche,28,1993,26,22,1931,21.5,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.00,0.01,0.01,0.00,0.01,Matches,ac8b2421
432,Isaac Palazón Camacho,es ESP,FWMF,Rayo Vallecano,26,1994,34,27,2288,25.4,2,4,2,0,0,7,0,0.08,0.16,0.24,0.08,0.24,3.7,3.7,4.0,7.7,0.15,0.16,0.30,0.15,0.30,Matches,49dbab27
433,Daniel Parejo,es ESP,MF,Villarreal,32,1989,33,32,2704,30.0,2,10,1,1,1,3,0,0.07,0.33,0.40,0.03,0.37,1.7,0.9,8.0,8.9,0.06,0.27,0.32,0.03,0.30,Matches,7460ca0d
434,Raúl Parra,es ESP,DF,Cádiz,21,1999,2,1,88,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,647d39d2
435,Javier Pastore,ar ARG,MFFW,Elche,32,1989,13,6,525,5.8,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.8,1.3,0.09,0.14,0.23,0.09,0.23,Matches,881ef58c
436,Gabriel Paulista,br BRA,DF,Valencia,30,1990,19,19,1592,17.7,2,1,2,0,0,2,0,0.11,0.06,0.17,0.11,0.17,1.0,1.0,0.4,1.4,0.06,0.02,0.08,0.06,0.08,Matches,b7ca5c51
437,Alfonso Pedraza,es ESP,DF,Villarreal,25,1996,28,19,1701,18.9,4,4,4,0,0,2,0,0.21,0.21,0.42,0.21,0.42,2.0,2.0,4.4,6.4,0.11,0.23,0.34,0.11,0.34,Matches,63f04c6c
438,Pedri,es ESP,MF,Barcelona,18,2002,12,10,885,9.8,3,1,3,0,0,0,0,0.31,0.10,0.41,0.31,0.41,1.4,1.4,1.2,2.5,0.14,0.12,0.26,0.14,0.26,Matches,0d9b2d31
439,Pedrosa,es ESP,DF,Espanyol,23,1998,31,31,2720,30.2,1,1,1,0,0,8,0,0.03,0.03,0.07,0.03,0.07,1.6,1.6,1.6,3.2,0.05,0.05,0.11,0.05,0.11,Matches,112521d1
440,Facundo Pellistri,uy URU,MFFW,Alavés,19,2001,21,6,672,7.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.6,1.4,0.12,0.07,0.19,0.12,0.19,Matches,ac7e7b1c
441,Rubén Peña,es ESP,MFFW,Villarreal,30,1991,7,1,132,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.0,1.3,0.17,0.71,0.87,0.17,0.87,Matches,1f079188
