,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
105,William Carvalho,pt POR,MF,Betis,29,1992,33,20,1805,20.1,2,3,2,0,0,6,0,0.10,0.15,0.25,0.10,0.25,4.0,4.0,2.0,5.9,0.20,0.10,0.29,0.20,0.29,Matches,dee86451
106,Casemiro,br BRA,MF,Real Madrid,29,1992,32,31,2569,28.5,1,3,1,0,0,11,0,0.04,0.11,0.14,0.04,0.14,2.6,2.6,3.4,6.0,0.09,0.12,0.21,0.09,0.21,Matches,4d224fe8
107,Kiko Casilla,es ESP,GK,Elche,34,1986,14,14,1260,14.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches,58bc7d18
108,Catena,es ESP,DF,Rayo Vallecano,26,1994,36,36,3240,36.0,2,2,2,0,0,8,0,0.06,0.06,0.11,0.06,0.11,1.8,1.8,0.9,2.7,0.05,0.02,0.07,0.05,0.07,Matches,274ab13c
109,Dani Ceballos,es ESP,MF,Real Madrid,24,1996,11,2,276,3.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.7,0.2,0.9,0.25,0.07,0.32,0.24,0.31,Matches,c0617e2b
110,Franco Cervi,ar ARG,MF,Celta Vigo,27,1994,33,21,1801,20.0,4,3,4,0,0,5,0,0.20,0.15,0.35,0.20,0.35,3.2,3.2,1.2,4.4,0.16,0.06,0.22,0.16,0.22,Matches,5e1028e5
111,Chapela,es ESP,MFFW,Cádiz,22,1999,9,4,398,4.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.03,0.04,0.07,0.03,0.07,Matches,9ed40a69
112,Chema,es ESP,MF,Getafe,29,1992,1,1,45,0.5,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.06,0.07,0.14,0.06,0.14,Matches,7f203b54
113,Denis Cheryshev,ru RUS,MFFW,Valencia,30,1990,17,5,563,6.3,0,1,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,1.1,1.1,0.4,1.6,0.18,0.07,0.25,0.18,0.25,Matches,0ac94a23
114,Samuel Chukwueze,ng NGA,MFFW,Villarreal,22,1999,27,12,1333,14.8,3,3,3,0,0,4,0,0.20,0.20,0.41,0.20,0.41,4.5,4.5,4.9,9.4,0.30,0.33,0.64,0.30,0.64,Matches,b8a642fc
115,Víctor Chust,es ESP,DF,Cádiz,21,2000,25,20,1830,20.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.0,0.9,0.04,0.00,0.04,0.04,0.04,Matches,ec1a731e
116,Jasper Cillessen,nl NED,GK,Valencia,32,1989,17,17,1457,16.2,0,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,04ac8285
117,Pathé Ciss,sn SEN,MF,Rayo Vallecano,27,1994,31,11,1097,12.2,2,1,2,0,0,5,0,0.16,0.08,0.25,0.16,0.25,1.7,1.7,0.6,2.3,0.14,0.05,0.19,0.14,0.19,Matches,9a0408b6
118,Carlos Clerc,es ESP,DF,Levante,29,1992,19,18,1514,16.8,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,1.0,1.4,0.02,0.06,0.08,0.02,0.08,Matches,33a61a52
119,Coke,es ESP,DF,Levante,34,1987,6,1,118,1.3,1,0,1,0,0,1,0,0.76,0.00,0.76,0.76,0.76,0.6,0.6,0.0,0.7,0.47,0.03,0.50,0.47,0.50,Matches,6d8f8441
120,Álex Collado,es ESP,MFFW,Granada,22,1999,17,13,1020,11.3,2,1,2,0,0,1,0,0.18,0.09,0.26,0.18,0.26,1.1,1.1,1.2,2.3,0.10,0.10,0.20,0.10,0.20,Matches,85dace26
121,Eray Cömert,ch SUI,DF,Valencia,23,1998,8,5,408,4.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.09,0.02,0.11,0.09,0.11,Matches,15937e17
122,Santi Comesaña,es ESP,MF,Rayo Vallecano,24,1996,35,32,2682,29.8,1,2,1,0,0,12,1,0.03,0.07,0.10,0.03,0.10,3.9,3.9,2.4,6.3,0.13,0.08,0.21,0.13,0.21,Matches,5ae499d0
123,Diego Conde,es ESP,GK,Getafe,22,1998,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,4eae5bc4
124,Francis Coquelin,fr FRA,MF,Villarreal,30,1991,20,8,830,9.2,2,1,2,0,0,3,0,0.22,0.11,0.33,0.22,0.33,0.4,0.4,0.9,1.2,0.04,0.09,0.13,0.04,0.13,Matches,a6951bf8
125,Jesús Corona,mx MEX,FWDF,Sevilla,28,1993,18,12,1157,12.9,2,4,2,0,0,2,0,0.16,0.31,0.47,0.16,0.47,2.2,2.2,3.1,5.3,0.17,0.24,0.41,0.17,0.41,Matches,fb938d24
126,Ángel Correa,ar ARG,FWMF,Atlético Madrid,26,1995,36,21,1856,20.6,12,5,12,0,0,3,1,0.58,0.24,0.82,0.58,0.82,7.6,7.6,4.4,12.0,0.37,0.21,0.58,0.37,0.58,Matches,01eb744d
127,Thierry Correia,pt POR,DF,Valencia,22,1999,19,18,1414,15.7,0,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,0.7,0.9,0.01,0.04,0.06,0.01,0.06,Matches,c78b352d
128,Hélder Costa,ao ANG,MFFW,Valencia,27,1994,22,13,1118,12.4,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.5,0.5,2.3,2.8,0.04,0.18,0.22,0.04,0.22,Matches,f13d02a6
129,Jaume Costa,es ESP,DF,Mallorca,33,1988,25,21,1828,20.3,0,4,0,0,0,5,1,0.00,0.20,0.20,0.00,0.20,0.6,0.6,2.4,3.0,0.03,0.12,0.15,0.03,0.15,Matches,808d48f3
130,Thibaut Courtois,be BEL,GK,Real Madrid,29,1992,36,36,3240,36.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,1840e36d
131,Philippe Coutinho,br BRA,MFFW,Barcelona,29,1992,12,5,503,5.6,2,0,1,1,1,1,0,0.36,0.00,0.36,0.18,0.18,3.3,2.6,0.2,2.7,0.60,0.04,0.63,0.46,0.49,Matches,0ef89a37
132,Cristo,es ESP,DF,Real Sociedad,21,2000,1,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.13,0.19,0.06,0.19,Matches,ad81ba78
133,Juan Cruz Armada,es ESP,DF,Osasuna,29,1992,23,22,1934,21.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.01,0.00,0.01,0.01,0.01,Matches,a56da3ba
134,Marc Cucurella,es ESP,MFDF,Getafe,23,1998,1,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.24,0.49,0.73,0.24,0.73,Matches,1daec722
135,Jorge Cuenca,es ESP,DF,Getafe,21,1999,32,31,2683,29.8,1,0,1,0,0,6,2,0.03,0.00,0.03,0.03,0.03,1.1,1.1,0.1,1.2,0.04,0.00,0.04,0.04,0.04,Matches,0abc51f2
136,Matheus Cunha,br BRA,FW,Atlético Madrid,22,1999,29,8,1063,11.8,6,4,6,0,0,3,0,0.51,0.34,0.85,0.51,0.85,6.0,6.0,2.1,8.1,0.51,0.18,0.69,0.51,0.69,Matches,dc62b55d
137,Sergi Darder,es ESP,MF,Espanyol,27,1993,36,36,3125,34.7,3,9,3,0,0,4,0,0.09,0.26,0.35,0.09,0.35,3.1,3.1,3.8,6.9,0.09,0.11,0.20,0.09,0.20,Matches,070a3904
138,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,27,1994,36,24,2151,23.9,3,1,3,0,0,7,0,0.13,0.04,0.17,0.13,0.17,1.9,1.9,5.4,7.2,0.08,0.22,0.30,0.08,0.30,Matches,162efffd
139,Thomas Delaney,dk DEN,MF,Sevilla,29,1991,26,15,1549,17.2,2,1,2,0,0,4,1,0.12,0.06,0.17,0.12,0.17,1.4,1.4,1.0,2.4,0.08,0.06,0.14,0.08,0.14,Matches,fe641c1a
140,Ousmane Dembélé,fr FRA,FW,Barcelona,24,1997,21,15,1409,15.7,1,13,1,0,0,3,0,0.06,0.83,0.89,0.06,0.89,3.1,3.1,8.4,11.5,0.20,0.54,0.74,0.20,0.74,Matches,b19db005
141,Yusuf Demir,at AUT,FW,Barcelona,18,2003,6,2,192,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05,Matches,fa265f6d
142,Memphis Depay,nl NED,FW,Barcelona,27,1994,28,20,1851,20.6,12,2,8,4,5,3,0,0.58,0.10,0.68,0.39,0.49,11.5,7.5,5.1,12.7,0.56,0.25,0.81,0.37,0.62,Matches,8f696594
143,Sergiño Dest,us USA,DFFW,Barcelona,20,2000,21,17,1512,16.8,0,3,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,1.4,1.4,2.8,4.2,0.08,0.17,0.25,0.08,0.25,Matches,5976f83e
144,Boulaye Dia,sn SEN,FW,Villarreal,24,1996,25,13,1269,14.1,5,5,5,0,0,3,0,0.35,0.35,0.71,0.35,0.71,5.9,5.9,2.7,8.7,0.42,0.19,0.62,0.42,0.62,Matches,244bc2c8
145,Mouctar Diakhaby,gn GUI,DF,Valencia,24,1996,29,21,1948,21.6,0,1,0,0,0,11,0,0.00,0.05,0.05,0.00,0.05,0.9,0.9,0.4,1.3,0.04,0.02,0.06,0.04,0.06,Matches,d2110326
146,Javier Díaz,es ESP,GK,Sevilla,24,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,17a1299d
147,Víctor Díaz,es ESP,DF,Granada,33,1988,22,18,1500,16.7,1,0,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,0.8,0.8,0.1,0.9,0.05,0.01,0.05,0.05,0.05,Matches,3624ce4c
148,Landry Dimata,be BEL,FWMF,Espanyol,23,1997,17,4,541,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,0.6,2.1,0.26,0.10,0.35,0.26,0.35,Matches,b5f63410
149,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,27,1993,31,30,2772,30.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,fc70e345
150,Matías Dituro,ar ARG,GK,Celta Vigo,34,1987,38,38,3420,38.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,b6160ad0
151,Djené,tg TOG,DF,Getafe,29,1991,35,35,3115,34.6,0,1,0,0,0,11,1,0.00,0.03,0.03,0.00,0.03,0.2,0.2,0.5,0.7,0.01,0.01,0.02,0.01,0.02,Matches,a4971d84
152,Naïs Djouahra,fr FRA,FWMF,Real Sociedad,21,1999,7,1,219,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.13,0.20,0.34,0.13,0.34,Matches,3594a357
153,Marko Dmitrović,rs SRB,GK,Sevilla,29,1992,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,ac295d9e
154,Jaume Doménech,es ESP,GK,Valencia,30,1990,4,3,343,3.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,c9cb972b
155,Carlos Dominguez,es ESP,DF,Celta Vigo,20,2001,8,3,344,3.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches,3521abfe
156,Mario Dominguez,es ESP,FW,Valencia,17,2004,2,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,d709cd5c
157,John Donald,es ESP,DF,Elche,20,2000,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.4,0.18,0.03,0.21,0.18,0.21,Matches,5e95c000
158,Domingos Duarte,pt POR,DF,Granada,26,1995,21,19,1687,18.7,1,0,1,0,0,7,1,0.05,0.00,0.05,0.05,0.05,0.9,0.9,0.7,1.6,0.05,0.04,0.08,0.05,0.08,Matches,93090f69
159,Óscar Duarte,cr CRC,DF,Levante,32,1989,23,20,1773,19.7,2,0,2,0,0,5,0,0.10,0.00,0.10,0.10,0.10,1.4,1.4,0.4,1.8,0.07,0.02,0.09,0.07,0.09,Matches,aa0ac32d
160,Rubén Duarte,es ESP,DF,Alavés,25,1995,34,31,2621,29.1,0,4,0,0,0,12,1,0.00,0.14,0.14,0.00,0.14,0.4,0.4,2.4,2.8,0.01,0.08,0.10,0.01,0.10,Matches,1fe0492d
161,Unai Dufur,es ESP,DF,Osasuna,22,1999,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04,Matches,c261b5dd
162,Hugo Duro,es ESP,DFMF,Getafe,21,1999,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.82,0.00,0.82,0.82,0.82,Matches,37e103f8
163,Hugo Duro,es ESP,FWMF,Valencia,21,1999,30,22,1834,20.4,7,1,7,0,0,3,1,0.34,0.05,0.39,0.34,0.39,4.2,4.2,1.1,5.2,0.21,0.05,0.26,0.21,0.26,Matches,37e103f8
164,Aritz Elustondo,es ESP,DF,Real Sociedad,27,1994,30,22,2105,23.4,4,1,4,0,0,3,1,0.17,0.04,0.21,0.17,0.21,1.8,1.8,0.2,2.0,0.08,0.01,0.08,0.08,0.08,Matches,f7dc2ae5
165,Adri Embarba,es ESP,FWMF,Espanyol,29,1992,32,24,1986,22.1,0,2,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,3.7,3.7,3.2,6.9,0.17,0.14,0.31,0.17,0.31,Matches,db8f0eba
166,Emerson,br BRA,DF,Barcelona,22,1999,3,1,91,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,df8b52a5
167,Youssef En-Nesyri,ma MAR,FW,Sevilla,24,1997,23,15,1277,14.2,5,1,4,1,1,1,0,0.35,0.07,0.42,0.28,0.35,6.5,5.7,1.4,7.2,0.46,0.10,0.56,0.40,0.50,Matches,04e17fd5
168,Gonzalo Escalante,ar ARG,MF,Alavés,28,1993,17,15,1300,14.4,5,0,5,0,0,8,1,0.35,0.00,0.35,0.35,0.35,2.7,2.7,0.3,3.0,0.19,0.02,0.21,0.19,0.21,Matches,3f79a1c8
169,Aarón Escandell,es ESP,GK,Granada,25,1995,4,3,284,3.2,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,67669ce7
170,Sergio Escudero,es ESP,DFMF,Granada,31,1989,27,15,1434,15.9,2,1,2,0,0,6,0,0.13,0.06,0.19,0.13,0.19,1.1,1.1,1.5,2.6,0.07,0.09,0.16,0.07,0.16,Matches,b0616e3d
171,Alfonso Espino,uy URU,DF,Cádiz,29,1992,37,37,3329,37.0,2,2,2,0,0,6,0,0.05,0.05,0.11,0.05,0.11,1.8,1.6,3.1,4.7,0.05,0.08,0.13,0.04,0.13,Matches,db001fa9
172,Estanis,es ESP,FW,Barcelona,17,2003,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,ace50e9f
173,Pervis Estupiñán,ec ECU,DF,Villarreal,23,1998,28,17,1575,17.5,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,1.0,1.0,2.8,3.8,0.05,0.16,0.21,0.05,0.21,Matches,d38fdf53
174,Abdessamad Ezzalzouli,ma MAR,FW,Barcelona,19,2001,10,6,580,6.4,1,0,1,0,0,4,0,0.16,0.00,0.16,0.16,0.16,1.8,1.8,0.9,2.7,0.27,0.15,0.42,0.27,0.42,Matches,bed68338
175,Radamel Falcao,co COL,FW,Rayo Vallecano,35,1986,22,8,838,9.3,6,0,6,0,0,1,0,0.64,0.00,0.64,0.64,0.64,5.4,5.4,0.5,5.9,0.58,0.05,0.63,0.58,0.63,Matches,66116290
176,Fali,es ESP,DFMF,Cádiz,27,1993,28,23,1803,20.0,0,2,0,0,0,6,0,0.00,0.10,0.10,0.00,0.10,0.9,0.9,1.4,2.2,0.04,0.07,0.11,0.04,0.11,Matches,72a84002
177,Omar Faraj,se SWE,FW,Levante,19,2002,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,de627c8a
178,Ansu Fati,es ESP,FW,Barcelona,18,2002,10,3,336,3.7,4,0,4,0,0,0,0,1.07,0.00,1.07,1.07,1.07,1.6,1.6,0.5,2.1,0.42,0.14,0.56,0.42,0.56,Matches,0ba976e4
179,Aleix Febas,es ESP,MF,Mallorca,25,1996,4,1,117,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.17,0.17,0.00,0.17,Matches,38126309
180,Nabil Fekir,fr FRA,MF,Betis,28,1993,34,33,2794,31.0,6,8,6,0,0,7,1,0.19,0.26,0.45,0.19,0.45,6.1,6.1,8.5,14.6,0.20,0.28,0.47,0.20,0.47,Matches,bece776f
181,Felipe,br BRA,DF,Atlético Madrid,32,1989,26,15,1504,16.7,2,1,2,0,0,5,1,0.12,0.06,0.18,0.12,0.18,1.0,1.0,0.4,1.5,0.06,0.03,0.09,0.06,0.09,Matches,51a3c4c8
182,João Félix,pt POR,FWMF,Atlético Madrid,21,1999,24,13,1263,14.0,8,4,8,0,0,3,1,0.57,0.29,0.86,0.57,0.86,6.2,6.2,3.4,9.7,0.44,0.24,0.69,0.44,0.69,Matches,8aafd64f
183,Aitor Fernández,es ESP,GK,Levante,30,1991,13,13,1166,13.0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,a01c3d54
184,Álex Fernández,es ESP,MF,Cádiz,28,1992,32,22,2051,22.8,3,2,2,1,2,2,0,0.13,0.09,0.22,0.09,0.18,3.3,1.7,1.9,3.6,0.15,0.08,0.23,0.08,0.16,Matches,aa677a35
185,Fernando,br BRA,MFDF,Sevilla,34,1987,24,21,1850,20.6,1,1,1,0,0,6,0,0.05,0.05,0.10,0.05,0.10,0.8,0.8,0.3,1.1,0.04,0.02,0.05,0.04,0.05,Matches,41f32541
186,Fidel,es ESP,MF,Elche,31,1989,33,29,2261,25.1,5,6,4,1,1,9,0,0.20,0.24,0.44,0.16,0.40,2.9,2.1,4.6,6.7,0.12,0.18,0.30,0.08,0.27,Matches,eb82b6f1
187,José Fontán,es ESP,DF,Celta Vigo,21,2000,9,3,276,3.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.04,0.03,0.07,0.04,0.07,Matches,1827a42d
188,Dimitri Foulquier,fr FRA,DF,Granada,28,1993,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.04,0.04,0.00,0.04,Matches,45e17712
189,Dimitri Foulquier,fr FRA,DF,Valencia,28,1993,29,25,2342,26.0,0,1,0,0,0,11,0,0.00,0.04,0.04,0.00,0.04,0.9,0.9,0.9,1.9,0.04,0.04,0.07,0.04,0.07,Matches,45e17712
190,Juan Foyth,ar ARG,DF,Villarreal,23,1998,25,22,1924,21.4,1,1,1,0,0,6,1,0.05,0.05,0.09,0.05,0.09,0.8,0.8,0.9,1.8,0.04,0.04,0.08,0.04,0.08,Matches,6c7762c3
191,Enric Franquesa,es ESP,DFFW,Levante,24,1997,16,6,625,6.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.02,0.04,0.01,0.04,Matches,40883e3a
192,Jorge de Frutos,es ESP,MFFW,Levante,24,1997,25,20,1760,19.6,4,7,4,0,0,4,0,0.20,0.36,0.56,0.20,0.56,6.4,6.4,3.7,10.1,0.33,0.19,0.52,0.33,0.52,Matches,38ce1150
193,Javi Galán,es ESP,DF,Celta Vigo,26,1994,37,37,3298,36.6,0,3,0,0,0,8,0,0.00,0.08,0.08,0.00,0.08,0.6,0.6,2.5,3.1,0.02,0.07,0.09,0.02,0.08,Matches,a4b00319
194,Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,27,1993,22,17,1378,15.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.7,1.3,0.04,0.05,0.08,0.04,0.08,Matches,91f7631f
195,Thiago Galhardo,br BRA,FWMF,Celta Vigo,32,1989,31,9,1148,12.8,2,2,2,0,0,5,0,0.16,0.16,0.31,0.16,0.31,4.2,4.2,2.2,6.4,0.33,0.17,0.50,0.33,0.50,Matches,766f48dd
196,Álvaro García,es ESP,FWMF,Rayo Vallecano,28,1992,36,34,2998,33.3,7,4,7,0,0,6,0,0.21,0.12,0.33,0.21,0.33,6.9,6.9,5.3,12.2,0.21,0.16,0.36,0.21,0.36,Matches,90bbd822
197,Dani García,es ESP,MF,Athletic Club,31,1990,32,27,2177,24.2,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.7,1.3,0.02,0.03,0.05,0.02,0.05,Matches,240d3a0b
198,David García,es ESP,DF,Osasuna,27,1994,35,35,3105,34.5,4,0,4,0,0,8,0,0.12,0.00,0.12,0.12,0.12,1.5,1.5,0.5,2.0,0.04,0.02,0.06,0.04,0.06,Matches,3e42f707
199,Eric García,es ESP,DF,Barcelona,20,2001,26,23,2039,22.7,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.6,0.01,0.02,0.03,0.01,0.03,Matches,2bed3eab
200,Francisco Garcia,es ESP,DF,Rayo Vallecano,21,1999,34,34,3025,33.6,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,1.3,1.3,2.0,3.3,0.04,0.06,0.10,0.04,0.10,Matches,7226539b
201,Joan García,es ESP,GK,Espanyol,20,2001,2,1,108,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,87b498b0
202,Manu García,es ESP,MF,Alavés,23,1998,24,10,1077,12.0,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.5,0.5,1.3,1.8,0.04,0.11,0.15,0.04,0.15,Matches,6ed1a2a2
203,Raúl García,es ESP,FW,Athletic Club,35,1986,35,24,1802,20.0,6,2,6,0,1,3,0,0.30,0.10,0.40,0.30,0.40,6.1,5.3,3.0,8.2,0.30,0.15,0.45,0.26,0.41,Matches,b418dbd4
204,Rubén García,es ESP,MFFW,Osasuna,28,1993,37,30,2375,26.4,1,6,1,0,2,1,0,0.04,0.23,0.27,0.04,0.27,3.5,1.9,4.1,6.0,0.13,0.16,0.29,0.07,0.23,Matches,5c96b017
205,Saúl García,es ESP,MF,Alavés,26,1994,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,dafa5038
206,Unai García,es ESP,DF,Osasuna,29,1992,18,15,1408,15.6,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.02,0.01,0.03,0.02,0.03,Matches,4a633cfe
207,Mario Gaspar,es ESP,DF,Villarreal,30,1990,12,7,623,6.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.7,1.0,0.04,0.11,0.15,0.04,0.15,Matches,fb5d47b3
208,Gavi,es ESP,MFFW,Barcelona,16,2004,34,28,2316,25.7,2,5,2,0,0,11,1,0.08,0.19,0.27,0.08,0.27,4.4,4.4,3.0,7.4,0.17,0.12,0.29,0.17,0.29,Matches,19cae58d
209,Óscar Gil,es ESP,DF,Espanyol,23,1998,22,20,1688,18.8,0,2,0,0,0,7,0,0.00,0.11,0.11,0.00,0.11,0.3,0.3,2.2,2.5,0.02,0.11,0.13,0.02,0.13,Matches,6652cf96
210,Mario Gila,es ESP,DF,Real Madrid,20,2000,2,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,9c435456
211,Dani Gómez,es ESP,FW,Levante,23,1998,28,11,1063,11.8,4,2,4,0,0,1,0,0.34,0.17,0.51,0.34,0.51,5.3,5.3,1.9,7.2,0.44,0.16,0.61,0.44,0.61,Matches,0e5ddc7c
212,Maxi Gómez,uy URU,FW,Valencia,24,1996,29,21,1956,21.7,5,1,5,0,0,7,1,0.23,0.05,0.28,0.23,0.28,5.4,5.4,1.6,6.9,0.25,0.07,0.32,0.25,0.32,Matches,4c2e9442
213,Moi Gómez,es ESP,MFFW,Villarreal,27,1994,29,13,1286,14.3,2,2,2,0,0,2,0,0.14,0.14,0.28,0.14,0.28,2.7,2.7,2.9,5.6,0.19,0.20,0.39,0.19,0.39,Matches,5a626448
214,Papu Gómez,ar ARG,FWMF,Sevilla,33,1988,29,19,1784,19.8,5,1,5,0,0,4,0,0.25,0.05,0.30,0.25,0.30,2.7,2.6,2.6,5.2,0.14,0.13,0.27,0.13,0.26,Matches,6e4df551
215,Sergi Gómez,es ESP,DF,Espanyol,29,1992,31,31,2720,30.2,1,2,1,0,0,1,1,0.03,0.07,0.10,0.03,0.10,0.7,0.7,1.2,1.9,0.02,0.04,0.06,0.02,0.06,Matches,bc6f5f06
216,Maxime Gonalons,fr FRA,MF,Granada,32,1989,25,20,1550,17.2,0,2,0,0,0,6,0,0.00,0.12,0.12,0.00,0.12,0.5,0.5,0.9,1.4,0.03,0.05,0.08,0.03,0.08,Matches,b8c1de25
217,Diego González,es ESP,DF,Elche,26,1995,28,19,1793,19.9,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.02,0.01,0.03,0.02,0.03,Matches,4ac7608e
