,Unnamed: 0,Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xAG,npxG+xAG,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,shoot.90s,shoot.Gls,shoot.Sh,shoot.SoT,shoot.SoT%,shoot.Sh/90,shoot.SoT/90,shoot.G/Sh,shoot.G/SoT,shoot.Dist,shoot.FK,shoot.PK,shoot.PKatt,shoot.xG,shoot.npxG,shoot.npxG/Sh,shoot.G-xG,shoot.np:G-xG,pass.90s,pass.Cmp,pass.Att,pass.Cmp%,pass.TotDist,pass.PrgDist,pass.short.Cmp,pass.short.Att,pass.short.Cmp%,pass.med.Cmp,pass.med.Att,pass.med.Cmp%,pass.long.Cmp,pass.long.Att,pass.long.Cmp%,pass.Ast,pass.xAG,pass.xA,pass.A-xAG,pass.KP,pass.1/3,pass.PPA,pass.CrsPA,pass.Prog,defense.90s,defense.Plyrs_Tkld,defense.TklW,defense.Def 3rd,defense.Mid 3rd,defense.Att 3rd,defense.Tkl_Drib,defense.Att,defense.Tkl%,defense.Past,defense.Blocks,defense.Sh,defense.Pass,defense.Int,defense.Tkl+Int,defense.Clr,defense.Err,pos.90s,pos.Touches,pos.Def Pen,pos.Def 3rd,pos.Mid 3rd,pos.Att 3rd,pos.Att Pen,pos.Live,pos.drib.Succ,pos.drib.Att,pos.drib.Succ%,pos.drib.Mis,pos.drib.Dis,pos.rec.Rec,pos.rec.Prog,sca.S.90s,sca.S.SCA,sca.S.SCA90,sca.S.PassLive,sca.S.PassDead,sca.S.Drib,sca.S.Sh,sca.S.Fld,sca.S.Def,sca.S.GCA,sca.S.GCA90,sca.G.PassLive,sca.G.PassDead,sca.G.Drib,sca.G.Sh,sca.G.Fld,sca.G.Def,BaseGroup
832,832,Donyell Malen,nl NED,FW,Dortmund,22.0,27,20,1684,18.7,5,3,5,0,0,2,0,0.27,0.16,0.43,0.27,0.43,5.2,5.2,3.7,8.9,0.28,0.2,0.48,0.28,0.48,18.7,5,47,21,44.7,2.51,1.12,0.11,0.24,16.5,0.0,0,0,5.2,5.2,0.11,-0.2,-0.2,18.7,394.0,28.983957219251337,72.7,260.0534759358289,61.44385026737968,241.0,16.47058823529412,78.2,95.0,7.32620320855615,69.3,13.0,1.2834224598930482,54.2,3,3.7,2.1,-0.7,1.1229946524064172,1.0160427807486632,0.9625668449197862,0.26737967914438504,1.5508021390374331,18.7,0.6951871657754011,0.5347593582887701,0.21390374331550802,0.26737967914438504,0.21390374331550802,0.37433155080213903,13.0,53.8,0.32085561497326204,0.5347593582887701,0.0,10.0,0.5347593582887701,23.0,0.5882352941176471,0.0,18.7,40.58823529411765,0.7486631016042781,3.7967914438502675,15.133689839572193,22.13903743315508,4.919786096256685,759.0,34.0,2.8877005347593583,63.0,2.8342245989304815,1.4438502673796791,30.6951871657754,5.989304812834225,18.7,62.0,3.32,2.0320855614973263,0.0,0.42780748663101603,8.0,0.42780748663101603,0.0,12.0,0.64,6.0,0.0,1.0,3.0,2.0,0.0,Attack
834,834,Orel Mangala,be BEL,MF,Stuttgart,23.0,28,22,1853,20.6,1,3,1,0,0,4,0,0.05,0.15,0.19,0.05,0.19,2.0,2.0,3.0,5.1,0.1,0.15,0.25,0.1,0.25,20.6,1,17,8,47.1,0.83,0.39,0.06,0.13,16.9,0.0,0,0,2.0,2.0,0.12,-1.0,-1.0,20.6,655.0,38.495145631067956,82.6,476.8932038834951,104.02912621359222,339.0,18.834951456310677,87.4,249.0,13.640776699029125,88.6,32.0,2.4271844660194173,64.0,3,3.0,1.2,0.0,1.407766990291262,2.1844660194174756,0.4368932038834951,0.0,2.1359223300970873,20.6,0.8252427184466019,0.48543689320388345,0.24271844660194172,0.3398058252427184,0.24271844660194172,0.5339805825242718,22.0,50.0,0.5339805825242718,0.5339805825242718,4.0,7.0,0.5825242718446602,29.0,0.9223300970873786,1.0,20.6,47.961165048543684,1.4563106796116503,8.78640776699029,26.262135922330096,13.592233009708737,1.9902912621359221,988.0,43.0,3.5436893203883493,58.9,2.378640776699029,1.6990291262135921,34.02912621359223,2.7184466019417473,20.6,58.0,2.82,2.1359223300970873,0.0,0.3398058252427184,3.0,0.04854368932038835,0.14563106796116504,7.0,0.34,6.0,0.0,1.0,0.0,0.0,0.0,Attack
837,837,Omar Marmoush,eg EGY,FW,Stuttgart,22.0,21,19,1571,17.5,3,5,3,0,1,3,0,0.17,0.29,0.46,0.17,0.46,6.2,5.4,2.7,8.1,0.35,0.15,0.51,0.31,0.46,17.5,3,48,13,27.1,2.75,0.74,0.06,0.23,19.4,3.0,0,1,6.2,5.4,0.11,-3.2,-2.4,17.5,309.0,25.771428571428572,68.5,272.22857142857146,71.2,162.0,12.057142857142857,76.8,97.0,7.6,72.9,25.0,2.6285714285714286,54.3,5,2.7,2.0,2.3,1.8285714285714285,1.3714285714285714,0.45714285714285713,0.11428571428571428,1.3714285714285714,17.5,1.4857142857142858,0.9714285714285714,0.34285714285714286,0.8,0.34285714285714286,0.22857142857142856,20.0,20.0,0.9142857142857143,0.5142857142857142,1.0,8.0,0.4,33.0,0.34285714285714286,0.0,17.5,43.77142857142857,0.34285714285714286,3.6,20.571428571428573,20.571428571428573,4.3428571428571425,765.0,44.0,5.885714285714286,42.7,4.9714285714285715,2.342857142857143,30.97142857142857,5.885714285714286,17.5,68.0,3.9,1.8285714285714285,0.9714285714285714,0.5142857142857142,8.0,0.11428571428571428,0.0,10.0,0.57,3.0,3.0,1.0,2.0,1.0,0.0,Attack
853,853,Anthony Modeste,fr FRA,FW,Köln,33.0,32,31,2606,29.0,20,4,19,1,1,4,0,0.69,0.14,0.83,0.66,0.79,19.3,18.5,3.2,21.7,0.67,0.11,0.78,0.64,0.75,29.0,20,106,43,40.6,3.66,1.49,0.18,0.44,12.2,0.0,1,1,19.3,18.5,0.17,0.7,0.5,29.0,289.0,15.517241379310345,64.2,143.75862068965517,19.82758620689655,162.0,7.758620689655173,72.0,88.0,4.724137931034483,64.2,18.0,1.206896551724138,51.4,4,3.2,2.3,0.8,0.6896551724137931,0.6206896551724138,0.3103448275862069,0.034482758620689655,0.5172413793103449,29.0,0.3448275862068966,0.20689655172413793,0.13793103448275862,0.1724137931034483,0.034482758620689655,0.10344827586206896,18.0,16.7,0.5172413793103449,0.3793103448275862,2.0,9.0,0.13793103448275862,14.0,1.0,0.0,29.0,25.17241379310345,1.1724137931034482,2.0689655172413794,11.517241379310345,11.827586206896552,4.9655172413793105,729.0,5.0,0.4827586206896552,35.7,2.3793103448275863,0.7931034482758621,18.517241379310345,4.413793103448276,29.0,39.0,1.35,0.7931034482758621,0.0,0.034482758620689655,11.0,0.13793103448275862,0.0,5.0,0.17,1.0,0.0,1.0,2.0,1.0,0.0,Attack
861,861,Thomas Müller,de GER,MF,Bayern Munich,31.0,32,32,2558,28.4,8,18,8,0,0,0,0,0.28,0.63,0.91,0.28,0.91,10.7,10.7,14.0,24.7,0.38,0.49,0.87,0.38,0.87,28.4,8,55,26,47.3,1.94,0.91,0.15,0.31,13.2,0.0,0,0,10.7,10.7,0.2,-2.7,-2.7,28.4,1117.0,53.38028169014085,73.7,572.2183098591549,146.7605633802817,650.0,27.147887323943664,84.3,373.0,17.605633802816904,74.6,49.0,4.225352112676057,40.8,18,14.0,11.7,4.0,2.9577464788732395,2.7816901408450705,2.4295774647887325,0.5633802816901409,4.436619718309859,28.4,1.2323943661971832,0.7042253521126761,0.24647887323943662,0.5633802816901409,0.4225352112676057,0.5633802816901409,54.0,29.6,1.3380281690140845,1.1267605633802817,1.0,31.0,0.5281690140845071,50.0,0.4225352112676057,0.0,28.4,61.83098591549296,0.5633802816901409,4.366197183098592,26.93661971830986,30.845070422535212,5.633802816901409,1756.0,13.0,0.8098591549295775,56.5,1.8661971830985917,0.9154929577464789,47.85211267605634,9.366197183098592,28.4,148.0,5.21,4.612676056338028,0.07042253521126761,0.035211267605633804,9.0,0.10563380281690142,0.07042253521126761,25.0,0.88,24.0,0.0,0.0,0.0,0.0,1.0,Attack
863,863,Jamal Musiala,de GER,MFFW,Bayern Munich,18.0,30,12,1465,16.3,5,5,5,0,0,2,0,0.31,0.31,0.61,0.31,0.61,5.4,5.4,5.1,10.5,0.33,0.31,0.64,0.33,0.64,16.3,5,41,15,36.6,2.52,0.92,0.12,0.33,16.1,0.0,0,0,5.4,5.4,0.13,-0.4,-0.4,16.3,595.0,43.558282208588956,83.8,502.82208588957053,131.1042944785276,353.0,24.17177914110429,89.6,196.0,13.374233128834355,89.9,18.0,1.7177914110429446,64.3,5,5.1,5.2,-0.1,1.7177914110429446,3.8650306748466257,1.901840490797546,0.0,4.233128834355828,16.3,2.4539877300613497,1.5950920245398772,0.6748466257668712,0.9815950920245399,0.7975460122699386,0.920245398773006,36.0,41.7,1.2883435582822085,1.5337423312883436,0.0,25.0,1.165644171779141,59.0,0.12269938650306748,1.0,16.3,60.06134969325153,0.36809815950920244,6.8711656441717786,26.687116564417177,27.914110429447852,5.950920245398772,979.0,57.0,6.257668711656441,55.9,3.680981595092024,2.4539877300613497,42.392638036809814,8.098159509202453,16.3,77.0,4.73,3.558282208588957,0.0,0.5521472392638036,5.0,0.12269938650306748,0.18404907975460122,10.0,0.61,8.0,0.0,2.0,0.0,0.0,0.0,Attack
874,874,Florian Niederlechner,de GER,FW,Augsburg,30.0,26,13,1165,12.9,5,3,5,0,0,1,0,0.39,0.23,0.62,0.39,0.62,5.1,5.1,1.0,6.1,0.4,0.08,0.48,0.4,0.48,12.9,5,28,12,42.9,2.16,0.93,0.18,0.42,12.0,0.0,0,0,5.1,5.1,0.18,-0.1,-0.1,12.9,153.0,16.821705426356587,70.5,180.93023255813952,38.29457364341085,80.0,8.13953488372093,76.2,60.0,5.891472868217054,78.9,7.0,1.0077519379844961,53.8,3,1.0,1.0,2.0,1.1627906976744187,1.1627906976744187,0.15503875968992248,0.07751937984496124,0.9302325581395349,12.9,0.46511627906976744,0.38759689922480617,0.07751937984496124,0.23255813953488372,0.15503875968992248,0.31007751937984496,13.0,30.8,0.6976744186046512,0.6976744186046512,0.0,9.0,0.31007751937984496,10.0,0.5426356589147286,0.0,12.9,26.046511627906977,0.8527131782945736,2.558139534883721,12.55813953488372,11.395348837209301,4.108527131782946,336.0,8.0,2.093023255813953,29.6,1.937984496124031,1.2403100775193798,17.829457364341085,4.108527131782946,12.9,33.0,2.58,1.937984496124031,0.0,0.15503875968992248,3.0,0.23255813953488372,0.0,6.0,0.47,4.0,0.0,0.0,0.0,2.0,0.0,Attack
875,875,Håvard Nielsen,no NOR,MFFW,Greuther Fürth,28.0,26,14,1367,15.2,2,0,2,0,0,2,0,0.13,0.0,0.13,0.13,0.13,2.4,2.4,0.2,2.6,0.16,0.01,0.17,0.16,0.17,15.2,2,28,10,35.7,1.84,0.66,0.07,0.2,13.5,0.0,0,0,2.4,2.4,0.09,-0.4,-0.4,15.2,224.0,22.5,65.5,189.07894736842107,59.3421052631579,141.0,13.289473684210527,69.8,63.0,5.921052631578948,70.0,5.0,0.5263157894736842,62.5,0,0.2,0.5,-0.2,0.2631578947368421,1.7105263157894737,0.2631578947368421,0.06578947368421052,1.7105263157894737,15.2,1.118421052631579,0.7894736842105263,0.32894736842105265,0.7236842105263158,0.06578947368421052,0.5263157894736842,21.0,38.1,0.8552631578947368,1.1842105263157896,1.0,17.0,0.46052631578947373,24.0,1.4473684210526316,0.0,15.2,35.78947368421053,1.5789473684210527,4.736842105263158,18.42105263157895,12.960526315789474,3.75,544.0,16.0,2.1710526315789473,48.5,3.2894736842105265,1.25,24.93421052631579,4.868421052631579,15.2,21.0,1.38,0.8552631578947368,0.0,0.19736842105263158,1.0,0.19736842105263158,0.06578947368421052,3.0,0.2,3.0,0.0,0.0,0.0,0.0,0.0,Attack
877,877,Christopher Nkunku,fr FRA,FWMF,RB Leipzig,23.0,34,31,2723,30.3,20,13,19,1,1,2,0,0.66,0.43,1.09,0.63,1.06,17.7,16.9,10.4,27.4,0.59,0.34,0.93,0.56,0.9,30.3,20,81,39,48.1,2.68,1.29,0.23,0.49,16.3,8.0,1,1,17.7,16.9,0.21,2.3,2.1,30.3,813.0,34.224422442244226,78.4,366.8646864686469,93.36633663366337,452.0,17.26072607260726,86.4,237.0,9.702970297029703,80.6,45.0,2.6402640264026402,56.3,13,10.4,10.0,2.6,2.112211221122112,1.551155115511551,1.9801980198019802,0.198019801980198,3.036303630363036,30.3,0.759075907590759,0.33003300330033003,0.33003300330033003,0.36303630363036304,0.066006600660066,0.297029702970297,35.0,25.7,0.858085808580858,0.759075907590759,2.0,21.0,0.49504950495049505,38.0,0.49504950495049505,0.0,30.3,45.775577557755774,0.594059405940594,3.036303630363036,17.557755775577558,25.973597359735972,6.270627062706271,1386.0,66.0,3.267326732673267,66.7,3.597359735973597,1.6501650165016502,35.87458745874587,8.844884488448844,30.3,146.0,4.83,3.0033003300330035,0.297029702970297,0.594059405940594,12.0,0.429042904290429,0.099009900990099,31.0,1.02,19.0,0.0,5.0,2.0,4.0,1.0,Attack
878,878,Lukas Nmecha,de GER,FWMF,Wolfsburg,22.0,25,18,1627,18.1,8,0,8,0,0,5,0,0.44,0.0,0.44,0.44,0.44,9.8,9.8,2.7,12.4,0.54,0.15,0.69,0.54,0.69,18.1,8,52,22,42.3,2.88,1.22,0.15,0.36,12.8,0.0,0,0,9.8,9.8,0.19,-1.8,-1.8,18.1,258.0,21.8232044198895,65.3,197.8453038674033,35.35911602209944,156.0,11.823204419889501,72.9,71.0,5.580110497237569,70.3,15.0,1.7127071823204418,48.4,0,2.7,2.9,-2.7,0.7734806629834253,0.718232044198895,0.9392265193370165,0.16574585635359115,1.2154696132596685,18.1,0.6629834254143646,0.2762430939226519,0.2762430939226519,0.2762430939226519,0.11049723756906077,0.2762430939226519,19.0,26.3,0.7734806629834253,0.49723756906077343,1.0,8.0,0.22099447513812154,16.0,0.5524861878453038,0.0,18.1,34.14364640883978,0.4419889502762431,2.9281767955801103,15.690607734806628,15.85635359116022,5.359116022099447,618.0,22.0,2.154696132596685,56.4,4.198895027624309,1.4917127071823204,25.524861878453038,6.850828729281767,18.1,53.0,2.93,1.8232044198895025,0.0,0.38674033149171266,7.0,0.3314917127071823,0.0,6.0,0.33,4.0,0.0,0.0,1.0,1.0,0.0,Attack
886,886,Masaya Okugawa,jp JPN,MFFW,Arminia,25.0,33,30,2531,28.1,8,1,8,0,0,0,0,0.28,0.04,0.32,0.28,0.32,4.3,4.3,1.9,6.2,0.15,0.07,0.22,0.15,0.22,28.1,8,32,15,46.9,1.14,0.53,0.25,0.53,16.5,0.0,0,0,4.3,4.3,0.14,3.7,3.7,28.1,292.0,17.18861209964413,60.5,144.02135231316726,50.67615658362989,166.0,8.540925266903914,69.2,86.0,4.875444839857651,62.8,15.0,0.9964412811387899,53.6,1,1.9,0.9,-0.9,0.9608540925266903,1.103202846975089,0.39145907473309605,0.03558718861209964,1.1743772241992882,28.1,1.6370106761565835,0.889679715302491,0.6405693950177935,0.7829181494661921,0.21352313167259784,0.4270462633451957,37.0,32.4,0.889679715302491,1.0320284697508897,1.0,28.0,0.7117437722419928,66.0,0.4626334519572953,0.0,28.1,28.04270462633452,0.7117437722419928,4.911032028469751,11.601423487544483,11.95729537366548,2.526690391459075,788.0,20.0,1.8505338078291813,38.5,2.4555160142348753,0.9252669039145907,15.017793594306049,3.7010676156583626,28.1,42.0,1.49,1.1743772241992882,0.0,0.07117437722419928,2.0,0.10676156583629892,0.07117437722419928,3.0,0.11,2.0,0.0,0.0,1.0,0.0,0.0,Attack
889,889,Karim Onisiwo,at AUT,FW,Mainz 05,29.0,31,28,2361,26.2,5,8,5,0,0,0,0,0.19,0.3,0.5,0.19,0.5,10.0,10.0,7.2,17.3,0.38,0.28,0.66,0.38,0.66,26.2,5,65,19,29.2,2.48,0.72,0.08,0.26,13.6,0.0,0,0,10.0,10.0,0.15,-5.0,-5.0,26.2,333.0,21.641221374045802,58.7,181.03053435114504,49.80916030534351,189.0,10.381679389312977,69.5,98.0,5.801526717557252,64.5,22.0,1.6793893129770994,50.0,8,7.2,4.7,0.8,1.5267175572519085,0.916030534351145,0.9923664122137404,0.26717557251908397,1.6030534351145038,26.2,0.6870229007633588,0.3816793893129771,0.15267175572519084,0.22900763358778625,0.3053435114503817,0.26717557251908397,22.0,31.8,0.5725190839694657,1.0305343511450382,2.0,25.0,0.26717557251908397,25.0,0.3053435114503817,0.0,26.2,37.404580152671755,0.41984732824427484,2.213740458015267,14.427480916030534,21.450381679389313,6.412213740458015,980.0,49.0,4.618320610687023,40.5,4.847328244274809,1.717557251908397,26.946564885496183,7.824427480916031,26.2,90.0,3.43,2.366412213740458,0.0,0.5343511450381679,5.0,0.3435114503816794,0.0,12.0,0.46,10.0,0.0,1.0,1.0,0.0,0.0,Attack
900,900,Miloš Pantović,rs SRB,MFFW,Bochum,25.0,28,18,1533,17.0,4,3,3,1,1,2,0,0.23,0.18,0.41,0.18,0.35,5.9,5.1,4.8,9.9,0.35,0.28,0.63,0.3,0.58,17.0,4,22,10,45.5,1.29,0.59,0.14,0.3,18.0,0.0,1,1,5.9,5.1,0.23,-1.9,-2.1,17.0,324.0,30.0,63.5,328.1764705882353,117.0,155.0,12.235294117647058,74.5,113.0,10.176470588235293,65.3,42.0,5.235294117647059,47.2,3,4.8,4.5,-1.8,1.9411764705882353,2.176470588235294,1.0588235294117647,0.23529411764705882,2.235294117647059,17.0,1.1176470588235294,0.5882352941176471,0.47058823529411764,0.4117647058823529,0.23529411764705882,0.35294117647058826,25.0,24.0,1.1176470588235294,1.5294117647058822,4.0,22.0,1.0588235294117647,37.0,0.8235294117647058,0.0,17.0,39.76470588235294,1.411764705882353,7.352941176470588,17.823529411764707,14.882352941176471,2.588235294117647,675.0,6.0,0.8823529411764706,40.0,1.8823529411764706,0.7058823529411765,23.0,3.4705882352941178,17.0,55.0,3.23,2.0588235294117645,0.7058823529411765,0.0,3.0,0.17647058823529413,0.11764705882352941,7.0,0.41,6.0,0.0,0.0,1.0,0.0,0.0,Attack
905,905,Paulinho,br BRA,FWMF,Leverkusen,21.0,24,14,1218,13.5,4,1,4,0,0,1,0,0.3,0.07,0.37,0.3,0.37,4.8,4.8,2.3,7.1,0.35,0.17,0.52,0.35,0.52,13.5,4,27,14,51.9,2.0,1.03,0.15,0.29,13.7,0.0,0,0,4.8,4.8,0.18,-0.8,-0.8,13.5,401.0,37.407407407407405,79.4,378.0,92.51851851851852,252.0,20.88888888888889,89.4,104.0,9.407407407407407,81.9,13.0,1.7777777777777777,54.2,1,2.3,2.1,-1.3,1.5555555555555556,1.5555555555555556,1.037037037037037,0.14814814814814814,2.740740740740741,13.5,1.6296296296296295,0.9629629629629629,0.4444444444444444,0.9629629629629629,0.2222222222222222,0.9629629629629629,27.0,48.1,1.037037037037037,1.037037037037037,1.0,13.0,0.4444444444444444,28.0,0.5185185185185185,0.0,13.5,50.074074074074076,0.8148148148148148,5.62962962962963,23.11111111111111,22.444444444444443,4.592592592592593,676.0,27.0,3.925925925925926,50.9,2.814814814814815,1.4074074074074074,38.74074074074074,7.333333333333333,13.5,50.0,3.69,2.4444444444444446,0.2962962962962963,0.2222222222222222,4.0,0.37037037037037035,0.07407407407407407,8.0,0.59,5.0,0.0,2.0,1.0,0.0,0.0,Attack
913,913,Jens Petter Hauge,no NOR,MFFW,Eint Frankfurt,21.0,26,9,1040,11.6,2,2,2,0,0,4,0,0.17,0.17,0.35,0.17,0.35,2.2,2.2,1.4,3.5,0.19,0.12,0.31,0.19,0.31,11.6,2,19,10,52.6,1.64,0.87,0.11,0.2,15.9,0.0,0,0,2.2,2.2,0.11,-0.2,-0.2,11.6,305.0,36.724137931034484,71.6,378.1034482758621,73.10344827586208,185.0,19.74137931034483,80.8,85.0,9.39655172413793,78.0,19.0,3.706896551724138,44.2,2,1.4,0.9,0.6,1.0344827586206897,1.3793103448275863,0.6896551724137931,0.1724137931034483,1.896551724137931,11.6,1.206896551724138,0.4310344827586207,0.5172413793103449,0.603448275862069,0.08620689655172414,0.603448275862069,23.0,30.4,1.3793103448275863,0.603448275862069,0.0,7.0,0.25862068965517243,17.0,0.4310344827586207,0.0,11.6,48.96551724137931,0.9482758620689655,6.120689655172414,25.60344827586207,18.10344827586207,3.0172413793103448,568.0,27.0,3.793103448275862,61.4,3.0172413793103448,2.0689655172413794,35.0,5.344827586206897,11.6,34.0,2.95,2.413793103448276,0.0,0.1724137931034483,2.0,0.08620689655172414,0.08620689655172414,5.0,0.43,5.0,0.0,0.0,0.0,0.0,0.0,Attack
919,919,Alassane Pléa,fr FRA,MFFW,M'Gladbach,28.0,33,24,2070,23.0,10,6,7,3,3,4,0,0.43,0.26,0.7,0.3,0.57,9.3,6.9,8.4,15.2,0.4,0.36,0.77,0.3,0.66,23.0,10,59,23,39.0,2.57,1.0,0.12,0.3,17.7,0.0,3,3,9.3,6.9,0.12,0.7,0.1,23.0,575.0,34.391304347826086,72.7,411.5652173913044,134.91304347826087,285.0,15.521739130434783,79.8,198.0,10.826086956521738,79.5,61.0,3.9130434782608696,67.8,6,8.4,7.6,-2.4,2.4347826086956523,3.5652173913043477,1.6956521739130435,0.17391304347826086,5.260869565217392,23.0,0.782608695652174,0.6086956521739131,0.2608695652173913,0.391304347826087,0.13043478260869565,0.30434782608695654,20.0,35.0,0.5652173913043478,0.391304347826087,1.0,8.0,0.17391304347826086,22.0,0.43478260869565216,0.0,23.0,44.0,0.7391304347826086,3.0434782608695654,22.73913043478261,18.91304347826087,3.739130434782609,1009.0,33.0,2.9130434782608696,49.3,1.7826086956521738,1.0,33.52173913043478,6.217391304347826,23.0,105.0,4.57,3.652173913043478,0.043478260869565216,0.30434782608695654,7.0,0.21739130434782608,0.043478260869565216,9.0,0.39,8.0,0.0,0.0,1.0,0.0,0.0,Attack
921,921,Sebastian Polter,de GER,FW,Bochum,30.0,33,27,2341,26.0,10,1,9,1,2,2,0,0.38,0.04,0.42,0.35,0.38,10.2,8.6,2.7,11.3,0.39,0.1,0.49,0.33,0.43,26.0,10,54,21,38.9,2.08,0.81,0.17,0.43,12.0,0.0,1,2,10.2,8.6,0.16,-0.2,0.4,26.0,269.0,19.26923076923077,53.7,134.73076923076923,41.23076923076923,163.0,10.0,62.7,68.0,5.1923076923076925,50.4,13.0,1.1538461538461537,43.3,1,2.7,1.4,-1.7,1.0769230769230769,1.1153846153846154,0.23076923076923078,0.038461538461538464,1.4230769230769231,26.0,0.34615384615384615,0.11538461538461539,0.038461538461538464,0.15384615384615385,0.15384615384615385,0.07692307692307693,11.0,18.2,0.34615384615384615,0.5769230769230769,5.0,10.0,0.07692307692307693,11.0,0.9230769230769231,0.0,26.0,28.96153846153846,1.3076923076923077,2.0384615384615383,13.26923076923077,13.692307692307692,4.961538461538462,751.0,4.0,0.5769230769230769,26.7,2.8461538461538463,1.3076923076923077,21.96153846153846,4.269230769230769,26.0,55.0,2.12,1.5384615384615385,0.0,0.07692307692307693,3.0,0.38461538461538464,0.0,3.0,0.12,1.0,0.0,0.0,0.0,2.0,0.0,Attack
924,924,Yussuf Poulsen,dk DEN,FWMF,RB Leipzig,27.0,25,12,1079,12.0,6,0,6,0,0,2,0,0.5,0.0,0.5,0.5,0.5,5.4,5.4,1.8,7.3,0.45,0.15,0.6,0.45,0.6,12.0,6,28,13,46.4,2.34,1.08,0.21,0.46,13.0,0.0,0,0,5.4,5.4,0.19,0.6,0.6,12.0,212.0,27.0,65.4,226.16666666666666,61.916666666666664,132.0,14.583333333333334,75.4,50.0,6.083333333333333,68.5,10.0,1.4166666666666667,58.8,0,1.8,1.7,-1.8,0.6666666666666666,1.1666666666666667,0.75,0.08333333333333333,1.75,12.0,1.0833333333333333,0.3333333333333333,0.25,0.5,0.3333333333333333,0.25,13.0,23.1,0.8333333333333334,1.0833333333333333,0.0,13.0,0.25,16.0,0.75,0.0,12.0,40.166666666666664,1.0833333333333333,2.3333333333333335,21.833333333333332,16.416666666666668,5.25,482.0,12.0,1.75,57.1,4.166666666666667,2.6666666666666665,31.583333333333332,6.833333333333333,12.0,30.0,2.5,1.6666666666666667,0.0,0.08333333333333333,3.0,0.4166666666666667,0.08333333333333333,6.0,0.5,4.0,0.0,0.0,0.0,2.0,0.0,Attack
936,936,Marco Reus,de GER,MFFW,Dortmund,32.0,29,29,2503,27.8,9,13,9,0,0,2,0,0.32,0.47,0.79,0.32,0.79,10.8,10.8,8.4,19.2,0.39,0.3,0.69,0.39,0.69,27.8,9,51,22,43.1,1.83,0.79,0.18,0.41,15.8,8.0,0,0,10.8,10.8,0.21,-1.8,-1.8,27.8,1003.0,44.67625899280576,80.8,482.8776978417266,123.9568345323741,581.0,24.280575539568346,86.1,267.0,11.762589928057553,81.7,54.0,2.841726618705036,68.4,13,8.4,6.2,4.6,1.870503597122302,2.8776978417266186,1.3669064748201438,0.1079136690647482,3.381294964028777,27.8,1.618705035971223,1.079136690647482,0.4676258992805755,0.7553956834532374,0.39568345323741005,0.5755395683453237,42.0,38.1,0.935251798561151,0.8273381294964028,6.0,17.0,0.4316546762589928,57.0,1.474820143884892,1.0,27.8,56.33093525179856,1.870503597122302,6.9784172661870505,27.01438848920863,22.589928057553955,3.920863309352518,1566.0,28.0,2.3741007194244603,42.4,2.2302158273381294,1.1870503597122302,41.76258992805755,6.0791366906474815,27.8,103.0,3.7,2.7338129496402876,0.3237410071942446,0.03597122302158273,5.0,0.3597122302158273,0.07194244604316546,25.0,0.9,17.0,1.0,1.0,1.0,4.0,1.0,Attack
942,942,Marco Richter,de GER,FWMF,Hertha BSC,23.0,30,19,1704,18.9,5,1,5,0,0,6,0,0.26,0.05,0.32,0.26,0.32,4.0,4.0,1.8,5.8,0.21,0.1,0.31,0.21,0.31,18.9,5,44,17,38.6,2.32,0.9,0.11,0.29,20.1,3.0,0,0,4.0,4.0,0.09,1.0,1.0,18.9,345.0,27.883597883597886,65.5,294.65608465608466,98.8888888888889,175.0,11.640211640211641,79.5,112.0,8.994708994708995,65.9,40.0,4.074074074074074,51.9,1,1.8,2.2,-0.8,0.8994708994708995,1.5343915343915344,0.8994708994708995,0.21164021164021166,2.1164021164021167,18.9,1.5873015873015874,0.8465608465608466,0.7407407407407408,0.5291005291005292,0.3174603174603175,0.6878306878306879,36.0,36.1,1.216931216931217,1.5873015873015874,4.0,26.0,0.8465608465608466,46.0,1.26984126984127,0.0,18.9,43.96825396825397,1.3756613756613758,8.571428571428573,18.14814814814815,17.883597883597886,2.6984126984126986,831.0,16.0,2.433862433862434,34.8,3.650793650793651,1.851851851851852,27.354497354497358,3.8624338624338628,18.9,47.0,2.48,1.3227513227513228,0.4232804232804233,0.2645502645502646,4.0,0.2645502645502646,0.0,2.0,0.11,1.0,0.0,0.0,0.0,1.0,0.0,Attack
