,Unnamed: 0,Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xAG,npxG+xAG,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,shoot.90s,shoot.Gls,shoot.Sh,shoot.SoT,shoot.SoT%,shoot.Sh/90,shoot.SoT/90,shoot.G/Sh,shoot.G/SoT,shoot.Dist,shoot.FK,shoot.PK,shoot.PKatt,shoot.xG,shoot.npxG,shoot.npxG/Sh,shoot.G-xG,shoot.np:G-xG,pass.90s,pass.Cmp,pass.Att,pass.Cmp%,pass.TotDist,pass.PrgDist,pass.short.Cmp,pass.short.Att,pass.short.Cmp%,pass.med.Cmp,pass.med.Att,pass.med.Cmp%,pass.long.Cmp,pass.long.Att,pass.long.Cmp%,pass.Ast,pass.xAG,pass.xA,pass.A-xAG,pass.KP,pass.1/3,pass.PPA,pass.CrsPA,pass.Prog,defense.90s,defense.Plyrs_Tkld,defense.TklW,defense.Def 3rd,defense.Mid 3rd,defense.Att 3rd,defense.Tkl_Drib,defense.Att,defense.Tkl%,defense.Past,defense.Blocks,defense.Sh,defense.Pass,defense.Int,defense.Tkl+Int,defense.Clr,defense.Err,pos.90s,pos.Touches,pos.Def Pen,pos.Def 3rd,pos.Mid 3rd,pos.Att 3rd,pos.Att Pen,pos.Live,pos.drib.Succ,pos.drib.Att,pos.drib.Succ%,pos.drib.Mis,pos.drib.Dis,pos.rec.Rec,pos.rec.Prog,sca.S.90s,sca.S.SCA,sca.S.SCA90,sca.S.PassLive,sca.S.PassDead,sca.S.Drib,sca.S.Sh,sca.S.Fld,sca.S.Def,sca.S.GCA,sca.S.GCA90,sca.G.PassLive,sca.G.PassDead,sca.G.Drib,sca.G.Sh,sca.G.Fld,sca.G.Def,BaseGroup
3,3,Kristoffer Ajer,no NOR,DF,Brentford,23.0,24,23,1995,22.2,1,3,1,0,0,5,0,0.05,0.14,0.18,0.05,0.18,0.8,0.8,2.2,3.1,0.04,0.1,0.14,0.04,0.14,22.2,1,7,1,14.3,0.32,0.05,0.14,1.0,8.8,0.0,0,0,0.8,0.8,0.12,0.2,0.2,22.2,627.0,40.18018018018018,70.3,456.44144144144144,213.46846846846847,303.0,16.756756756756758,81.5,255.0,15.405405405405405,74.6,47.0,4.72972972972973,44.8,3,2.2,1.8,0.8,0.3603603603603604,1.8468468468468469,0.5855855855855856,0.0900900900900901,2.9729729729729732,22.2,1.3063063063063063,0.8108108108108109,0.9459459459459459,0.2702702702702703,0.0900900900900901,0.5855855855855856,21.0,61.9,0.3603603603603604,0.8558558558558559,11.0,8.0,1.1711711711711712,55.0,3.3333333333333335,0.0,22.2,49.054054054054056,4.81981981981982,19.90990990990991,21.576576576576578,8.018018018018019,1.3963963963963963,1089.0,13.0,0.8108108108108109,72.2,1.1261261261261262,0.3153153153153153,23.693693693693696,0.7207207207207208,22.2,33.0,1.5,0.9459459459459459,0.2702702702702703,0.0900900900900901,1.0,0.04504504504504505,0.0900900900900901,6.0,0.27,2.0,1.0,2.0,0.0,1.0,0.0,Defense
15,15,Daniel Amartey,gh GHA,DF,Leicester City,26.0,28,23,2123,23.6,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.01,0.01,0.0,0.01,23.6,0,2,1,50.0,0.08,0.04,0.0,0.0,34.1,0.0,0,0,0.0,0.0,0.02,0.0,0.0,23.6,1399.0,65.50847457627118,90.5,1069.7457627118642,355.9322033898305,508.0,23.30508474576271,92.4,769.0,34.32203389830508,94.9,103.0,5.932203389830508,73.6,0,0.3,0.4,-0.3,0.1694915254237288,3.0084745762711864,0.0423728813559322,0.0,2.0762711864406778,23.6,1.1016949152542372,0.5508474576271186,0.8050847457627118,0.2966101694915254,0.0,0.8050847457627118,29.0,65.5,0.423728813559322,1.271186440677966,22.0,8.0,0.8898305084745762,47.0,3.9406779661016946,4.0,23.6,74.23728813559322,10.508474576271185,36.99152542372881,35.29661016949152,2.2033898305084745,0.2542372881355932,1752.0,6.0,0.2966101694915254,85.7,0.2966101694915254,0.0423728813559322,54.02542372881356,0.0423728813559322,23.6,17.0,0.72,0.7203389830508474,0.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Defense
16,16,Joachim Andersen,dk DEN,DF,Crystal Palace,25.0,34,32,2916,32.4,0,3,0,0,0,4,0,0.0,0.09,0.09,0.0,0.09,0.9,0.9,2.1,2.9,0.03,0.06,0.09,0.03,0.09,32.4,0,8,3,37.5,0.25,0.09,0.0,0.0,15.2,1.0,0,0,0.9,0.9,0.11,-0.9,-0.9,32.4,1911.0,72.56172839506173,81.3,1362.4691358024693,488.7345679012346,410.0,14.814814814814815,85.4,1138.0,37.77777777777778,93.0,349.0,18.641975308641975,57.8,3,2.1,1.9,0.9,0.617283950617284,4.660493827160494,0.3395061728395062,0.0617283950617284,2.685185185185185,32.4,0.9259259259259259,0.7098765432098766,0.6481481481481481,0.2777777777777778,0.0,0.4938271604938272,27.0,59.3,0.3395061728395062,0.8950617283950618,19.0,10.0,1.1419753086419753,67.0,3.858024691358025,3.0,32.4,80.67901234567901,13.117283950617285,47.46913580246914,31.01851851851852,2.469135802469136,0.9876543209876544,2614.0,7.0,0.2777777777777778,77.8,0.2469135802469136,0.2469135802469136,57.46913580246914,0.0617283950617284,32.4,31.0,0.96,0.8641975308641976,0.0308641975308642,0.0,1.0,0.0,0.0308641975308642,4.0,0.12,3.0,0.0,0.0,1.0,0.0,0.0,Defense
39,39,Jan Bednarek,pl POL,DF,Southampton,25.0,31,30,2629,29.2,4,0,4,0,0,10,0,0.14,0.0,0.14,0.14,0.14,2.4,2.4,0.5,2.9,0.08,0.02,0.1,0.08,0.1,29.2,4,19,7,36.8,0.65,0.24,0.21,0.57,8.9,0.0,0,0,2.4,2.4,0.13,1.6,1.6,29.2,1201.0,51.02739726027397,80.6,761.0958904109589,274.0068493150685,462.0,17.910958904109588,88.3,597.0,23.732876712328768,86.1,117.0,7.910958904109589,50.6,0,0.5,0.7,-0.5,0.20547945205479454,2.7739726027397262,0.03424657534246575,0.03424657534246575,1.5753424657534247,29.2,1.095890410958904,0.5136986301369864,0.6164383561643836,0.4452054794520548,0.03424657534246575,0.6506849315068494,33.0,57.6,0.4794520547945206,1.6438356164383563,27.0,21.0,2.4657534246575343,104.0,4.828767123287672,0.0,29.2,62.397260273972606,7.02054794520548,29.554794520547947,30.924657534246577,2.363013698630137,1.0273972602739727,1822.0,1.0,0.03424657534246575,100.0,0.2397260273972603,0.136986301369863,33.97260273972603,0.136986301369863,29.2,22.0,0.75,0.5136986301369864,0.10273972602739727,0.0,1.0,0.0,0.10273972602739727,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Defense
59,59,Dan Burn,eng ENG,DF,Newcastle Utd,29.0,16,16,1440,16.0,0,1,0,0,0,4,0,0.0,0.06,0.06,0.0,0.06,0.9,0.9,0.4,1.3,0.06,0.03,0.08,0.06,0.08,16.0,0,11,1,9.1,0.69,0.06,0.0,0.0,10.3,0.0,0,0,0.9,0.9,0.08,-0.9,-0.9,16.0,459.0,36.6875,78.2,543.8125,176.5625,154.0,11.625,82.8,263.0,19.0,86.5,35.0,5.125,42.7,1,0.4,0.3,0.6,0.25,2.0,0.0,0.0,1.5625,16.0,0.9375,0.625,0.625,0.25,0.0625,0.4375,11.0,63.6,0.25,1.375,14.0,8.0,1.25,35.0,6.3125,0.0,16.0,48.5625,8.0625,25.875,20.3125,2.5625,1.3125,777.0,0.0,0.0,,0.25,0.1875,23.875,0.125,16.0,7.0,0.44,0.375,0.0,0.0,0.0,0.0,0.0625,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Defense
60,60,Dan Burn,eng ENG,DF,Brighton,29.0,13,12,1022,11.4,1,0,1,0,0,4,0,0.09,0.0,0.09,0.09,0.09,1.6,1.5,0.5,2.0,0.14,0.04,0.18,0.13,0.18,11.4,1,7,3,42.9,0.62,0.26,0.14,0.33,8.4,0.0,0,0,1.6,1.5,0.22,-0.6,-0.5,11.4,523.0,56.57894736842105,81.1,889.7368421052631,277.8070175438596,171.0,17.982456140350877,83.4,298.0,29.035087719298243,90.0,49.0,7.894736842105263,54.4,0,0.5,0.1,-0.5,0.17543859649122806,3.7719298245614032,0.08771929824561403,0.0,3.245614035087719,11.4,1.9298245614035088,1.0526315789473684,1.1403508771929824,0.7017543859649122,0.08771929824561403,0.5263157894736842,15.0,40.0,0.7894736842105263,1.2280701754385965,10.0,4.0,2.1052631578947367,46.0,4.473684210526316,0.0,11.4,69.3859649122807,7.982456140350877,33.07017543859649,32.80701754385965,3.9473684210526314,1.0526315789473684,791.0,0.0,0.2631578947368421,0.0,0.6140350877192983,0.08771929824561403,44.3859649122807,0.2631578947368421,11.4,10.0,0.88,0.5263157894736842,0.0,0.0,1.0,0.0,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defense
62,62,Sam Byram,eng ENG,DF,Norwich City,27.0,15,11,1027,11.4,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.4,1.1,0.07,0.03,0.1,0.07,0.1,11.4,0,7,1,14.3,0.61,0.09,0.0,0.0,10.1,0.0,0,0,0.8,0.8,0.11,-0.8,-0.8,11.4,393.0,45.175438596491226,76.3,524.6491228070175,173.0701754385965,219.0,21.75438596491228,88.3,144.0,17.280701754385966,73.1,17.0,3.1578947368421053,47.2,0,0.4,0.3,-0.4,0.3508771929824561,1.3157894736842104,0.17543859649122806,0.0,1.4912280701754386,11.4,2.1052631578947367,1.3157894736842104,1.4912280701754386,0.5263157894736842,0.08771929824561403,1.6666666666666665,27.0,70.4,0.7017543859649122,1.8421052631578947,11.0,10.0,1.9298245614035088,46.0,4.2105263157894735,0.0,11.4,58.1578947368421,6.9298245614035086,26.666666666666664,21.842105263157894,10.087719298245613,1.4035087719298245,663.0,3.0,0.7017543859649122,37.5,0.7017543859649122,0.3508771929824561,29.035087719298243,0.7894736842105263,11.4,12.0,1.05,0.5263157894736842,0.08771929824561403,0.08771929824561403,2.0,0.08771929824561403,0.08771929824561403,3.0,0.26,0.0,0.0,0.0,1.0,1.0,1.0,Defense
73,73,Craig Cathcart,nir NIR,DF,Watford,32.0,31,27,2396,26.6,0,1,0,0,0,3,0,0.0,0.04,0.04,0.0,0.04,0.2,0.2,1.1,1.3,0.01,0.04,0.05,0.01,0.05,26.6,0,3,0,0.0,0.11,0.0,0.0,,10.2,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,26.6,767.0,35.82706766917293,80.5,602.6315789473684,201.01503759398494,231.0,10.375939849624059,83.7,418.0,17.894736842105264,87.8,112.0,6.917293233082707,60.9,1,1.1,0.4,-0.1,0.11278195488721804,1.8045112781954886,0.15037593984962405,0.03759398496240601,1.3909774436090225,26.6,1.2030075187969924,0.5639097744360902,0.9398496240601504,0.22556390977443608,0.03759398496240601,0.6015037593984962,30.0,53.3,0.5263157894736842,1.4661654135338344,29.0,10.0,1.0526315789473684,60.0,4.962406015037594,3.0,26.6,45.338345864661655,7.63157894736842,24.81203007518797,18.64661654135338,2.0676691729323307,0.41353383458646614,1206.0,0.0,0.03759398496240601,0.0,0.22556390977443608,0.07518796992481203,23.909774436090224,0.0,26.6,8.0,0.3,0.22556390977443608,0.0,0.0,0.0,0.0,0.07518796992481203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defense
76,76,Trevoh Chalobah,eng ENG,DF,Chelsea,22.0,20,17,1449,16.1,3,1,3,0,0,2,0,0.19,0.06,0.25,0.19,0.25,1.3,1.3,0.4,1.7,0.08,0.03,0.11,0.08,0.11,16.1,3,9,7,77.8,0.56,0.43,0.33,0.43,18.8,0.0,0,0,1.3,1.3,0.15,1.7,1.7,16.1,1158.0,79.6894409937888,90.3,1152.7329192546583,329.44099378881987,564.0,37.701863354037265,92.9,517.0,34.03726708074534,94.3,60.0,5.838509316770186,63.8,1,0.4,0.5,0.6,0.24844720496894407,6.583850931677018,0.37267080745341613,0.0,2.795031055900621,16.1,2.484472049689441,1.6770186335403725,1.3664596273291925,1.1180124223602483,0.0,1.4906832298136645,31.0,77.4,0.43478260869565216,0.9937888198757763,6.0,10.0,1.1801242236024843,59.0,2.670807453416149,2.0,16.1,89.62732919254658,4.22360248447205,29.751552795031053,51.80124223602484,8.571428571428571,0.6211180124223602,1443.0,10.0,0.7453416149068323,83.3,0.6211180124223602,0.43478260869565216,66.52173913043478,0.37267080745341613,16.1,14.0,0.87,0.6832298136645962,0.0,0.0,1.0,0.06211180124223602,0.06211180124223602,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Defense
83,83,Andreas Christensen,dk DEN,DF,Chelsea,25.0,19,17,1496,16.6,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,0.03,0.02,0.04,0.03,0.04,16.6,0,5,0,0.0,0.3,0.0,0.0,,19.7,0.0,0,0,0.4,0.4,0.09,-0.4,-0.4,16.6,1201.0,80.48192771084337,89.9,1274.9397590361446,447.22891566265054,495.0,32.2289156626506,92.5,586.0,38.01204819277108,92.9,100.0,8.132530120481928,74.1,0,0.3,0.5,-0.3,0.36144578313253006,5.301204819277108,0.36144578313253006,0.06024096385542168,3.192771084337349,16.6,0.8433734939759036,0.48192771084337344,0.5421686746987951,0.24096385542168672,0.06024096385542168,0.24096385542168672,7.0,57.1,0.18072289156626503,0.8433734939759036,6.0,8.0,1.7469879518072287,43.0,3.4337349397590358,1.0,16.6,88.67469879518072,8.734939759036143,38.73493975903614,46.3855421686747,4.036144578313253,0.3012048192771084,1472.0,4.0,0.24096385542168672,100.0,0.18072289156626503,0.06024096385542168,63.73493975903614,0.18072289156626503,16.6,9.0,0.54,0.48192771084337344,0.0,0.06024096385542168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defense
85,85,Ciaran Clark,ie IRL,DF,Newcastle Utd,31.0,13,12,1014,11.3,0,1,0,0,0,2,1,0.0,0.09,0.09,0.0,0.09,1.3,1.3,0.4,1.7,0.12,0.03,0.15,0.12,0.15,11.3,0,7,1,14.3,0.62,0.09,0.0,0.0,7.8,0.0,0,0,1.3,1.3,0.19,-1.3,-1.3,11.3,290.0,32.743362831858406,78.4,453.716814159292,156.72566371681415,110.0,11.150442477876105,87.3,152.0,16.01769911504425,84.0,20.0,3.6283185840707963,48.8,1,0.4,0.3,0.6,0.35398230088495575,1.327433628318584,0.08849557522123894,0.08849557522123894,0.8849557522123893,11.3,1.1504424778761062,0.8849557522123893,0.35398230088495575,0.6194690265486725,0.17699115044247787,0.7964601769911503,14.0,64.3,0.44247787610619466,1.238938053097345,11.0,3.0,1.1504424778761062,26.0,3.805309734513274,1.0,11.3,40.97345132743362,6.460176991150442,22.831858407079643,15.575221238938052,2.831858407079646,1.8584070796460175,463.0,4.0,0.44247787610619466,80.0,0.2654867256637168,0.17699115044247787,22.831858407079643,0.44247787610619466,11.3,8.0,0.71,0.6194690265486725,0.0,0.0,1.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,Defense
87,87,Nathaniel Clyne,eng ENG,DF,Crystal Palace,30.0,16,15,1351,15.0,0,1,0,0,0,1,0,0.0,0.07,0.07,0.0,0.07,0.1,0.1,0.6,0.7,0.01,0.04,0.05,0.01,0.05,15.0,0,3,2,66.7,0.2,0.13,0.0,0.0,26.1,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,15.0,561.0,48.46666666666667,77.2,568.2,207.73333333333332,289.0,21.466666666666665,89.8,228.0,19.466666666666665,78.1,22.0,4.266666666666667,34.4,1,0.6,0.5,0.4,0.4,1.6,0.4666666666666667,0.2,1.2,15.0,1.4,0.6666666666666666,0.7333333333333333,0.6,0.06666666666666667,0.6666666666666666,20.0,50.0,0.6666666666666666,0.4666666666666667,2.0,5.0,1.0,36.0,2.1333333333333333,0.0,15.0,54.4,2.6,20.466666666666665,25.533333333333335,9.133333333333333,0.06666666666666667,816.0,4.0,0.4,66.7,0.6666666666666666,0.26666666666666666,29.333333333333332,0.8,15.0,13.0,0.87,0.6666666666666666,0.13333333333333333,0.0,0.0,0.0,0.06666666666666667,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,Defense
88,88,Conor Coady,eng ENG,DF,Wolves,28.0,38,38,3361,37.3,4,0,4,0,0,4,0,0.11,0.0,0.11,0.11,0.11,2.9,2.9,0.1,3.0,0.08,0.0,0.08,0.08,0.08,37.3,4,12,4,33.3,0.32,0.11,0.33,1.0,12.5,0.0,0,0,2.9,2.9,0.24,1.1,1.1,37.3,1514.0,45.361930294906166,89.5,888.8739946380698,336.38069705093835,322.0,9.32975871313673,92.5,927.0,26.193029490616624,94.9,257.0,9.195710455764075,74.9,0,0.1,0.2,-0.1,0.0804289544235925,1.3672922252010724,0.0804289544235925,0.0,0.8310991957104559,37.3,0.8310991957104559,0.37533512064343166,0.6166219839142092,0.18766756032171583,0.02680965147453083,0.4289544235924933,28.0,57.1,0.32171581769437,1.2332439678284184,40.0,6.0,0.7506702412868633,59.0,3.7533512064343166,0.0,37.3,52.76139410187668,11.126005361930297,34.825737265415555,17.37265415549598,0.804289544235925,0.482573726541555,1968.0,1.0,0.02680965147453083,100.0,0.160857908847185,0.02680965147453083,36.70241286863271,0.0804289544235925,37.3,9.0,0.24,0.21447721179624665,0.0,0.0,0.0,0.0,0.02680965147453083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defense
90,90,Nathan Collins,ie IRL,DF,Burnley,20.0,19,18,1670,18.6,2,0,2,0,0,2,1,0.11,0.0,0.11,0.11,0.11,1.8,1.8,1.5,3.3,0.1,0.08,0.18,0.1,0.18,18.6,2,15,5,33.3,0.81,0.27,0.13,0.4,9.3,0.0,0,0,1.8,1.8,0.12,0.2,0.2,18.6,448.0,35.053763440860216,68.7,464.9462365591398,206.8279569892473,158.0,10.806451612903224,78.6,232.0,15.96774193548387,78.1,50.0,6.827956989247311,39.4,0,1.5,0.8,-1.5,0.3225806451612903,2.4731182795698925,0.26881720430107525,0.05376344086021505,1.9892473118279568,18.6,1.9892473118279568,0.8064516129032258,1.4516129032258063,0.4301075268817204,0.1075268817204301,0.9139784946236559,27.0,63.0,0.5376344086021505,2.043010752688172,25.0,13.0,1.2903225806451613,61.0,4.462365591397849,2.0,18.6,47.1505376344086,7.956989247311827,23.118279569892472,20.21505376344086,4.247311827956989,2.043010752688172,877.0,5.0,0.4301075268817204,62.5,0.5376344086021505,0.2150537634408602,20.053763440860212,0.4301075268817204,18.6,20.0,1.08,0.6451612903225806,0.05376344086021505,0.05376344086021505,2.0,0.05376344086021505,0.16129032258064516,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Defense
92,92,Liam Cooper,sct SCO,DF,Leeds United,29.0,21,21,1814,20.2,0,1,0,0,0,5,0,0.0,0.05,0.05,0.0,0.05,0.4,0.4,0.2,0.6,0.02,0.01,0.03,0.02,0.03,20.2,0,6,1,16.7,0.3,0.05,0.0,0.0,10.8,0.0,0,0,0.4,0.4,0.07,-0.4,-0.4,20.2,981.0,58.56435643564357,82.9,920.990099009901,326.2871287128713,335.0,18.712871287128714,88.6,547.0,29.702970297029704,91.2,86.0,8.465346534653465,50.3,1,0.2,0.2,0.8,0.19801980198019803,1.5346534653465347,0.0,0.0,1.9306930693069309,20.2,2.0297029702970297,1.1386138613861387,1.3366336633663367,0.6435643564356436,0.04950495049504951,1.1386138613861387,33.0,69.7,0.49504950495049505,1.4356435643564356,18.0,11.0,2.128712871287129,84.0,3.5643564356435644,2.0,20.2,69.35643564356435,7.475247524752476,42.32673267326733,26.13861386138614,1.3366336633663367,0.6435643564356436,1401.0,3.0,0.19801980198019803,75.0,0.44554455445544555,0.04950495049504951,40.5940594059406,0.04950495049504951,20.2,15.0,0.74,0.5445544554455446,0.0,0.04950495049504951,1.0,0.0,0.09900990099009901,2.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0,Defense
93,93,Jack Cork,eng ENG,MF,Burnley,32.0,20,20,1670,18.6,1,0,1,0,0,4,0,0.05,0.0,0.05,0.05,0.05,0.8,0.8,0.4,1.2,0.04,0.02,0.06,0.04,0.06,18.6,1,7,1,14.3,0.38,0.05,0.14,1.0,18.0,0.0,0,0,0.8,0.8,0.11,0.2,0.2,18.6,423.0,31.021505376344084,73.3,368.06451612903226,103.17204301075267,217.0,14.677419354838708,79.5,143.0,10.268817204301074,74.9,43.0,3.8172043010752685,60.6,0,0.4,0.3,-0.4,0.3225806451612903,2.419354838709677,0.26881720430107525,0.05376344086021505,1.8817204301075268,18.6,1.075268817204301,0.3225806451612903,0.3225806451612903,0.5913978494623655,0.16129032258064516,0.3763440860215054,20.0,35.0,0.6989247311827956,0.9139784946236559,4.0,13.0,0.9139784946236559,37.0,1.5591397849462365,1.0,18.6,39.677419354838705,2.096774193548387,6.989247311827956,26.29032258064516,6.505376344086021,0.5376344086021505,738.0,7.0,0.6989247311827956,53.8,0.9677419354838709,1.075268817204301,20.86021505376344,0.5913978494623655,18.6,11.0,0.59,0.5376344086021505,0.0,0.0,0.0,0.05376344086021505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defense
108,108,Ben Davies,wls WAL,DF,Tottenham,28.0,29,28,2538,28.2,1,1,1,0,0,6,0,0.04,0.04,0.07,0.04,0.07,2.1,2.1,0.8,3.0,0.08,0.03,0.11,0.08,0.11,28.2,1,18,7,38.9,0.64,0.25,0.06,0.14,17.1,0.0,0,0,2.1,2.1,0.12,-1.1,-1.1,28.2,1391.0,58.43971631205674,84.4,796.4893617021277,266.06382978723406,696.0,26.843971631205676,91.9,602.0,24.148936170212767,88.4,68.0,4.858156028368795,49.6,1,0.8,0.9,0.2,0.3900709219858156,3.971631205673759,0.49645390070921985,0.10638297872340426,2.9432624113475176,28.2,1.2765957446808511,0.7446808510638298,0.7092198581560284,0.425531914893617,0.14184397163120568,0.46099290780141844,26.0,50.0,0.46099290780141844,1.1347517730496455,19.0,13.0,1.0638297872340425,66.0,2.6595744680851063,1.0,28.2,66.48936170212767,4.964539007092199,25.602836879432626,32.09219858156028,9.361702127659575,1.0638297872340425,1875.0,7.0,0.3900709219858156,63.6,0.7801418439716312,0.3546099290780142,47.5177304964539,1.3475177304964538,28.2,32.0,1.13,0.9929078014184397,0.03546099290780142,0.0,1.0,0.0,0.07092198581560284,3.0,0.11,2.0,0.0,0.0,1.0,0.0,0.0,Defense
111,111,Craig Dawson,eng ENG,DF,West Ham,31.0,34,30,2754,30.6,2,2,2,0,0,5,1,0.07,0.07,0.13,0.07,0.13,3.5,3.5,0.9,4.4,0.12,0.03,0.14,0.12,0.14,30.6,2,25,5,20.0,0.82,0.16,0.08,0.4,8.5,0.0,0,0,3.5,3.5,0.14,-1.5,-1.5,30.6,1035.0,41.99346405228758,80.5,713.7908496732026,247.51633986928104,328.0,11.76470588235294,91.1,539.0,19.705882352941174,89.4,161.0,9.542483660130719,55.1,2,0.9,1.0,1.1,0.13071895424836602,2.7777777777777777,0.0,0.0,1.0130718954248366,30.6,0.9477124183006536,0.5555555555555556,0.6535947712418301,0.26143790849673204,0.032679738562091505,0.45751633986928103,25.0,56.0,0.35947712418300654,1.9281045751633985,52.0,7.0,0.9477124183006536,58.0,4.542483660130719,0.0,30.6,52.385620915032675,8.856209150326796,27.516339869281044,22.516339869281044,2.418300653594771,1.5032679738562091,1603.0,4.0,0.13071895424836602,100.0,0.32679738562091504,0.16339869281045752,31.633986928104573,0.09803921568627451,30.6,22.0,0.72,0.39215686274509803,0.0,0.032679738562091505,5.0,0.0,0.13071895424836602,5.0,0.16,3.0,0.0,0.0,2.0,0.0,0.0,Defense
120,120,Rúben Dias,pt POR,DF,Manchester City,24.0,29,27,2402,26.7,2,4,2,0,0,5,0,0.07,0.15,0.22,0.07,0.22,2.7,2.7,3.1,5.7,0.1,0.11,0.21,0.1,0.21,26.7,2,18,3,16.7,0.67,0.11,0.11,0.67,11.8,0.0,0,0,2.7,2.7,0.15,-0.7,-0.7,26.7,2133.0,85.65543071161049,93.3,1498.8389513108614,472.434456928839,742.0,29.43820224719101,94.4,1201.0,46.741573033707866,96.2,173.0,8.164794007490636,79.4,4,3.1,1.9,0.9,0.5617977528089888,7.8277153558052435,0.11235955056179775,0.0,3.8951310861423223,26.7,0.9737827715355806,0.7116104868913858,0.41198501872659177,0.449438202247191,0.11235955056179775,0.299625468164794,15.0,53.3,0.2621722846441948,0.7116104868913858,13.0,6.0,0.8614232209737828,49.0,2.471910112359551,0.0,26.7,92.35955056179776,5.655430711610487,29.02621722846442,60.187265917603,3.370786516853933,1.2359550561797754,2466.0,2.0,0.149812734082397,50.0,0.33707865168539325,0.11235955056179775,73.97003745318352,0.149812734082397,26.7,36.0,1.35,1.1610486891385767,0.0,0.0,4.0,0.0,0.03745318352059925,7.0,0.26,5.0,0.0,0.0,2.0,0.0,0.0,Defense
122,122,Eric Dier,eng ENG,DF,Tottenham,27.0,35,35,3071,34.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.7,2.0,0.04,0.02,0.06,0.04,0.06,34.1,0,13,4,30.8,0.38,0.12,0.0,0.0,14.4,4.0,0,0,1.3,1.3,0.1,-1.3,-1.3,34.1,2056.0,68.65102639296187,87.8,1166.3929618768327,489.9120234604105,680.0,21.085043988269796,94.6,1138.0,35.65982404692082,93.6,211.0,10.29325513196481,60.1,0,0.7,1.1,-0.7,0.20527859237536655,2.8739002932551316,0.26392961876832843,0.029325513196480937,2.287390029325513,34.1,0.4398826979472141,0.26392961876832843,0.1759530791788856,0.2346041055718475,0.029325513196480937,0.20527859237536655,14.0,50.0,0.20527859237536655,1.0850439882697946,32.0,5.0,0.7917888563049853,42.0,4.164222873900293,1.0,34.1,76.51026392961876,12.346041055718475,42.55131964809384,32.58064516129032,1.6715542521994133,0.6744868035190615,2609.0,1.0,0.05865102639296187,50.0,0.14662756598240467,0.05865102639296187,57.800586510263926,0.20527859237536655,34.1,30.0,0.88,0.7331378299120235,0.0,0.0,3.0,0.0,0.05865102639296187,4.0,0.12,3.0,0.0,0.0,1.0,0.0,0.0,Defense
129,129,Gabriel Dos Santos,br BRA,DF,Arsenal,23.0,35,35,3063,34.0,5,0,5,0,0,8,1,0.15,0.0,0.15,0.15,0.15,3.3,3.3,0.8,4.1,0.1,0.02,0.12,0.1,0.12,34.0,5,29,12,41.4,0.85,0.35,0.17,0.42,11.2,0.0,0,0,3.3,3.3,0.11,1.7,1.7,34.0,1828.0,60.26470588235294,89.2,1023.9411764705883,340.20588235294116,602.0,18.647058823529413,95.0,1069.0,33.205882352941174,94.7,144.0,7.294117647058823,58.1,0,0.8,0.6,-0.8,0.2647058823529412,3.7058823529411766,0.058823529411764705,0.0,2.5,34.0,1.4705882352941178,0.8823529411764706,1.0588235294117647,0.35294117647058826,0.058823529411764705,0.8823529411764706,41.0,73.2,0.3235294117647059,1.0,26.0,8.0,0.38235294117647056,63.0,3.2941176470588234,4.0,34.0,68.76470588235294,9.235294117647058,33.76470588235294,32.5,2.8823529411764706,1.3529411764705883,2338.0,4.0,0.11764705882352941,100.0,0.5294117647058824,0.14705882352941177,49.94117647058823,0.2647058823529412,34.0,24.0,0.7,0.5588235294117647,0.0,0.0,2.0,0.0,0.08823529411764706,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Defense
